n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,51,77844,77844,77844,77844,77844,77844,77844,77844,49253,962913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999871538,0.9999999999871538,0.9999999999871538,0.9999999999871538,0.9999999999871538,0.9999999999871538,0.9999999999871538,0.9999999999871538,0.9999999999796967,0.9999999999989615,0.044898,0.051473000000000005,0.060733,0.058429999999999996,0.059491999999999996,0.056602,0.086979,0.060903,0.002196,0.158193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,56,65080,65080,65080,65080,65080,65080,65080,65080,39184,766588,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,192,183,191,180,186,187,191,180,183,182,False,False,False,False,False,False,False,False,False,False,0.5695605408640203,0.5371850030648865,0.5497848801390629,0.5584204056459985,0.5545789797087496,0.5506760909565047,0.5326674861626818,0.5533189920013319,0.45605349120926775,0.6855442558444881,0.931301,1.252474,1.005256,1.2426030000000001,1.609183,1.986506,1.582184,1.5013020000000001,0.815964,3.103259,0.5541,0.880108,0.620782,0.810303,1.152896,1.533407,1.135638,1.069496,0.225207,2.633138
40,2,61,66652,66652,66652,66652,66652,66652,66652,66652,39679,776261,0.017887186737016572,0.017076623591331955,0.017887186737016572,0.016716787531649756,0.017887186737016572,0.017076623591331955,0.017887186737016572,0.016716787531649756,0.01833805809856657,0.016716787531649756,11293,11302,11293,11306,11293,11302,11293,11306,11288,11306,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,311,299,297,326,311,299,297,326,329,299,False,False,False,False,False,False,False,False,False,False,0.6975334573501542,0.6894316749581494,0.7001290283757408,0.6946228170093228,0.6692072255795894,0.6733481365799474,0.6727780111523619,0.6815699453777596,0.6756470677014127,0.8891828908049108,1.614133,1.9990240000000001,2.142368,2.12537,3.358717,3.723786,2.5234669999999997,3.064347,1.936678,6.430907,0.729065,1.160241,1.319012,1.29386,2.513301,2.852433,1.6647439999999998,2.217066,0.657467,5.53369
40,2,66,67632,67632,67632,67632,67632,67632,67632,67632,41541,812570,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.005013816481493371,0.004241389124895704,35121,35130,35121,35130,35121,35130,35121,35130,35103,35130,35279,35279,35279,35279,35279,35279,35279,35279,35279,35279,299,287,305,289,299,287,305,289,300,278,False,False,False,False,False,False,False,False,False,False,0.7654660515619017,0.7660870593688479,0.7679500827896861,0.7626863023308097,0.6956174591806303,0.7084811923245139,0.6985154956130455,0.7055831558920987,0.7291591439606856,0.9075870386540144,2.243138,2.541563,1.9957049999999998,2.072311,3.0848720000000003,3.331723,2.965998,2.8193599999999996,2.054379,5.918979,1.422925,1.7136619999999998,1.158398,1.23315,2.218583,2.482273,2.138038,1.948145,0.650925,4.937378
40,2,71,52008,52008,52008,52008,52008,52008,52008,52008,36143,707268,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00041725778177057957,0.00035464691762706853,47933,47935,47933,47935,47933,47935,47933,47935,47932,47935,47952,47952,47952,47952,47952,47952,47952,47952,47952,47952,438,392,427,409,426,392,427,409,492,379,False,False,False,False,False,False,False,False,False,False,0.9027072757863654,0.9027457314085766,0.909802338084337,0.8961313643882455,0.8187201968770436,0.8324103983842407,0.8282571911854281,0.8322181202731845,0.9000083003375479,0.940001527001165,1.8606060000000002,2.406879,1.842021,1.794668,2.591213,3.717574,2.936611,3.271161,2.349202,6.074318,1.266251,1.807318,1.246082,1.18316,1.9813049999999999,3.0933,2.3256900000000003,2.636159,1.322007,5.407799
40,2,76,66274,66274,66274,66274,66274,66274,66274,66274,39984,782229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999849112,0.9999999999849112,0.9999999999849112,0.9999999999849112,0.9999999999849112,0.9999999999849112,0.9999999999849112,0.9999999999849112,0.99999999997499,0.9999999999987216,0.053759,0.041533999999999995,0.061109000000000004,0.057249,0.06425299999999999,0.074125,0.068802,0.060354999999999985,0.003837,0.104749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,81,65528,65528,65528,65528,65528,65528,65528,65528,37739,738390,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,451,451,451,451,451,451,451,451,451,451,607,607,607,607,607,607,607,607,607,607,202,227,221,223,202,221,221,223,198,199,False,False,False,False,False,False,False,False,False,False,0.5925405933251047,0.5821633500094285,0.592845806363801,0.5818581369707322,0.5805151996004683,0.5808204126391646,0.5806678061198165,0.5818581369707322,0.5482127242229997,0.788944866532877,1.712662,1.786879,1.3847530000000001,1.7617150000000001,2.782518,2.762512,2.166973,2.535174,1.5162870000000002,3.271589,0.9321020000000001,1.0122790000000002,0.616441,0.954677,1.9899380000000002,1.97124,1.383102,1.730848,0.319131,2.467098
40,2,86,70374,70374,70374,70374,70374,70374,70374,70374,39218,767169,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.011369336212390342,0.008839226136025308,5992,5996,5992,5996,5992,5996,5992,5996,5981,5996,6049,6049,6049,6049,6049,6049,6049,6049,6049,6049,344,343,353,347,352,373,353,347,325,328,False,False,False,False,False,False,False,False,False,False,0.8824992184488235,0.8789893994816412,0.8736038877870578,0.8744422655970325,0.8502287776614912,0.8588683320422477,0.8486657003886569,0.861738710306907,0.8587128359207835,0.9318272766483893,1.9544099999999998,2.35307,1.94554,2.303264,3.894649,4.687281,3.559539,3.215242,2.255195,6.148055,0.991029,1.3673799999999998,0.9646520000000001,1.313531,2.9079,3.709228,2.580954,2.239657,0.671379,5.094558999999999
40,2,91,70494,70494,70494,70494,70494,70494,70494,70494,41538,812450,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.000921269816543983,0.0,26066,26075,26066,26075,26066,26075,26066,26075,26051,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,425,523,401,436,425,469,401,436,389,501,False,True,False,True,False,True,False,True,False,True,0.9722245864758389,0.9999999999858145,0.972196215266942,0.9693307231683643,0.9429738701032291,0.9641104207313516,0.9393139841555408,0.9601668226946951,0.9328325870062875,0.94753154040132,2.652965,4.363702,2.2332799999999997,2.3893419999999996,5.422728,6.417524,3.6413279999999997,4.745132,2.39266,7.756792999999999,1.7523790000000001,3.417836,1.333377,1.499411,4.530703,5.487896,2.734524,3.838308,0.964155,6.774334
40,2,96,66556,66556,66556,66556,66556,66556,66556,66556,42188,825207,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.0004539470697029753,0.00010588413249041232,66101,66110,66101,66110,66101,66110,66101,66110,66087,66110,66117,66117,66117,66117,66117,66117,66117,66117,66117,66117,406,408,403,424,406,408,403,424,418,387,False,False,False,False,False,False,False,False,False,False,0.9224112025824508,0.9420337760541194,0.9270388845344216,0.9205481098485404,0.853236372365328,0.9007452370800418,0.8593665484575491,0.8924214195430552,0.8854413577110685,0.9433039225298098,2.280116,3.1490810000000002,1.9827560000000002,2.247012,3.242634,5.121773,3.2792169999999996,3.503454,1.955992,8.776207000000001,1.733118,2.600413,1.448042,1.692566,2.6791150000000004,4.5323720000000005,2.73528,2.9739169999999997,1.078951,8.047147
40,2,101,76902,76902,76902,76902,76902,76902,76902,76902,44577,871690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999869965,0.9999999999869965,0.9999999999869965,0.9999999999869965,0.9999999999869965,0.9999999999869965,0.9999999999869965,0.9999999999869965,0.999999999977567,0.9999999999988528,0.042988,0.057655,0.058601,0.035565,0.061576,0.063325,0.067829,0.060462,0.0009789999999999998,0.15016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,106,78780,78780,78780,78780,78780,78780,78780,78780,43432,849260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999873065,0.9999999999873065,0.9999999999873065,0.9999999999873065,0.9999999999873065,0.9999999999873065,0.9999999999873065,0.9999999999873065,0.9999999999769755,0.9999999999988225,0.059488,0.064438,0.064579,0.056775,0.082412,0.076524,0.069266,0.071483,0.0,0.11848399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,111,77258,77258,77258,77258,77258,77258,77258,77258,43820,856990,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0046451757305545245,0.0030172654617995945,17887,17897,17887,17897,17887,17897,17887,17897,17868,17897,17951,17951,17951,17951,17951,17951,17951,17951,17951,17951,344,372,359,379,380,374,359,379,367,369,False,False,False,False,False,False,False,False,False,False,0.8918946905059426,0.8924383235277585,0.8919464650794489,0.8935514768581435,0.8778896683724937,0.8894095109776411,0.8775272463579498,0.8901861295802354,0.8592195344395431,0.9360412606903977,2.482771,3.245323,2.037728,2.453636,4.644919,5.528825,3.237228,4.217694,2.093588,9.179485000000001,1.640554,2.397916,1.190582,1.6128559999999998,3.793052,4.658519,2.367946,3.3080339999999997,0.8883969999999999,8.150233
40,2,116,65040,65040,65040,65040,65040,65040,65040,65040,38919,761441,0.00516625232863337,0.004463939133427553,0.00516625232863337,0.00352904676819629,0.00516625232863337,0.004463939133427553,0.00516625232863337,0.00352904676819629,0.005595927406211508,0.00352904676819629,25744,25762,25744,25786,25744,25762,25744,25786,25733,25786,25877,25877,25877,25877,25877,25877,25877,25877,25877,25877,354,389,358,333,354,389,358,333,368,369,False,False,False,False,False,False,False,False,False,False,0.80307503073796,0.801230012287804,0.8015528905165813,0.7338560885496025,0.7682041820300092,0.7775830258183029,0.7666051660398738,0.785455104538969,0.7710629769323194,0.9257355461540346,2.1441529999999998,3.3044029999999998,2.057611,2.156416,3.6581059999999996,6.3618760000000005,3.6181550000000002,3.3543339999999997,2.1105150000000004,5.9544120000000005,1.246376,2.417508,1.157363,1.290109,2.79615,5.467144,2.718069,2.472782,0.7713300000000001,4.960851
40,2,121,66244,66244,66244,66244,66244,66244,66244,66244,43936,859293,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.000542770299525034,0.00018602632269582736,64491,64507,64491,64507,64491,64507,64491,64507,64484,64507,64519,64519,64519,64519,64519,64519,64519,64519,64519,64519,379,400,386,406,379,400,386,406,430,372,False,False,False,False,False,False,False,False,False,False,0.9074633174188235,0.9385604733871965,0.9094257593003228,0.9347261638648826,0.8422498641259247,0.883098846674671,0.8459634079939925,0.8841555461493245,0.8897259650198077,0.9435745432571386,1.8081880000000001,2.41071,1.762629,2.0585560000000003,3.172444,4.544042,2.930332,3.625653,2.089266,7.625493,1.2283030000000001,1.83467,1.196685,1.480284,2.5754740000000003,3.9220699999999997,2.3382970000000003,3.02521,1.163265,6.905200999999999
40,4,1,31944,31944,31944,31944,31944,31944,31944,31944,21855,408398,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,438,438,438,438,438,438,438,438,438,438,439,439,439,439,439,439,439,439,439,439,45,40,40,40,45,40,40,40,44,42,False,False,False,False,False,False,False,False,False,False,0.6661657901118782,0.6765589781906912,0.6661657901118782,0.6614700726063902,0.6528925619630324,0.656899574234382,0.6528925619630324,0.656899574234382,0.5222145961783475,0.7692300158160196,0.766284,0.9147649999999999,0.796643,0.764029,0.951766,0.9150459999999999,0.8441200000000001,0.867123,0.744858,1.126091,0.13199,0.28406,0.144627,0.143448,0.28628600000000004,0.278737,0.20877800000000002,0.246071,0.032842,0.482624
40,4,6,31002,31002,31002,31002,31002,31002,31002,31002,20971,392513,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,2372,2372,2372,2372,2372,2372,2372,2372,2372,2372,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,66,68,65,67,66,68,65,67,71,68,False,False,False,False,False,False,False,False,False,False,0.8438810399056873,0.8255596412868345,0.8447842074432365,0.8257531771877378,0.8268498806261902,0.8067221469322391,0.827882072097675,0.8148506547701809,0.716942444293694,0.8798052548555594,0.731071,0.7049,0.752095,0.691821,0.7735810000000001,0.890589,0.818461,0.87964,0.941806,1.2521950000000002,0.13386199999999998,0.145341,0.130919,0.121814,0.171825,0.317268,0.248502,0.29183600000000004,0.074477,0.660385
40,4,11,30040,30040,30040,30040,30040,30040,30040,30040,21296,398502,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,5735,5735,5735,5735,5735,5735,5735,5735,5735,5735,5737,5737,5737,5737,5737,5737,5737,5737,5737,5737,101,94,103,100,101,94,103,100,106,104,False,False,False,False,False,False,False,False,False,False,0.8709720372546281,0.8636484686796388,0.8724034620215578,0.863182423406685,0.8417443408508074,0.8360186417830886,0.8456058588267108,0.8422769640198976,0.8287002253555268,0.9077595595482387,0.675275,0.693983,0.635818,0.692991,0.766243,1.019092,0.771142,1.014875,0.938411,2.133228,0.169836,0.203714,0.12325599999999999,0.180437,0.229989,0.5186529999999999,0.242425,0.489521,0.127965,1.5773700000000002
