n,m,Inst,first_size_graph_AFBC,first_size_graph_TI,first_size_graph_ATI,gap_AFBC,gap_TI,gap_ATI,global_lower_bound_AFBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFBC,opt_TI,opt_ATI,reduction_AFBC,reduction_TI,reduction_ATI,tot_cputime_AFBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFBC,tot_lb_TI,tot_lb_ATI
40,4,116,38693,20279,378855,0.002767230836754469,0.003671497582176169,0.002767230836754469,15539,15525,15539,15582,15582,15582,145,155,147,False,False,False,0.8472075052116091,0.8079786971345737,0.9193886843227108,1.838752,0.986991,2.0266990000000003,0.656455,0.12704300000000002,0.8706229999999999
40,4,121,39232,22696,423342,0.000643554659995088,0.0007555617739595461,0.000643554659995088,35739,35735,35739,35762,35762,35762,152,181,150,False,False,False,0.8691374388032949,0.8539830806814424,0.925244837505078,1.569555,1.005103,1.8050689999999998,0.671412,0.17038299999999998,1.0023799999999998
50,2,1,84905,69125,1696188,0.029220778983597574,0.029220778983597574,0.029220778983597574,1232,1232,1232,1268,1268,1268,160,147,159,False,False,False,0.39177904716575257,0.2519927667232985,0.6827403566110108,2.25547,0.76551,5.090293,1.489973,0.164855,4.068316
50,2,6,94397,68454,1679774,0.0007713344079858816,0.0012628034227144638,0.0007713344079858816,14261,14254,14261,14272,14272,14272,365,329,367,False,False,False,0.695339894268935,0.5918573056272555,0.8592524946803205,4.733282,1.504305,10.484676,3.1583650000000003,0.392546,8.663679
50,2,11,85726,64132,1573834,0.0013043478255198488,0.0013043478255198488,0.0013043478255198488,23000,23000,23000,23030,23030,23030,421,441,415,False,False,False,0.8045867064740617,0.7478793737798933,0.9161868405429567,5.101126,1.829075,9.891103999999999,3.632481,0.697716,8.032565
50,2,16,75413,59810,1467894,0.0013257699242951097,0.0013475331446756067,0.0013257699242951097,46011,46010,46011,46072,46072,46072,458,480,449,False,False,False,0.8362616524891431,0.8452934291783097,0.9427288346427312,5.376367,2.353655,11.065413000000001,3.8010309999999996,0.9627030000000001,8.813884
50,2,21,72373,67249,1650124,3.601429767293487e-05,9.904556094912249e-05,3.601429767293487e-05,111067,111060,111067,111071,111071,111071,586,587,494,False,False,False,0.9379050198148771,0.9284301625164921,0.9558372582903129,5.498556,2.619113,12.120519999999999,4.23955,1.468194,10.538719
50,2,26,84348,61590,1511606,0.0,0.0,0.0,26,26,26,26,26,26,169,155,96,True,True,True,0.39789917958460314,0.29576229906972296,0.9584078126172042,2.585264,0.701723,3.272075,1.7649400000000002,0.162901,2.391412
50,2,31,100049,66241,1625428,0.01682737754428554,0.01682737754428554,0.01682737754428554,5289,5289,5289,5378,5378,5378,287,283,334,False,False,False,0.5724295095346038,0.5074500686809159,0.724772183079949,4.268851000000001,1.38944,9.689485000000001,2.969402,0.447093,7.998809
50,2,36,104508,66629,1635036,0.0044994971126465,0.0047122359269803375,0.0043931614860566555,18891,18887,18893,18976,18976,18976,348,353,353,False,False,False,0.8139951008457345,0.7684041483322818,0.9219796995289877,6.264032,2.656581,10.74346,3.6322129999999997,0.503116,8.065566
50,2,41,98883,63940,1569130,0.0025552540758791245,0.0048582140769767605,0.002344017487333346,37961,37874,37969,38058,38058,38058,423,478,450,False,False,False,0.8332473731497503,0.7431185486277273,0.9382447598344699,5.911401000000001,2.5725439999999997,11.707312,4.296505000000001,1.066503,9.932875
50,2,46,81113,64758,1589222,0.0002802007699088494,0.00036551043527839584,0.000268014862609732,82084,82077,82085,82107,82107,82107,588,588,518,False,False,False,0.8919901865189059,0.8962753636477921,0.9507161365744051,5.625632,3.069181,12.92473,4.288149,1.556626,10.99601
50,2,51,90049,61589,1511556,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.999999999988895,0.9999999999837633,0.9999999999993384,0.146722,0.010406,0.284112,0.0,0.0,0.0
50,2,56,96252,57987,1423256,0.03961748579757533,0.04246575284293489,0.04246575284293489,732,730,730,761,761,761,176,171,192,False,False,False,0.5037505714114642,0.4642592305091786,0.6700930823403027,2.5449,0.9428790000000001,5.126844999999999,1.7243580000000003,0.19839600000000002,4.052458000000001
50,2,61,119645,70226,1723086,0.013544350376485572,0.014515178297586813,0.013469748260363795,13585,13572,13586,13769,13769,13769,361,397,380,False,False,False,0.7052028918826094,0.6903426081409971,0.889225494258041,5.873139,2.341895,10.044882000000001,4.155518,0.8299290000000001,8.285739
50,2,66,83871,50687,1244304,0.0007578720905637902,0.0011984542383215637,0.0007578720905637902,40904,40886,40904,40935,40935,40935,514,480,546,False,False,False,0.8956969631827963,0.8566890918607002,0.9473247695089405,6.5593330000000005,2.4045330000000003,12.41452,4.840955999999999,0.944212,10.340902
50,2,71,83353,63893,1568004,1.2733662709120656e-05,0.00015282535880174405,1.2733662709120656e-05,78532,78521,78532,78533,78533,78533,697,604,663,False,False,False,0.9700670641612172,0.9324808664339993,0.9573145221562207,8.173498,3.475579,16.030673999999998,6.485366,1.7302990000000003,13.952893
50,2,76,114293,73205,1796148,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999912507,0.9999999999863398,0.9999999999994432,0.15090399999999998,0.0045119999999999995,0.303693,0.0,0.0,0.0
50,2,81,120305,67925,1666788,0.007434944099722229,0.007434944099722229,0.007434944099722229,538,538,538,542,542,542,335,258,306,False,False,False,0.5567100286724849,0.4964151637762766,0.6699880248713874,5.388971,1.503692,8.256367,4.271964,0.46141000000000004,6.795691000000001
50,2,86,112408,59525,1460988,0.02615923720466202,0.028758169911145288,0.025908424290444498,12271,12240,12274,12592,12592,12592,391,411,410,False,False,False,0.7047452138575124,0.6756488870109089,0.8990402385229044,7.465304,3.120365,12.016797,4.469166,0.908259,9.007032
50,2,91,114906,67013,1644444,0.001162938216018324,0.0013534947654957185,0.001162938216018324,47294,47285,47294,47349,47349,47349,514,507,508,False,False,False,0.8738360050748104,0.8550281288577586,0.942581808805321,7.662095,2.7927150000000003,12.457746,5.5011410000000005,1.0526209999999998,10.489583
50,2,96,99953,67445,1655028,0.00033404452486648516,0.00037716330089256625,0.00032326541164366825,92802,92798,92803,92833,92833,92833,515,545,498,False,False,False,0.9046651926314903,0.9020831788731251,0.9507325555815668,6.960895,3.084483,11.351466,5.172853,1.418917,9.69952
50,2,101,101509,59233,1453732,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999901488,0.9999999999831175,0.9999999999993121,0.161141,0.014052,0.274377,0.0,0.0,0.0
50,2,106,116989,61829,1517436,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999914523,0.9999999999838264,0.999999999999341,0.219484,0.008061,0.293421,0.0,0.0,0.0
50,2,111,127340,66150,1623326,0.003988933922673272,0.005606392572750102,0.003988933922673272,15543,15518,15543,15605,15605,15605,479,492,503,False,False,False,0.890128789061645,0.850718064990919,0.9402652332304539,7.800969,3.444431,14.383435999999998,5.634645,1.0909200000000001,11.675728999999999
50,2,116,98459,54534,1338734,0.006044462654418368,0.007592858604764592,0.005941405446659801,19522,19492,19524,19640,19640,19640,421,431,466,False,False,False,0.7868046597996445,0.7419224703718429,0.9243763137405008,6.11676,2.373529,10.690856,4.066586,0.7167680000000001,8.622925
50,2,121,98151,60102,1475150,0.00023983115880664064,0.00023983115880664064,0.00023983115880664064,41696,41696,41696,41706,41706,41706,729,631,714,False,False,False,0.9154873613013064,0.9445775514800743,0.9549686472555639,10.04003,3.096072,18.709531,8.470444,1.6246969999999998,16.842413
50,4,1,48777,35675,842544,0.010296010163500513,0.010296010163500513,0.010296010163500513,777,777,777,785,785,785,53,57,46,False,False,False,0.4799393156512303,0.3584022424566671,0.6654536736352458,1.314144,1.054176,1.617293,0.361057,0.063203,0.644452
50,4,6,53390,35354,835062,0.0022897083607017255,0.0022897083607017255,0.0022897083607017255,8298,8298,8298,8317,8317,8317,141,128,132,False,False,False,0.7439782730709126,0.6554845278990925,0.8577231391191819,2.402495,1.649407,4.153471,0.76005,0.12931600000000001,1.900534
50,4,11,48660,33232,785266,0.0006215523264536148,0.0006993006987573422,0.0006215523264536148,12871,12870,12871,12879,12879,12879,213,215,214,False,False,False,0.859186189871369,0.8113565238080357,0.9297168093347608,2.759601,1.932032,5.126219,1.0657889999999999,0.269466,2.7219279999999997
50,4,16,46923,31160,736746,0.00011823592002591893,0.00011823592002591893,0.00011823592002591893,25373,25373,25373,25376,25376,25376,214,239,235,False,False,False,0.9549048440859513,0.9537548138333198,0.9538606249630757,2.466357,1.9753180000000001,4.63774,1.224004,0.46833500000000006,2.822446
50,4,21,51981,34699,819448,6.72947509980998e-05,6.72947509980998e-05,6.72947509980998e-05,59440,59440,59440,59444,59444,59444,195,204,180,False,False,False,0.9344952963403071,0.9408628490463453,0.9520848180714919,2.8930130000000003,1.734489,4.101179,1.306431,0.298335,2.406872
50,4,26,47466,32090,758766,0.0,0.0,0.0,54,54,54,54,54,54,73,87,92,True,True,True,0.5105970589367,0.3723901526839392,0.9567969571633984,1.036365,0.5586800000000001,2.082855,0.426946,0.078933,1.300661
50,4,31,53123,34191,807512,0.0,0.0,0.0,3061,3061,3061,3061,3061,3061,141,119,140,True,True,True,0.7704948892048549,0.6683045245629462,0.9567461536163465,2.917176,1.8017459999999998,3.6310480000000003,1.068331,0.18098,1.668595
50,4,36,57415,34479,814568,0.003705762457193105,0.003705762457193105,0.003705762457193105,10794,10794,10794,10834,10834,10834,265,274,257,False,False,False,0.8498998519402613,0.8203254154464942,0.9309106176514043,4.020246,2.52271,5.871355,1.9050799999999999,0.388308,3.3462160000000005
50,4,41,58761,33190,784390,0.0013313134089283783,0.0014692378321996154,0.0013313134089283783,21783,21780,21783,21812,21812,21812,285,295,270,False,False,False,0.8702030258016337,0.8581801747255745,0.9334731447354843,3.816724,2.3813169999999997,4.321898,1.9906119999999998,0.554794,2.600088
50,4,46,52504,33608,794274,0.00013497705387047218,0.00015747677214067695,0.00013497705387047218,44452,44451,44452,44458,44458,44458,241,255,236,False,False,False,0.9295482248794463,0.9318317067087648,0.950593875663876,3.1568549999999997,1.679759,4.8899610000000004,1.5296020000000001,0.47153900000000004,3.119227
50,4,51,49886,32089,758716,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999799543,0.9999999999688367,0.9999999999986819,0.097624,0.010385,0.165527,0.0,0.0,0.0
50,4,56,52216,30287,716352,0.059479552797777835,0.059479552797777835,0.059479552797777835,538,538,538,570,570,570,119,105,102,False,False,False,0.5546958786472596,0.4908046356360549,0.6807602966130049,1.91795,0.8508870000000001,2.015044,0.859416,0.084172,0.9748040000000001
50,4,61,64165,36126,852854,0.009681528650087225,0.011356386357845622,0.009681528650087225,7850,7837,7850,7926,7926,7926,253,250,254,False,False,False,0.7550533779980511,0.7288102751279186,0.9037994779869664,3.528662,1.795045,4.420991000000001,2.047073,0.409542,3.152213
50,4,66,47011,26687,631824,0.0006482842075165165,0.0010376583505392978,0.0006482842075165165,23138,23129,23138,23153,23153,23153,357,342,362,False,False,False,0.8945565931187476,0.8638663019123968,0.942525133580012,4.039368,1.908765,5.338729,2.327546,0.633691,3.9276410000000004
50,4,71,50687,33193,784540,0.0005630498532403402,0.0007039114008531613,0.0005630498532403402,42625,42619,42625,42649,42649,42649,182,188,178,False,False,False,0.8561366819725741,0.8564757629362674,0.9350358171655555,2.943683,2.5282009999999997,4.401046,1.085899,0.305359,2.083217
50,4,76,60108,37605,887636,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999833633,0.9999999999734078,0.9999999999988735,0.112445,0.010798,0.150052,0.0,0.0,0.0
50,4,81,62750,35075,828456,0.03765690297788906,0.03765690297788906,0.03765690297788906,478,478,478,496,496,496,128,121,126,False,False,False,0.6558725099497072,0.5382181040473779,0.6920572728054453,2.619193,1.59984,3.235055,1.025189,0.16553199999999998,1.8941009999999998
50,4,86,59387,31075,734944,0.012364945963547484,0.016146523658095525,0.012364945963547484,8330,8299,8330,8433,8433,8433,249,243,260,False,False,False,0.7305302507159727,0.7435880932986778,0.9130926982179416,4.242882,2.537316,5.633426999999999,1.998332,0.439892,3.213859
50,4,91,62876,34663,818872,0.0012807955996079275,0.0015826362191639777,0.0012807955996079275,26546,26538,26546,26580,26580,26580,200,212,210,False,False,False,0.8574018703343501,0.8398292126809616,0.9318281733885981,4.177028,2.468777,4.553304,1.392313,0.328721,2.231125
50,4,96,57988,34895,824352,0.0004571474001317484,0.0005366939650678432,0.0004571474001317484,50312,50308,50312,50335,50335,50335,181,223,191,False,False,False,0.8839932399654412,0.8830204900162482,0.9410737160813086,3.203638,2.216872,4.508875,1.271615,0.368789,2.6026380000000002
50,4,101,53526,30833,728964,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.9999999999813175,0.9999999999675672,0.9999999999986282,0.100204,0.010053,0.139416,0.0,0.0,0.0
50,4,106,62247,32179,760768,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,True,True,True,0.999999999983935,0.9999999999689239,0.9999999999986855,0.114429,0.01144,0.15098499999999998,0.0,0.0,0.0
50,4,111,65406,34250,809238,0.011943863828064234,0.012649402377839241,0.011742461924825892,10047,10040,10049,10167,10167,10167,243,258,247,False,False,False,0.751521267150544,0.738481751803256,0.9047659650178257,3.949708,2.455079,5.8947389999999995,1.844909,0.43886899999999995,3.5328489999999997
50,4,116,52672,28684,679042,0.005382411663006848,0.005993745651499526,0.005295138884292414,11519,11512,11520,11581,11581,11581,212,229,200,False,False,False,0.7719661299974946,0.7530679123987913,0.9095269512034462,4.254741,2.879635,5.413819,1.414785,0.344353,2.27779
50,4,121,55279,31352,741450,0.001135981150649621,0.0013044941923478816,0.001135981150649621,23768,23764,23768,23795,23795,23795,245,241,228,False,False,False,0.8802981240456539,0.8733733094898771,0.9389992582089972,3.5744580000000004,2.469329,4.842433,1.510709,0.379608,2.9272650000000002
100,2,1,325561,264800,13112851,0.007543753749113597,0.007543753749113597,0.007543753749113597,3314,3314,3314,3339,3339,3339,459,377,482,False,False,False,0.409702022046837,0.2681268882165101,0.6806863740005372,22.126365,6.677641,77.145558,15.363603,1.205482,66.810564
100,2,6,363311,256762,12714869,0.0006852891265222265,0.0006852891265222265,0.0006852891265222265,30644,30644,30644,30665,30665,30665,791,760,816,False,False,False,0.634280272271871,0.5313714646227581,0.8142275787504524,40.593177000000004,11.28426,110.82063600000001,29.851291999999997,2.842669,94.93964799999999
