n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,rel_error_AFFS,rel_error_AFFC,rel_error_AFBS,rel_error_AFBC,rel_error_AFZFS,rel_error_AFZFC,rel_error_AFZBS,rel_error_AFZBC,rel_error_TI,rel_error_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,51,38922,38922,38922,38922,34256,34256,34256,34256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999743076,0.9999999999743076,0.9999999999743076,0.9999999999743076,0.999999999970808,0.999999999970808,0.999999999970808,0.999999999970808,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034377,0.057149,0.04654,0.05033,0.086388,0.067664,0.06779500000000001,0.056263,0.000661,0.068174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,56,32540,32540,32540,32540,28988,28988,28988,28988,0,0,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,167,177,164,156,159,162,164,156,162,158,False,False,False,False,False,False,False,False,False,False,0.5568531038550445,0.5572218807450147,0.5595574677148262,0.5347572218643283,0.4849937905172832,0.5078308265313981,0.5091417137950482,0.4838898854531568,0.0,0.0,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.8496670000000001,1.3292680000000001,0.9217,1.020502,1.526661,1.746419,1.4726139999999999,1.6633630000000001,0.64704,2.665842,0.481479,0.921801,0.36577,0.49466499999999997,1.06516,1.18422,0.8826200000000001,1.077913,0.13933199999999998,2.081352
40,2,61,33326,33326,33326,33326,30190,30190,30190,30190,0,0,0.017887186737016572,0.017256637152870232,0.017887186737016572,0.016716787531649756,0.017887186737016572,0.017256637152870232,0.017887186737016572,0.016716787531649756,0.01833805809856657,0.016716787531649756,11293,11300,11293,11306,11293,11300,11293,11306,11288,11306,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,280,310,274,288,280,310,274,288,279,281,False,False,False,False,False,False,False,False,False,False,0.6876912920636232,0.6929124407161702,0.6858908959765381,0.6923123086871418,0.7136137793735139,0.7183835706949856,0.7114276250178394,0.7183173235932985,0.0,0.0,0.017887,0.017256999999999998,0.017887,0.016717,0.017887,0.017256999999999998,0.017887,0.016717,0.018338,0.016717,1.8065650000000002,2.6545650000000003,1.952568,2.186732,2.3245,3.8506949999999995,2.01627,3.175091,1.1762709999999998,3.2825010000000003,0.726267,1.6950740000000002,0.713098,1.012543,1.464595,2.6065150000000004,1.0703639999999999,1.9585560000000002,0.303856,2.448052
40,2,66,33816,33816,33816,33816,28767,28767,28767,28767,0,0,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.005013816481493371,0.004241389124895704,35121,35130,35121,35130,35121,35130,35121,35130,35103,35130,35279,35279,35279,35279,35279,35279,35279,35279,35279,35279,293,258,279,280,293,258,279,280,316,277,False,False,False,False,False,False,False,False,False,False,0.7520108824002836,0.7631003075241571,0.7552637804366198,0.7654069079499229,0.7694580595554121,0.78138144398855,0.7728995028757639,0.784718601147679,0.0,0.0,0.004499,0.004241,0.004499,0.004241,0.004499,0.004241,0.004499,0.004241,0.005014,0.004241,2.296957,2.00959,1.4275879999999999,1.5179690000000001,3.249085,3.5768470000000003,2.867369,2.462218,1.725454,4.011353,1.094128,1.143645,0.6246229999999999,0.701654,2.141539,2.3290610000000003,1.638003,1.6298629999999998,0.549802,2.780107
40,2,71,26004,26004,26004,26004,19736,19736,19736,19736,0,0,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00041725778177057957,0.00035464691762706853,47933,47935,47933,47935,47933,47935,47933,47935,47932,47935,47952,47952,47952,47952,47952,47952,47952,47952,47952,47952,388,377,360,351,397,384,360,351,421,405,False,False,False,False,False,False,False,False,False,False,0.8927857252387023,0.893862482660596,0.8930933702163861,0.8991309029034329,0.8875152006035917,0.8917207133719234,0.8995237129661774,0.9069720307606925,0.0,0.0,0.000396,0.00035499999999999996,0.000396,0.00035499999999999996,0.000396,0.00035499999999999996,0.000396,0.00035499999999999996,0.000417,0.00035499999999999996,2.1775330000000004,1.843957,1.379108,2.041185,2.941697,2.491032,2.5937900000000003,2.8636779999999997,1.115717,5.7743970000000004,1.322034,1.2699850000000001,0.7162689999999999,1.165443,2.257807,1.931084,1.712007,1.965166,0.580573,4.874448999999999
40,2,76,33137,33137,33137,33137,30172,30172,30172,30172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999698223,0.9999999999698223,0.9999999999698223,0.9999999999698223,0.9999999999668566,0.9999999999668566,0.9999999999668566,0.9999999999668566,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.033423,0.046838,0.030524000000000003,0.050733,0.040053,0.067014,0.028860000000000004,0.062301,0.000231,0.060062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,81,32764,32764,32764,32764,31170,31170,31170,31170,0,0,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,451,451,451,451,451,451,451,451,451,451,607,607,607,607,607,607,607,607,607,607,198,234,191,192,188,205,191,192,205,196,False,False,False,False,False,False,False,False,False,False,0.5821023073928061,0.581919179569591,0.579935294818095,0.5794469539561883,0.5722810394426602,0.5702598652367578,0.5702919473670102,0.5695540583712045,0.0,0.0,0.345898,0.345898,0.345898,0.345898,0.345898,0.345898,0.345898,0.345898,0.345898,0.345898,1.1836,2.233623,1.571672,1.744376,1.7755830000000001,2.693841,1.4064299999999998,2.380721,0.9030440000000001,2.756924,0.42880799999999997,1.1175110000000001,0.44496199999999997,0.643961,0.9281950000000001,1.5725559999999998,0.677926,1.274456,0.18473900000000001,1.8345479999999998
40,2,86,35187,35187,35187,35187,32924,32924,32924,32924,0,0,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.011369336212390342,0.008839226136025308,5992,5996,5992,5996,5992,5996,5992,5996,5981,5996,6049,6049,6049,6049,6049,6049,6049,6049,6049,6049,349,351,331,311,349,332,331,311,340,320,False,False,False,False,False,False,False,False,False,False,0.8648364452535073,0.8662574245924274,0.8637849205427065,0.8685878307082562,0.8847345401262078,0.8919936823930266,0.8842181994628776,0.8894119790763755,0.0,0.0,0.009512999999999999,0.008839,0.009512999999999999,0.008839,0.009512999999999999,0.008839,0.009512999999999999,0.008839,0.011369,0.008839,2.00392,2.418323,2.3577049999999997,1.831161,3.917443,3.0248180000000002,3.2960839999999996,2.9649799999999997,1.374831,4.713547,1.095164,1.485963,0.943672,0.80189,2.486453,2.082543,1.864491,1.9095799999999998,0.383787,3.3269
40,2,91,35247,35247,35247,35247,30731,30731,30731,30731,0,0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.000921269816543983,0.0,26066,26075,26066,26075,26066,26075,26066,26075,26051,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,391,495,358,453,391,534,358,453,380,434,False,True,False,True,False,True,False,True,False,True,0.963344398077472,0.9999999999716288,0.9639118222554001,0.9980423865577768,0.9785883960502884,0.9912791643294627,0.9773193192223709,0.9918323516647088,0.0,0.0,0.00034500000000000004,0.0,0.00034500000000000004,0.0,0.00034500000000000004,0.0,0.00034500000000000004,0.0,0.000921,0.0,2.951923,3.157988,2.417196,2.336812,3.249787,4.70362,3.4252860000000003,4.621476,1.607344,5.703942,1.683328,2.326244,1.16759,1.478542,2.209932,3.759186,2.132438,3.3051199999999996,0.7720020000000001,4.693998000000001
40,2,96,33278,33278,33278,33278,26749,26749,26749,26749,0,0,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.0004539470697029753,0.00010588413249041232,66101,66110,66101,66110,66101,66110,66101,66110,66087,66110,66117,66117,66117,66117,66117,66117,66117,66117,66117,66117,395,397,376,406,395,397,376,406,383,392,False,False,False,False,False,False,False,False,False,False,0.915439629757935,0.9428451228756882,0.9078670592911874,0.9292926257308344,0.9218288533806187,0.9499420538730441,0.912557478750138,0.9462409809358764,0.0,0.0,0.000242,0.000106,0.000242,0.000106,0.000242,0.000106,0.000242,0.000106,0.000454,0.000106,2.0912759999999997,3.005011,1.873607,2.007168,2.719131,4.047898,2.868921,3.44642,1.012421,5.621683,1.563358,2.250139,1.111847,1.476688,2.075226,3.267642,2.086842,2.6939830000000002,0.531203,5.100613
40,2,101,38451,38451,38451,38451,37021,37021,37021,37021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999739929,0.9999999999739929,0.9999999999739929,0.9999999999739929,0.9999999999729883,0.9999999999729883,0.9999999999729883,0.9999999999729883,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.037882,0.036682,0.029535000000000002,0.047807,0.046805,0.066353,0.048261,0.073637,0.0011539999999999999,0.06468600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,106,39390,39390,39390,39390,38988,38988,38988,38988,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999746129,0.9999999999746129,0.9999999999746129,0.9999999999746129,0.9999999999743511,0.9999999999743511,0.9999999999743511,0.9999999999743511,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.065722,0.058789999999999995,0.036955,0.05834299999999999,0.062232,0.067199,0.046868,0.07280199999999999,0.0009689999999999999,0.083807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,111,38629,38629,38629,38629,36565,36565,36565,36565,0,0,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0046451757305545245,0.0030172654617995945,17887,17897,17887,17897,17887,17897,17887,17897,17868,17897,17951,17951,17951,17951,17951,17951,17951,17951,17951,17951,336,337,323,333,348,323,323,333,325,322,False,False,False,False,False,False,False,False,False,False,0.8815138885065232,0.8923347743691958,0.8803230733158942,0.8932149421187912,0.8955285108465602,0.906194448218072,0.8945439627814975,0.9071516477257718,0.0,0.0,0.003578,0.003017,0.003578,0.003017,0.003578,0.003017,0.003578,0.003017,0.004645000000000001,0.003017,2.535727,3.030967,1.408898,2.4562630000000003,3.525735,3.8772919999999997,2.268709,3.6436699999999997,1.610396,4.264983,1.37865,1.8865939999999999,0.694244,1.350356,2.6915169999999997,2.7968990000000002,1.42137,2.5201919999999998,0.564934,3.507705
40,2,116,32520,32520,32520,32520,29092,29092,29092,29092,0,0,0.00516625232863337,0.004619923905342059,0.00516625232863337,0.00352904676819629,0.00516625232863337,0.004619923905342059,0.00516625232863337,0.00352904676819629,0.005595927406211508,0.00352904676819629,25744,25758,25744,25786,25744,25758,25744,25786,25733,25786,25877,25877,25877,25877,25877,25877,25877,25877,25877,25877,348,304,303,307,348,304,303,307,330,331,False,False,False,False,False,False,False,False,False,False,0.7835485854617605,0.8010455104304721,0.7892681426571566,0.7382841328186259,0.8097415096655527,0.8271002337128042,0.8168568678393766,0.8418121820142371,0.0,0.0,0.005166,0.00462,0.005166,0.003529,0.005166,0.00462,0.005166,0.003529,0.005596,0.003529,2.492616,2.072419,1.965389,1.999903,3.634939,3.5171019999999995,2.906586,2.599708,1.717854,5.493188,1.267639,1.260256,0.710344,0.810679,2.376219,2.619425,1.645946,1.632717,0.519668,4.231766
40,2,121,33122,33122,33122,33122,26578,26578,26578,26578,0,0,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.000542770299525034,0.00018602632269582736,64491,64507,64491,64507,64491,64507,64491,64507,64484,64507,64519,64519,64519,64519,64519,64519,64519,64519,64519,64519,376,354,362,371,376,354,362,371,381,367,False,False,False,False,False,False,False,False,False,False,0.8928808646551271,0.9405531066680589,0.8922468449703446,0.9357224804982874,0.9063511174314715,0.9559410038017931,0.9035668597748676,0.9535706222833332,0.0,0.0,0.000434,0.00018600000000000002,0.000434,0.00018600000000000002,0.000434,0.00018600000000000002,0.000434,0.00018600000000000002,0.000543,0.00018600000000000002,1.595159,2.803178,2.027934,2.379781,2.603207,2.85815,2.880976,2.821972,1.534022,5.785547,1.0889360000000001,1.987645,1.131614,1.4758440000000002,2.0552799999999998,2.099286,2.042958,2.0453099999999997,0.741924,4.941413
