NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
wt040_006,1.891513,1.827504,1.253194,1.253196,0.529349,0.0446,0.896428,0.002839,3875,3886,0.002839,225,28/8/2019,4,1,0.8,5,40,2,23867,7365
wt040_006,2.11918,2.094517,1.492523,1.492528,0.530089,0.068323,1.170145,0.002839,3875,3886,0.002839,198,28/8/2019,4,1,0.8,6,40,2,23867,7375
wt040_006,1.873717,1.815916,1.222768,1.22277,0.530591,0.061933,0.787371,0.002839,3875,3886,0.002839,260,28/8/2019,4,1,0.8,7,40,2,23867,7375
wt040_006,1.935221,1.893639,1.306194,1.306198,0.527211,0.057117,0.973048,0.002839,3875,3886,0.002839,208,28/8/2019,4,1,0.8,8,40,2,23867,7378
wt040_006,0.750029,0.725013,0.231667,0.231672,0.486884,0,0.06359,0.002839,3875,3886,0.002839,220,28/8/2019,4,1,0.8,9,40,2,0,0
wt040_006,3.287449,3.254814,2.696768,2.696772,0.488422,0,2.434539,0.002839,3875,3886,0.002839,223,28/8/2019,4,1,0.8,10,40,2,0,0
wt040_006,1.003981,0.971948,0.116713,0.116719,0.825572,0.025351,0.05281,0.000843,2372,2374,0.000843,68,28/8/2019,4,1,0.8,1,40,4,15501,2720
wt040_006,1.068742,1.04458,0.192297,0.192302,0.822562,0.02556,0.123581,0.000843,2372,2374,0.000843,75,28/8/2019,4,1,0.8,2,40,4,15501,2527
wt040_006,0.988971,0.94442,0.097686,0.097691,0.813534,0.028923,0.031857,0.000843,2372,2374,0.000843,70,28/8/2019,4,1,0.8,3,40,4,15501,2549
wt040_006,1.023519,1.001489,0.14725,0.147254,0.827689,0.02546,0.077427,0.000843,2372,2374,0.000843,75,28/8/2019,4,1,0.8,4,40,4,15501,2695
wt040_006,1.127189,1.111425,0.230344,0.230349,0.838385,0.041634,0.147719,0.000843,2372,2374,0.000843,68,28/8/2019,4,1,0.8,5,40,4,12650,2635
wt040_006,1.242025,1.227688,0.345521,0.345526,0.837022,0.040962,0.255553,0.000843,2372,2374,0.000843,75,28/8/2019,4,1,0.8,6,40,4,12650,2555
wt040_006,1.121357,1.110529,0.227005,0.22701,0.84042,0.042195,0.142777,0.000843,2372,2374,0.000843,70,28/8/2019,4,1,0.8,7,40,4,12650,2461
wt040_006,1.198173,1.175619,0.29507,0.295075,0.842139,0.037683,0.207677,0.000843,2372,2374,0.000843,75,28/8/2019,4,1,0.8,8,40,4,12650,2555
wt040_006,0.861113,0.837336,0.053204,0.053209,0.777035,0,0.013049,0.000843,2372,2374,0.000843,67,28/8/2019,4,1,0.8,9,40,4,0,0
wt040_006,1.405762,1.369599,0.577467,0.577472,0.757218,0,0.52257,0.000843,2372,2374,0.000843,69,28/8/2019,4,1,0.8,10,40,4,0,0
wt040_011,1.258231,1.230269,0.63304,0.633045,0.554471,0.039328,0.322731,0.002606,9592,9617,0.002606,223,28/8/2019,4,1,0.8,1,40,2,27102,5997
wt040_011,1.709915,1.647363,1.056323,1.056329,0.551633,0.036086,0.686761,0.002606,9592,9617,0.002606,241,28/8/2019,4,1,0.8,2,40,2,27102,5805
wt040_011,1.080053,1.043427,0.504794,0.5048,0.503789,0.031729,0.181789,0.002606,9592,9617,0.002606,237,28/8/2019,4,1,0.8,3,40,2,27102,5871
wt040_011,1.172082,1.132129,0.572884,0.572893,0.512808,0.043978,0.296077,0.002606,9592,9617,0.002606,212,28/8/2019,4,1,0.8,4,40,2,27102,5819
wt040_011,1.769087,1.728545,1.112311,1.112318,0.560277,0.052247,0.765039,0.002606,9592,9617,0.002606,223,28/8/2019,4,1,0.8,5,40,2,20638,4912
wt040_011,2.266962,2.221186,1.611448,1.611451,0.554679,0.055048,1.203867,0.002606,9592,9617,0.002606,241,28/8/2019,4,1,0.8,6,40,2,20638,4824
wt040_011,1.732582,1.685547,1.06509,1.065093,0.562497,0.057363,0.681657,0.002606,9592,9617,0.002606,237,28/8/2019,4,1,0.8,7,40,2,20638,4868
wt040_011,1.777842,1.742632,1.17267,1.172673,0.521962,0.047692,0.863332,0.002606,9592,9617,0.002606,212,28/8/2019,4,1,0.8,8,40,2,20638,4819
wt040_011,0.901502,0.877275,0.314007,0.314012,0.557048,0,0.07511,0.002606,9592,9617,0.002606,266,28/8/2019,4,1,0.8,9,40,2,0,0
wt040_011,3.291815,3.265286,2.691151,2.691155,0.491234,0,2.433293,0.002606,9592,9617,0.002606,216,28/8/2019,4,1,0.8,10,40,2,0,0
wt040_011,0.950349,0.917856,0.201015,0.201018,0.698956,0.017498,0.094599,0.000349,5735,5737,0.000349,109,28/8/2019,4,1,0.8,1,40,4,15020,2031
wt040_011,1.060965,1.03152,0.307133,0.307139,0.695986,0.024432,0.184664,0.000349,5735,5737,0.000349,112,28/8/2019,4,1,0.8,2,40,4,15020,2048
wt040_011,0.908809,0.879038,0.143035,0.143041,0.706821,0.028645,0.043212,0.000349,5735,5737,0.000349,95,28/8/2019,4,1,0.8,3,40,4,15020,2071
wt040_011,1.057899,1.012752,0.217775,0.217781,0.759123,0.031288,0.105271,0.000349,5735,5737,0.000349,103,28/8/2019,4,1,0.8,4,40,4,15020,2079
wt040_011,1.111696,1.076959,0.36467,0.364675,0.691314,0.019841,0.243336,0.000349,5735,5737,0.000349,109,28/8/2019,4,1,0.8,5,40,4,11628,1925
wt040_011,1.351051,1.301694,0.500781,0.500785,0.76895,0.027803,0.358347,0.000349,5735,5737,0.000349,112,28/8/2019,4,1,0.8,6,40,4,11628,1937
wt040_011,1.161777,1.135783,0.319434,0.319439,0.783741,0.03183,0.193861,0.000349,5735,5737,0.000349,95,28/8/2019,4,1,0.8,7,40,4,11628,1939
wt040_011,1.153834,1.12146,0.400267,0.400271,0.68345,0.033813,0.278017,0.000349,5735,5737,0.000349,103,28/8/2019,4,1,0.8,8,40,4,11628,1943
wt040_011,0.921775,0.891952,0.117481,0.117485,0.770395,0,0.021321,0.000349,5735,5737,0.000349,111,28/8/2019,4,1,0.8,9,40,4,0,0
wt040_011,1.677108,1.645893,0.820953,0.820956,0.778597,0,0.725122,0.000349,5735,5737,0.000349,101,28/8/2019,4,1,0.8,10,40,4,0,0
wt040_016,1.846115,1.767193,0.999818,0.999822,0.731753,0.03497,0.491687,0.002169,38273,38356,0.002169,319,28/8/2019,4,1,0.8,1,40,2,28437,5558
wt040_016,2.499818,2.439483,1.560479,1.560483,0.838424,0.039763,1.002496,0.002169,38273,38356,0.002169,314,28/8/2019,4,1,0.8,2,40,2,28437,5505
wt040_016,1.592371,1.532692,0.778543,0.778549,0.73201,0.018511,0.271327,0.002169,38273,38356,0.002169,308,28/8/2019,4,1,0.8,3,40,2,28437,5592
wt040_016,1.873459,1.783302,1.00558,1.005586,0.737344,0.036548,0.493453,0.002169,38273,38356,0.002169,312,28/8/2019,4,1,0.8,4,40,2,28437,5536
wt040_016,2.788565,2.738354,1.823978,1.823984,0.86168,0.051807,1.215042,0.002169,38273,38356,0.002169,319,28/8/2019,4,1,0.8,5,40,2,21283,4187
wt040_016,3.163158,3.092648,2.278485,2.278489,0.757286,0.052909,1.717938,0.002169,38273,38356,0.002169,314,28/8/2019,4,1,0.8,6,40,2,21283,4151
wt040_016,2.482217,2.430847,1.50575,1.505756,0.862943,0.061298,0.931551,0.002169,38273,38356,0.002169,308,28/8/2019,4,1,0.8,7,40,2,21283,4214
wt040_016,2.762547,2.696416,1.887854,1.887859,0.754095,0.050376,1.329793,0.002169,38273,38356,0.002169,312,28/8/2019,4,1,0.8,8,40,2,21283,4150
wt040_016,1.456415,1.415589,0.552874,0.552879,0.858278,0,0.092431,0.002273,38269,38356,0.002273,322,28/8/2019,4,1,0.8,9,40,2,0,0
wt040_016,4.927309,4.787432,3.902243,3.902247,0.799583,0,3.415526,0.002038,38278,38356,0.002038,305,28/8/2019,4,1,0.8,10,40,2,0,0
wt040_016,1.5449,1.481608,0.179228,0.179234,1.282277,0.013823,0.104193,0.000838,21479,21497,0.000838,86,28/8/2019,4,1,0.8,1,40,4,16427,2062
wt040_016,1.678166,1.61995,0.289615,0.289623,1.294247,0.030226,0.21653,0.000698,21482,21497,0.000698,77,28/8/2019,4,1,0.8,2,40,4,16427,1894
wt040_016,1.518298,1.440992,0.131281,0.131287,1.274764,0.028531,0.054327,0.000838,21479,21497,0.000838,83,28/8/2019,4,1,0.8,3,40,4,16427,2065
wt040_016,1.6458,1.57244,0.19261,0.192615,1.348354,0.025219,0.113632,0.000698,21482,21497,0.000698,85,28/8/2019,4,1,0.8,4,40,4,16427,1933
wt040_016,1.723491,1.644209,0.32229,0.322296,1.2861,0.030239,0.233651,0.000838,21479,21497,0.000838,86,28/8/2019,4,1,0.8,5,40,4,12584,1364
wt040_016,1.908217,1.827199,0.430902,0.430909,1.363891,0.029457,0.343716,0.000698,21482,21497,0.000698,77,28/8/2019,4,1,0.8,6,40,4,12584,1276
wt040_016,1.677782,1.592573,0.286376,0.286383,1.272347,0.031249,0.194497,0.000838,21479,21497,0.000838,83,28/8/2019,4,1,0.8,7,40,4,12584,1371
wt040_016,1.877466,1.780883,0.405082,0.405089,1.348056,0.024636,0.3112,0.000698,21482,21497,0.000698,85,28/8/2019,4,1,0.8,8,40,4,12584,1277
wt040_016,1.442827,1.419168,0.079398,0.079404,1.330821,0,0.016597,0.000838,21479,21497,0.000838,83,28/8/2019,4,1,0.8,9,40,4,0,0
wt040_016,2.11857,2.078818,0.708574,0.70858,1.320056,0,0.653464,0.000698,21482,21497,0.000698,77,28/8/2019,4,1,0.8,10,40,4,0,0
wt040_021,2.326203,2.193941,1.322851,1.322857,0.843184,0.023302,0.487643,0,41048,41048,0,411,28/8/2019,4,1,0.8,1,40,2,21522,0
wt040_021,2.68235,2.603723,1.779788,1.779793,0.797938,0.025125,1.004793,0,41048,41048,0,401,28/8/2019,4,1,0.8,2,40,2,21522,0
wt040_021,2.108067,2.053157,1.166945,1.166952,0.852363,0.029194,0.294804,0,41048,41048,0,410,28/8/2019,4,1,0.8,3,40,2,21522,0
wt040_021,2.328174,2.272984,1.430306,1.430311,0.80952,0.032208,0.560559,0,41048,41048,0,425,28/8/2019,4,1,0.8,4,40,2,21522,102
wt040_021,2.909529,2.830067,1.98585,1.985854,0.798359,0.04146,1.144425,0,41048,41048,0,410,28/8/2019,4,1,0.8,5,40,2,12993,0
wt040_021,2.865294,2.807257,1.940323,1.940328,0.818995,0.043659,1.314154,0,41048,41048,0,317,28/8/2019,4,1,0.8,6,40,2,12993,684
wt040_021,2.683555,2.642913,1.783598,1.783605,0.814251,0.040366,0.954497,0,41048,41048,0,410,28/8/2019,4,1,0.8,7,40,2,12993,0
wt040_021,2.348067,2.275551,1.749106,1.74911,0.506917,0.018496,1.08733,0,41048,41048,0,425,28/8/2019,4,1,0.8,8,40,2,12993,292
wt040_021,1.924247,1.848364,1.039287,1.039291,0.801682,0,0.100722,4.9E-05,41046,41048,4.9E-05,439,28/8/2019,4,1,0.8,9,40,2,0,0
wt040_021,4.951969,4.851144,4.005178,4.005181,0.775327,0,3.382217,0,41048,41048,0,342,28/8/2019,4,1,0.8,10,40,2,0,0
wt040_021,0.707447,0.661983,0.145277,0.145282,0.501383,0.010484,0.064425,4.4E-05,22792,22793,4.4E-05,120,28/8/2019,4,1,0.8,1,40,4,13898,567
wt040_021,1.100372,1.047662,0.27273,0.272736,0.754502,0.01866,0.178757,0,22793,22793,0,119,28/8/2019,4,1,0.8,2,40,4,13898,0
wt040_021,0.621355,0.599718,0.124265,0.12427,0.457431,0.013246,0.046614,4.4E-05,22792,22793,4.4E-05,125,28/8/2019,4,1,0.8,3,40,4,13898,564
wt040_021,0.934295,0.895379,0.20701,0.207015,0.66097,0.025112,0.103432,0,22793,22793,0,120,28/8/2019,4,1,0.8,4,40,4,13898,80
wt040_021,1.089476,1.029964,0.255809,0.255813,0.758045,0.012547,0.17045,4.4E-05,22792,22793,4.4E-05,117,28/8/2019,4,1,0.8,5,40,4,10033,166
wt040_021,1.301438,1.245529,0.472417,0.472422,0.746464,0.021826,0.362601,0,22793,22793,0,119,28/8/2019,4,1,0.8,6,40,4,10033,224
wt040_021,0.883045,0.819134,0.256605,0.256611,0.539878,0.018441,0.164557,4.4E-05,22792,22793,4.4E-05,125,28/8/2019,4,1,0.8,7,40,4,10033,185
wt040_021,0.991581,0.942559,0.396082,0.396088,0.521532,0.022906,0.280288,0,22793,22793,0,120,28/8/2019,4,1,0.8,8,40,4,10033,234
wt040_021,0.922066,0.902435,0.130266,0.13027,0.767602,0,0.020423,4.4E-05,22792,22793,4.4E-05,132,28/8/2019,4,1,0.8,9,40,4,0,0
wt040_021,1.67815,1.63543,0.861073,0.861076,0.740565,0,0.765985,0,22793,22793,0,119,28/8/2019,4,1,0.8,10,40,4,0,0
wt040_026,0.638397,0.591671,0.335874,0.335876,0.223577,0.031387,0.237254,0.060976,82,87,0.060976,116,28/8/2019,4,1,0.8,1,40,2,34385,19001
wt040_026,0.957355,0.943646,0.620717,0.62072,0.254513,0.068236,0.498998,0.060976,82,87,0.060976,107,28/8/2019,4,1,0.8,2,40,2,34385,18101
wt040_026,0.429881,0.414945,0.200628,0.200633,0.17282,0.038597,0.112666,0.060976,82,87,0.060976,113,28/8/2019,4,1,0.8,3,40,2,34385,18121
wt040_026,0.722357,0.683432,0.388953,0.388959,0.245098,0.046491,0.259718,0.060976,82,87,0.060976,108,28/8/2019,4,1,0.8,4,40,2,34385,18985
wt040_026,1.245342,1.211207,0.889708,0.889712,0.23772,0.083019,0.693777,0.060976,82,87,0.060976,113,28/8/2019,4,1,0.8,5,40,2,28561,18868
wt040_026,1.298697,1.265192,1.02159,1.021594,0.180253,0.062895,0.830938,0.060976,82,87,0.060976,110,28/8/2019,4,1,0.8,6,40,2,28561,17986
wt040_026,1.035153,1.003282,0.675561,0.675567,0.248042,0.076182,0.491758,0.060976,82,87,0.060976,113,28/8/2019,4,1,0.8,7,40,2,28561,17990
wt040_026,1.156945,1.130077,0.813391,0.813394,0.248059,0.068412,0.628253,0.060976,82,87,0.060976,108,28/8/2019,4,1,0.8,8,40,2,28561,18834
wt040_026,0.336987,0.325973,0.081265,0.08127,0.242007,0,0.03526,0.060976,82,87,0.060976,113,28/8/2019,4,1,0.8,9,40,2,0,0
wt040_026,1.92279,1.894986,1.547375,1.547381,0.251717,0,1.471541,0.060976,82,87,0.060976,104,28/8/2019,4,1,0.8,10,40,2,0,0
wt040_026,0.415396,0.395841,0.084773,0.084778,0.292476,0.016041,0.052445,0,88,88,0,56,28/8/2019,4,1,0.8,1,40,4,17163,0
wt040_026,0.460981,0.440561,0.121945,0.121951,0.298272,0.019804,0.08668,0,88,88,0,56,28/8/2019,4,1,0.8,2,40,4,17163,0
wt040_026,0.523444,0.49186,0.077158,0.077163,0.386236,0.02454,0.037244,0,88,88,0,53,28/8/2019,4,1,0.8,3,40,4,17163,0
wt040_026,0.413791,0.404089,0.081268,0.081272,0.296208,0.025827,0.052385,0,88,88,0,49,28/8/2019,4,1,0.8,4,40,4,17163,1
wt040_026,0.686682,0.667797,0.234331,0.234336,0.394383,0.035358,0.186016,0,88,88,0,50,28/8/2019,4,1,0.8,5,40,4,15005,0
wt040_026,0.632216,0.600738,0.304205,0.304211,0.276184,0.016947,0.216322,0,88,88,0,62,28/8/2019,4,1,0.8,6,40,4,15005,7957
wt040_026,0.666039,0.647565,0.197225,0.197228,0.417267,0.032578,0.143612,0,88,88,0,53,28/8/2019,4,1,0.8,7,40,4,15005,0
wt040_026,0.59582,0.584513,0.232156,0.232161,0.320437,0.029258,0.157684,0,88,88,0,49,28/8/2019,4,1,0.8,8,40,4,15005,7957
wt040_026,0.4581,0.446559,0.03633,0.036334,0.406912,0,0.011796,0,88,88,0,53,28/8/2019,4,1,0.8,9,40,4,0,0
wt040_026,1.061823,1.032721,0.583734,0.583738,0.40658,0,0.535052,0,88,88,0,63,28/8/2019,4,1,0.8,10,40,4,0,0
wt040_031,1.457959,1.366268,0.690681,0.690687,0.617137,0.055132,0.461313,0.014369,3758,3812,0.014369,219,28/8/2019,4,1,0.8,1,40,2,35137,11871
wt040_031,2.033778,1.98288,1.282961,1.282964,0.64997,0.049305,0.965698,0.014369,3758,3812,0.014369,228,28/8/2019,4,1,0.8,2,40,2,35137,11503
wt040_031,1.228087,1.194737,0.502943,0.502946,0.634571,0.056906,0.246128,0.014369,3758,3812,0.014369,209,28/8/2019,4,1,0.8,3,40,2,35137,10978
wt040_031,1.099673,1.082767,0.573953,0.573959,0.467755,0.037896,0.343347,0.014369,3758,3812,0.014369,224,28/8/2019,4,1,0.8,4,40,2,35137,10999
wt040_031,2.364569,2.322897,1.57747,1.577475,0.673078,0.068964,1.259866,0.014369,3758,3812,0.014369,219,28/8/2019,4,1,0.8,5,40,2,29174,11019
wt040_031,2.685681,2.639224,1.904457,1.90446,0.666755,0.067389,1.574926,0.014369,3758,3812,0.014369,211,28/8/2019,4,1,0.8,6,40,2,29174,9706
wt040_031,1.412603,1.375253,0.859427,0.859431,0.461265,0.054426,0.631522,0.014369,3758,3812,0.014369,209,28/8/2019,4,1,0.8,7,40,2,29174,10100
wt040_031,1.936479,1.862128,1.323289,1.323292,0.470288,0.068201,1.027487,0.014369,3758,3812,0.014369,224,28/8/2019,4,1,0.8,8,40,2,29174,10100
wt040_031,0.886971,0.880922,0.237141,0.237145,0.6375,0,0.068021,0.016262,3751,3812,0.016262,215,28/8/2019,4,1,0.8,9,40,2,0,0
wt040_031,3.899442,3.850811,3.107558,3.107562,0.650296,0,2.858331,0.014369,3758,3812,0.014369,214,28/8/2019,4,1,0.8,10,40,2,0,0
wt040_031,0.952548,0.907786,0.192481,0.192486,0.678986,0.035567,0.113718,0.014853,2491,2528,0.014853,94,28/8/2019,4,1,0.8,1,40,4,18217,4575
wt040_031,0.835058,0.802812,0.195475,0.195479,0.593346,0.011537,0.13474,0.012821,2496,2528,0.012821,90,28/8/2019,4,1,0.8,2,40,4,18217,4432
wt040_031,0.892105,0.859357,0.127935,0.12794,0.698311,0.032757,0.053776,0.014853,2491,2528,0.014853,94,28/8/2019,4,1,0.8,3,40,4,18217,4575
wt040_031,0.825442,0.796597,0.195561,0.195566,0.572624,0.024739,0.11253,0.012821,2496,2528,0.012821,85,28/8/2019,4,1,0.8,4,40,4,18217,4463
wt040_031,1.201205,1.178249,0.372016,0.372023,0.764899,0.040132,0.266177,0.014853,2491,2528,0.014853,94,28/8/2019,4,1,0.8,5,40,4,15300,3869
wt040_031,1.249381,1.224406,0.449057,0.449062,0.733937,0.041094,0.343466,0.012821,2496,2528,0.012821,90,28/8/2019,4,1,0.8,6,40,4,15300,3829
wt040_031,1.107133,1.078933,0.308127,0.308131,0.724116,0.043064,0.204089,0.014853,2491,2528,0.014853,94,28/8/2019,4,1,0.8,7,40,4,15300,3869
wt040_031,1.198429,1.153493,0.383436,0.383441,0.73569,0.030222,0.284486,0.012821,2496,2528,0.012821,85,28/8/2019,4,1,0.8,8,40,4,15300,3829
wt040_031,0.8476,0.825428,0.080305,0.080308,0.737358,0,0.019695,0.016077,2488,2528,0.016077,98,28/8/2019,4,1,0.8,9,40,4,0,0
wt040_031,1.162571,1.136394,0.513213,0.513217,0.592267,0,0.473331,0.012821,2496,2528,0.012821,77,28/8/2019,4,1,0.8,10,40,4,0,0
wt040_036,2.421484,2.364472,0.957102,0.957109,1.364599,0.042248,0.565618,0.004783,10662,10713,0.004783,267,28/8/2019,4,1,0.8,1,40,2,31908,5398
wt040_036,2.799734,2.730216,1.327086,1.327092,1.358294,0.040389,0.941145,0.004783,10662,10713,0.004783,253,28/8/2019,4,1,0.8,2,40,2,31908,5426
wt040_036,1.546774,1.499522,0.533023,0.533026,0.933846,0.032332,0.255441,0.004783,10662,10713,0.004783,262,28/8/2019,4,1,0.8,3,40,2,31908,5358
wt040_036,2.382259,2.322589,0.931583,0.93159,1.348751,0.037992,0.490113,0.004783,10662,10713,0.004783,258,28/8/2019,4,1,0.8,4,40,2,31908,5416
wt040_036,3.015047,2.943082,1.74964,1.749645,1.145386,0.043864,1.30858,0.004783,10662,10713,0.004783,267,28/8/2019,4,1,0.8,5,40,2,27431,4174
wt040_036,3.497329,3.445426,2.007868,2.007875,1.369227,0.06403,1.569172,0.004783,10662,10713,0.004783,253,28/8/2019,4,1,0.8,6,40,2,27431,4221
wt040_036,2.779681,2.708959,1.31784,1.317847,1.32569,0.06071,0.902034,0.004783,10662,10713,0.004783,262,28/8/2019,4,1,0.8,7,40,2,27431,4130
wt040_036,3.11966,3.080264,1.617593,1.617599,1.399875,0.057905,1.154639,0.004783,10662,10713,0.004783,258,28/8/2019,4,1,0.8,8,40,2,27431,4175
wt040_036,1.829821,1.781517,0.420588,0.420594,1.356598,0,0.076386,0.00516,10658,10713,0.00516,277,28/8/2019,4,1,0.8,9,40,2,0,0
wt040_036,4.975744,4.900436,3.440818,3.440821,1.384559,0,3.050899,0.004783,10662,10713,0.004783,252,28/8/2019,4,1,0.8,10,40,2,0,0
wt040_036,1.346362,1.279798,0.255225,0.255231,1.002558,0.020578,0.158952,0.012122,6352,6429,0.012122,121,28/8/2019,4,1,0.8,1,40,4,17852,4377
wt040_036,1.024041,0.974963,0.266344,0.266349,0.682453,0.022992,0.187889,0.011644,6355,6429,0.011644,123,28/8/2019,4,1,0.8,2,40,4,17852,4214
wt040_036,1.391877,1.339918,0.182014,0.182019,1.129339,0.024061,0.079508,0.012122,6352,6429,0.012122,123,28/8/2019,4,1,0.8,3,40,4,17852,4373
wt040_036,1.420462,1.380253,0.216407,0.216412,1.133256,0.025488,0.123291,0.011644,6355,6429,0.011644,123,28/8/2019,4,1,0.8,4,40,4,17852,4353
wt040_036,1.615823,1.586519,0.475759,0.475765,1.072852,0.033171,0.353974,0.012122,6352,6429,0.012122,121,28/8/2019,4,1,0.8,5,40,4,15057,3221
wt040_036,1.187886,1.168327,0.407714,0.407716,0.730927,0.029525,0.311079,0.011644,6355,6429,0.011644,123,28/8/2019,4,1,0.8,6,40,4,15057,3112
wt040_036,1.138828,1.106045,0.347058,0.347064,0.746088,0.012043,0.233504,0.012122,6352,6429,0.012122,123,28/8/2019,4,1,0.8,7,40,4,15057,3223
wt040_036,1.645622,1.603024,0.493682,0.493688,1.075828,0.032424,0.364553,0.011644,6355,6429,0.011644,123,28/8/2019,4,1,0.8,8,40,4,15057,3206
wt040_036,1.217653,1.186824,0.106461,0.106465,1.075535,0,0.021964,0.012122,6352,6429,0.012122,128,28/8/2019,4,1,0.8,9,40,4,0,0
wt040_036,1.480409,1.448065,0.679877,0.67988,0.737527,0,0.61334,0.011644,6355,6429,0.011644,110,28/8/2019,4,1,0.8,10,40,4,0,0
wt040_041,2.899014,2.81717,1.8949,1.894906,0.876262,0.042236,0.934469,0.000227,30798,30805,0.000227,452,28/8/2019,4,1,0.8,1,40,2,31152,2504
wt040_041,3.436141,3.370732,2.438016,2.438022,0.88927,0.042596,1.542891,0.000227,30798,30805,0.000227,432,28/8/2019,4,1,0.8,2,40,2,31152,2341
wt040_041,1.895508,1.840479,1.107344,1.107351,0.703156,0.029279,0.408763,0.000227,30798,30805,0.000227,441,28/8/2019,4,1,0.8,3,40,2,31152,2587
