NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status
wt040_021,40,4,32.96509279310703,32.809094,0.7305849999999978,0.718986000000001,0.7189890000000005,32.018738,0.05156800000000317,0.15784599999995663,0.009577000000000169,0,22793,22793,0,22793,22793,232,232,0,21/06/10,15000,1,0.8,4,13379,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_051,40,4,0.11694499757140875,0.093528,0.019386,0.014808000000000002,0.01481099999999999,0.0006899999999999996,0.071059,0.014727999999999991,0.010829000000000005,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,18529,0,5,0.2,true,0,0,0,0,0,110,0,0
wt040_016,40,4,33.179702010937035,32.924254000000005,2.758397000000002,1.8031189999999846,0.5557669999999995,30.112457,0.04542299999999955,0.3756679999998944,0.07843899999998172,0,21493,21493,0.00041891640288498804,21493,21484,1279,288,3,21/06/10,15000,1,0.8,4,17032,1412,20,0.2,true,0,0,0,0,0,110,0,0
wt040_051,40,4,0.08486882597208023,0.07134700000000001,0.014217999999999995,0.010870999999999992,0.010873999999999995,0.0004060000000000001,0.055878,0.010788999999999993,0.007619000000000001,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,18529,0,15,0.2,true,0,0,0,0,0,110,0,0
wt040_051,40,4,0.14371389895677567,0.12395799999999998,0.022710999999999995,0.015366999999999992,0.015369999999999995,0.025926999999999995,0.07146,0.014650999999999997,0.011010000000000006,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,18529,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_006,40,4,33.34962389152497,33.253654999999995,0.5047739999999976,0.46298800000000284,0.405343000000002,32.696928,0.045352999999998644,0.15863600000005817,0.025654000000002952,0,2374,2374,0.0008431703200492537,2374,2372,313,265,1,21/06/10,15000,1,0.8,4,15247,3279,10,0.2,true,0,0,0,0,0,110,0,0
wt040_051,40,4,0.12672112882137299,0.105974,0.02195599999999999,0.017332,0.017336000000000004,0.001009000000000003,0.078963,0.017227000000000006,0.012761999999999996,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,18529,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_011,40,4,34.75720761716366,34.633081999999995,0.8055090000000007,0.7301660000000112,0.693444999999997,33.762952,0.06040800000000246,0.2330890000000565,0.031765000000014254,0,5737,5737,0.000348735832545992,5737,5735,317,303,1,21/06/10,15000,1,0.8,4,15629,2488,5,0.2,true,0,0,0,0,0,110,0,0
wt040_006,40,4,34.87952400650829,34.735691,0.9635309999999961,0.8238510000000048,0.4324939999999984,33.720029000000004,0.047637000000001706,0.2453230000000275,0.06797600000000159,0,2374,2374,0.0008431703200492537,2374,2372,513,273,2,21/06/10,15000,1,0.8,4,15247,3106,20,0.2,true,0,0,0,0,0,110,0,0
wt040_006,40,4,35.32071365788579,35.172391,2.2987329999999986,1.8949759999999927,0.3782289999999975,32.819764,0.04578099999999807,0.54782500000006,0.23820600000002656,0,2374,2374,0.0008431703200492537,2374,2372,1145,250,3,21/06/10,15000,1,0.8,4,15247,3142,5,0.2,true,0,0,0,0,0,110,0,0
wt040_021,40,4,37.15346752665937,36.977365,0.6442920000000001,0.6323760000000007,0.6323790000000002,36.279875999999994,0.04416700000000162,0.13709600000000677,0.007128999999999053,0,22793,22793,0,22793,22793,226,226,0,21/06/10,15000,1,0.8,4,13379,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_001,40,4,37.73652209248394,37.581444,0.4752460000000056,0.4049479999999903,0.374405000000003,37.058507,0.043337999999998544,0.1535460000000768,0.042950999999995076,0,439,439,0.002283105017618482,439,438,256,241,1,21/06/10,15000,1,0.8,4,14910,6566,5,0.2,true,0,0,0,0,0,110,0,0
wt040_006,40,4,39.80284820590168,39.678676,0.7627760000000023,0.6577130000000011,0.40462300000000084,38.867329,0.04417399999999816,0.1931430000000347,0.04515000000001379,0,2374,2374,0.0008431703200492537,2374,2372,441,271,1,21/06/10,15000,1,0.8,4,15247,3183,15,0.2,true,0,0,0,0,0,110,0,0
wt040_011,40,4,39.99838012550026,39.858101000000005,0.4852739999999969,0.4415990000000036,0.3929430000000025,39.316281,0.05034299999999803,0.14615299999997688,0.02330500000000768,0,5737,5737,0.000348735832545992,5737,5735,305,255,1,21/06/10,15000,1,0.8,4,15629,2532,20,0.2,true,0,0,0,0,0,110,0,0
wt040_016,40,4,43.07550785597414,42.70729,4.740791999999999,2.990845999999955,0.5937159999999935,37.914978,0.04752200000000073,0.6330609999996781,0.1838729999999842,0,21493,21493,0.00041891640288498804,21493,21484,2294,295,7,21/06/10,15000,1,0.8,4,17032,1343,10,0.2,true,0,0,0,0,0,110,0,0
wt040_011,40,4,45.722512849606574,45.566654,0.7382500000000007,0.6630250000000046,0.6116239999999991,44.752323,0.0642520000000033,0.22053200000001993,0.03321499999999844,0,5737,5737,0.000348735832545992,5737,5735,292,269,1,21/06/10,15000,1,0.8,4,15629,2573,15,0.2,true,0,0,0,0,0,110,0,0
wt040_031,40,4,48.30157814268023,48.106021000000005,2.217807999999998,1.8107249999999908,0.7636079999999978,45.795215000000006,0.08841199999999816,0.6013519999999701,0.18284099999999626,0,2525,2525,0.01161858973893486,2525,2496,623,261,3,21/06/10,15000,1,0.8,4,18383,5210,10,0.2,true,0,0,0,0,0,110,0,0
wt040_031,40,4,48.540556732565165,48.171707,10.388918999999994,8.211638000000008,0.5483959999999968,37.713797,0.06378199999999623,2.4110859999999903,1.310830999999979,0,2525,2525,0.01161858973893486,2525,2496,2752,288,4,21/06/10,15000,1,0.8,4,18383,5333,15,0.2,true,0,0,0,0,0,110,0,0
wt040_016,40,4,49.63642262201756,48.166141,21.148334000000002,12.01366899999999,0.5687139999999999,26.956581,0.05347899999999939,2.52115200000004,0.9421579999999956,0,21493,21493,0.00041891640288498804,21493,21484,8973,293,78,21/06/10,15000,1,0.8,4,17032,1380,5,0.2,true,0,0,0,0,0,110,0,0
wt040_036,40,4,49.67338605504483,49.323948,7.045960000000001,5.33502,0.702064,42.214885,0.058588000000000306,1.1910020000000472,0.5766729999999214,0,6420,6420,0.010228166796187542,6420,6355,2731,276,9,21/06/10,15000,1,0.8,4,18607,3723,5,0.2,true,0,0,0,0,0,110,0,0
wt040_046,40,4,22.31319100316614,22.220665,0.6582310000000007,0.6545430000000003,0.6545470000000009,21.510769,0.046849000000001695,0.16684600000001026,0.004691999999998586,0,19124,19124,0,19124,19124,362,362,0,21/06/10,15000,1,0.8,4,13050,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_076,40,4,0.10876492317765951,0.096285,0.018882999999999997,0.013616000000000003,0.013618000000000005,0.0005730000000000006,0.072608,0.013517000000000001,0.009876999999999997,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,17050,0,5,0.2,true,0,0,0,0,0,110,0,0
wt040_076,40,4,0.10927604790776968,0.105275,0.01850199999999999,0.013478000000000004,0.013481000000000007,0.0010000000000000009,0.077566,0.013368000000000005,0.009752999999999998,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,17050,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_076,40,4,0.10896422248333693,0.093212,0.018833000000000003,0.013901999999999998,0.013906000000000002,0.001009000000000003,0.069443,0.013800000000000007,0.010088000000000014,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,17050,0,15,0.2,true,0,0,0,0,0,110,0,0
wt040_076,40,4,0.10866143275052309,0.097376,0.018274,0.013509999999999994,0.013512999999999997,0.0010039999999999997,0.073962,0.013408000000000003,0.009780000000000011,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,17050,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_031,40,4,53.42350287549198,53.198006,4.1891919999999985,3.337518999999986,0.4557789999999997,48.947592,0.05622600000000233,0.9219610000000529,0.3853629999999839,0,2525,2525,0.01161858973893486,2525,2496,1573,257,5,21/06/10,15000,1,0.8,4,18383,5243,5,0.2,true,0,0,0,0,0,110,0,0
wt040_046,40,4,24.954143156297505,24.851464,0.7432799999999986,0.7382080000000002,0.7382109999999997,24.072111,0.032330000000001746,0.16057400000003597,0.0046509999999990725,0,19124,19124,0,19124,19124,335,335,0,21/06/10,15000,1,0.8,4,13050,0,15,0.2,true,0,0,0,0,0,110,0,0
wt040_041,40,4,34.91852650605142,34.775143,2.2040519999999972,1.8938959999999838,0.9739630000000048,32.503066000000004,0.0637530000000055,0.5019659999999604,0.16214800000000196,0,17685,17685,0.0028921401835719555,17685,17634,907,328,5,21/06/10,15000,1,0.8,4,18174,3860,15,0.2,true,0,0,0,0,0,110,0,0
wt040_046,40,4,32.38534641824663,32.263747,0.7474690000000024,0.742639999999998,0.7426420000000036,31.471823999999998,0.04057099999999991,0.1641860000000399,0.004640999999999451,0,19124,19124,0,19124,19124,348,348,0,21/06/10,15000,1,0.8,4,13050,0,5,0.2,true,0,0,0,0,0,110,0,0
wt040_041,40,4,35.448403937742114,35.261822,1.7178649999999962,1.4782420000000016,0.6376199999999983,33.462643,0.07701699999999789,0.45532499999997356,0.15483700000000056,0,17685,17685,0.0028921401835719555,17685,17634,775,242,4,21/06/10,15000,1,0.8,4,18174,3895,10,0.2,true,0,0,0,0,0,110,0,0
wt040_016,40,4,62.497660488821566,61.999555,6.036901999999998,3.904182999999982,0.902356999999995,55.873237,0.08551800000000043,0.9436580000000916,0.23091000000005124,0,21493,21493,0.00041891640288498804,21493,21484,1915,266,5,21/06/10,15000,1,0.8,4,17032,1447,15,0.2,true,0,0,0,0,0,110,0,0
wt040_046,40,4,30.43302572797984,30.324817,0.6831420000000001,0.6793549999999975,0.6793580000000006,29.596029,0.04036400000000029,0.18278199999997824,0.004798999999998443,0,19124,19124,0,19124,19124,383,383,0,21/06/10,15000,1,0.8,4,13050,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_041,40,4,37.6507516335696,37.490067,1.8514379999999946,1.519049999999993,0.5226730000000046,35.563294,0.06732799999999628,0.41105600000009446,0.1213329999999786,0,17685,17685,0.0028921401835719555,17685,17634,835,249,5,21/06/10,15000,1,0.8,4,18174,3921,20,0.2,true,0,0,0,0,0,110,0,0
wt040_041,40,4,38.3406764594838,38.189043,1.8694369999999978,1.5224490000000017,0.6135799999999989,36.25363,0.057859999999998024,0.39879199999987947,0.09327900000001677,0,17685,17685,0.0028921401835719555,17685,17634,901,320,6,21/06/10,15000,1,0.8,4,18174,3916,5,0.2,true,0,0,0,0,0,110,0,0
wt040_036,40,4,66.6527607543394,66.24446300000001,8.042077999999997,6.196520999999997,1.018656,58.122906,0.07713299999999634,1.5397719999999069,0.8420560000000137,0,6420,6420,0.010228166796187542,6420,6355,2565,270,9,21/06/10,15000,1,0.8,4,18607,3813,10,0.2,true,0,0,0,0,0,110,0,0
wt040_031,40,4,68.07077932171524,67.614007,11.858983000000002,9.635653999999974,0.7381699999999967,55.661968,0.08807399999999888,2.798059999999552,1.414311999999974,0,2525,2525,0.01161858973893486,2525,2496,4166,265,6,21/06/10,15000,1,0.8,4,18383,5071,20,0.2,true,0,0,0,0,0,110,0,0
wt040_066,40,4,31.143277429044247,31.027465,0.990476000000001,0.9498440000000024,0.8021619999999992,29.95854,0.07350200000000129,0.3833870000000701,0.017262000000005884,0,20251,20251,0.00019756013235553118,20251,20247,404,257,1,21/06/10,15000,1,0.8,4,19270,825,5,0.2,true,0,0,0,0,0,110,0,0
wt040_066,40,4,32.77209290396422,32.62854,0.9190540000000027,0.8463820000000055,0.7458249999999964,31.636049,0.07014900000000068,0.40155700000001815,0.01576200000000938,0,20251,20251,0.00019756013235553118,20251,20247,356,258,2,21/06/10,15000,1,0.8,4,19270,866,10,0.2,true,0,0,0,0,0,110,0,0
wt040_071,40,4,27.638405919075012,27.533248,0.7248010000000029,0.7193499999999986,0.7193530000000017,26.752304000000002,0.05307600000000079,0.2133430000000054,0.006326000000001386,0,26740,26740,0,26740,26740,331,331,0,21/06/10,15000,1,0.8,4,16927,0,15,0.2,true,0,0,0,0,0,110,0,0
wt040_071,40,4,32.35666576959193,32.245305,0.8528070000000021,0.8476130000000026,0.8476149999999976,31.327082,0.0613369999999982,0.2122720000000271,0.006431999999996663,0,26740,26740,0,26740,26740,328,328,0,21/06/10,15000,1,0.8,4,16927,0,5,0.2,true,0,0,0,0,0,110,0,0
wt040_036,40,4,58.98063836619258,58.539216,10.267508,7.834731000000005,0.8151070000000047,48.211403000000004,0.05622199999999822,2.4204589999999797,1.3519139999999794,0,6420,6420,0.010228166796187542,6420,6355,3125,256,7,21/06/10,15000,1,0.8,4,18607,3908,20,0.2,true,0,0,0,0,0,110,0,0
wt040_101,40,4,0.12102088704705238,0.11563400000000001,0.021772000000000014,0.016297000000000006,0.016300999999999996,0.000537000000000001,0.089243,0.015442999999999998,0.011149000000000006,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,19349,0,5,0.2,true,0,0,0,0,0,110,0,0
wt040_101,40,4,0.12031996343284845,0.095206,0.02137,0.015918,0.01592199999999999,0.00040500000000000085,0.073239,0.015058999999999989,0.011226,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,19349,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_101,40,4,0.12026345357298851,0.109075,0.02132300000000001,0.015865000000000004,0.015869000000000008,0.0009499999999999995,0.078922,0.015012000000000011,0.011223999999999998,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,19349,0,15,0.2,true,0,0,0,0,0,110,0,0
wt040_101,40,4,0.11959859635680914,0.102559,0.020573999999999995,0.01586,0.015864000000000003,0.0002710000000000004,0.077844,0.015029,0.011117000000000002,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,19349,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_106,40,4,0.13427161239087582,0.12166200000000002,0.023151999999999992,0.01811299999999999,0.018114999999999992,0.0008470000000000005,0.093421,0.018005999999999994,0.013693999999999998,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,21400,0,5,0.2,true,0,0,0,0,0,110,0,0
wt040_106,40,4,0.1556421397253871,0.135156,0.029014000000000012,0.023356000000000016,0.02335900000000002,0.0008640000000000002,0.100605,0.023169999999999982,0.017504000000000006,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,21400,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_106,40,4,0.1491024475544691,0.14527500000000002,0.02685600000000002,0.021613999999999994,0.021615999999999996,0.0018670000000000006,0.10758200000000001,0.021455000000000002,0.01639500000000002,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,21400,0,15,0.2,true,0,0,0,0,0,110,0,0
wt040_106,40,4,0.1524705644696951,0.12852699999999997,0.028917000000000012,0.02307999999999999,0.023082999999999992,0,0.099576,0.022902999999999993,0.017454999999999984,0,0,0,0,0,0,1,1,0,21/06/10,15000,1,0.8,4,21400,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_071,40,4,35.043320138938725,34.879275,1.2867409999999992,1.2797750000000008,1.2797780000000003,33.520325,0.06695799999999963,0.5169119999999978,0.012822999999997364,0,26740,26740,0,26740,26740,275,275,0,21/06/10,15000,1,0.8,4,16927,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_056,40,4,50.742320224642754,50.261258000000005,14.252402999999994,11.554424000000019,0.477484000000004,35.954769000000006,0.04989699999999431,5.026336999999799,2.2501410000000135,0,826,826,0.03508771925427604,826,798,3640,250,10,21/06/10,15000,1,0.8,4,17262,8788,5,0.2,true,0,0,0,0,0,110,0,0
wt040_036,40,4,67.62719274591655,67.099765,12.870029000000002,9.638970999999998,1.0317330000000027,54.137378000000005,0.08700699999999983,2.5987869999996676,1.555532000000099,0,6420,6420,0.010228166796187542,6420,6355,3081,221,9,21/06/10,15000,1,0.8,4,18607,3716,15,0.2,true,0,0,0,0,0,110,0,0
wt040_066,40,4,46.358314021490514,46.114511,1.8761969999999977,1.8099309999999917,1.6231259999999992,44.131191,0.10441800000000256,0.7283230000000245,0.033274000000012904,0,20251,20251,0.00019756013235553118,20251,20247,493,356,1,21/06/10,15000,1,0.8,4,19270,780,15,0.2,true,0,0,0,0,0,110,0,0
wt040_056,40,4,57.06820185109973,56.594415,19.979811999999995,15.911590999999994,0.8448799999999963,36.546268999999995,0.0674759999999992,5.805236000000079,3.1843180000000118,0,826,826,0.03508771925427604,826,798,3987,259,7,21/06/10,15000,1,0.8,4,17262,8958,10,0.2,true,0,0,0,0,0,110,0,0
wt040_056,40,4,58.889498088508844,58.428054,23.505947,19.12915300000006,0.4467169999999996,34.867715,0.050218000000000984,8.146699000000268,4.01105900000001,0,826,826,0.03508771925427604,826,798,5863,237,8,21/06/10,15000,1,0.8,4,17262,9357,15,0.2,true,0,0,0,0,0,110,0,0
wt040_071,40,4,43.06870952248573,42.851191,0.5652810000000059,0.5589259999999996,0.5589280000000016,42.223164000000004,0.05879700000000554,0.1873149999999768,0.006383999999997059,0,26740,26740,0,26740,26740,283,283,0,21/06/10,15000,1,0.8,4,16927,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_096,40,4,24.430193156003952,24.302223,0.5375920000000001,0.5305759999999999,0.530579000000003,23.705196,0.058552999999999855,0.15492799999999107,0.007013000000000602,0,36266,36266,0,36266,36266,191,191,0,21/06/10,15000,1,0.8,4,18399,0,5,0.2,true,0,0,0,0,0,110,0,0
wt040_061,40,4,60.8384459419176,60.106398000000006,12.222380000000001,8.376808999999923,1.3480279999999993,47.797005000000006,0.08307100000000389,2.806252000000022,1.503996000000015,0,7357,7357,0.005604155275341149,7357,7316,5722,297,22,21/06/10,15000,1,0.8,4,18932,2917,10,0.2,true,0,0,0,0,0,110,0,0
wt040_096,40,4,24.663586468435824,24.548817,0.6391600000000004,0.6333990000000007,0.6334020000000002,23.850924,0.05563499999999877,0.15390200000000576,0.0069949999999998624,0,36266,36266,0,36266,36266,199,199,0,21/06/10,15000,1,0.8,4,18399,0,10,0.2,true,0,0,0,0,0,110,0,0
wt040_066,40,4,52.21311821974814,52.003744,0.656644,0.6193779999999904,0.5418969999999987,51.274069999999995,0.06889900000000182,0.22095600000000815,0.02064899999997749,0,20251,20251,0.00019756013235553118,20251,20247,327,246,1,21/06/10,15000,1,0.8,4,19270,704,20,0.2,true,0,0,0,0,0,110,0,0
wt040_081,40,4,47.13009735941887,46.961097,1.973993,1.7091679999999911,1.2024180000000015,44.936047,0.047087000000004764,0.4445270000000008,0.11875400000003111,0,564,564,0.04059040582916899,564,542,632,356,5,21/06/10,15000,1,0.8,4,18484,3191,5,0.2,true,0,0,0,0,0,110,0,0
wt040_061,40,4,66.23596247658134,65.531967,12.219818000000004,8.67683200000009,1.1760319999999993,53.237469000000004,0.07046700000000072,2.2323250000003796,1.1850619999999736,0,7357,7357,0.005604155275341149,7357,7316,5583,287,18,21/06/10,15000,1,0.8,4,18932,2935,15,0.2,true,0,0,0,0,0,110,0,0
wt040_061,40,4,70.18444429058582,69.010382,17.209229,10.499421999999953,1.0069949999999963,51.733775,0.062182999999997435,2.9599200000005155,1.4949819999999647,0,7357,7357,0.005604155275341149,7357,7316,5965,308,47,21/06/10,15000,1,0.8,4,18932,2962,5,0.2,true,0,0,0,0,0,110,0,0
wt040_096,40,4,24.591376981697977,24.441879,0.6359510000000022,0.6305169999999976,0.6305200000000006,23.755022999999998,0.04552100000000081,0.21047299999997904,0.0069710000000000605,0,36266,36266,0,36266,36266,273,273,0,21/06/10,15000,1,0.8,4,18399,0,20,0.2,true,0,0,0,0,0,110,0,0
wt040_081,40,4,50.190608670935035,50.006294,1.5893939999999986,1.3763339999999928,0.8911889999999971,48.358627,0.04989599999999683,0.3196900000000227,0.08904799999999113,0,564,564,0.04059040582916899,564,542,633,327,4,21/06/10,15000,1,0.8,4,18484,3161,15,0.2,true,0,0,0,0,0,110,0,0
wt040_081,40,4,53.49648266751319,53.298683,2.7789280000000005,2.342794000000012,1.4947790000000012,50.466828,0.04865999999999815,0.5909219999999706,0.30333799999999655,0,564,564,0.03486238525713324,564,545,795,482,4,21/06/10,15000,1,0.8,4,18484,3130,10,0.2,true,0,0,0,0,0,110,0,0
wt040_091,40,4,42.32829737197608,42.176741,0.9342189999999988,0.8339350000000039,0.5043849999999992,41.173517,0.06678699999999793,0.28421500000003164,0.06220800000000537,0,15569,15569,0.0007070317521077882,15569,15558,511,229,2,21/06/10,15000,1,0.8,4,19342,815,10,0.2,true,0,0,0,0,0,110,0,0
wt040_061,40,4,71.29353753942996,70.531095,13.06004999999999,9.162417000000076,1.2493580000000009,57.404619000000004,0.06231999999999971,2.513504999999867,1.355021999999785,0,7357,7357,0.005604155275341149,7357,7316,6282,280,17,21/06/10,15000,1,0.8,4,18932,2949,20,0.2,true,0,0,0,0,0,110,0,0
wt040_086,40,4,47.88576107472181,47.731994,0.6864739999999969,0.5979170000000096,0.5323419999999999,46.969570000000004,0.07170400000000399,0.19076900000010255,0.015556999999986942,0,4725,4725,0.001271455816640929,4725,4719,267,208,3,21/06/10,15000,1,0.8,4,18851,585,20,0.2,true,0,0,0,0,0,110,0,0
wt040_081,40,4,48.92665399517864,48.779317000000006,1.5345360000000028,1.3182159999999996,0.8033709999999985,47.189204000000004,0.0524819999999977,0.34135899999993313,0.08319400000001309,0,564,564,0.04059040582916899,564,542,664,362,4,21/06/10,15000,1,0.8,4,18484,3165,20,0.2,true,0,0,0,0,0,110,0,0
wt040_091,40,4,46.68307423219085,46.510639999999995,1.506770000000003,1.386952000000008,1.1131749999999982,44.935344,0.06417899999999577,0.35497200000001783,0.06193699999999325,0,15569,15569,0.0007070317521077882,15569,15558,481,257,3,21/06/10,15000,1,0.8,4,19342,877,5,0.2,true,0,0,0,0,0,110,0,0
wt040_096,40,4,34.40819542482495,34.255945,1.0076060000000027,1.0005249999999961,1.0005290000000002,33.144893,0.1030409999999975,0.3452960000000118,0.010154999999997472,0,36266,36266,0,36266,36266,324,324,0,21/06/10,15000,1,0.8,4,18399,0,15,0.2,true,0,0,0,0,0,110,0,0
wt040_056,40,4,78.83070928882807,77.96662900000001,43.83503,35.70528000000007,0.45159500000000463,34.080699,0.04849399999999804,14.695988000000433,7.314150000000161,0,826,826,0.03508771925427604,826,798,10888,240,9,21/06/10,15000,1,0.8,4,17262,8843,20,0.2,true,0,0,0,0,0,110,0,0
wt040_086,40,4,52.09438335429877,51.951035000000005,1.0023219999999995,0.9375280000000075,0.8622510000000005,50.838589,0.10824999999999818,0.3078220000000229,0.0142190000000042,0,4725,4725,0.001271455816640929,4725,4719,311,237,2,21/06/10,15000,1,0.8,4,18851,635,5,0.2,true,0,0,0,0,0,110,0,0
wt040_086,40,4,62.24205561634153,62.048303,0.6972519999999989,0.6333470000000005,0.551006000000001,61.284273999999996,0.06253299999999484,0.24319100000000304,0.015515999999998087,0,4725,4725,0.001271455816640929,4725,4719,351,270,2,21/06/10,15000,1,0.8,4,18851,667,15,0.2,true,0,0,0,0,0,110,0,0
wt040_086,40,4,68.12395361531526,67.996965,0.9413839999999993,0.8423429999999996,0.75779,66.983057,0.06687700000000518,0.31751999999994496,0.019659000000004312,0,4725,4725,0.001271455816640929,4725,4719,364,279,3,21/06/10,15000,1,0.8,4,18851,665,10,0.2,true,0,0,0,0,0,110,0,0
wt040_116,40,4,41.9141776189208,41.742176,3.8864660000000057,2.9914770000000175,0.809978000000001,37.798170999999996,0.051792999999996425,0.7268120000000877,0.20302399999995657,0,15566,15566,0.0017375635496661584,15566,15539,1792,321,5,21/06/10,15000,1,0.8,4,19551,2083,10,0.2,true,0,0,0,0,0,110,0,0
