NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex
wt040_011,40,4,32.23925457429141,32.091083000000005,0.6456580000000045,0.5702460000000045,0.5252850000000002,31.385049,0.05165699999999873,0.18918000000004298,0.025311999999999557,0,5737,5737,0.000348735832545992,5737,5735,234,213,1,21/06/03,15000,1,0.8,4,15629,2003,20,0.4,0,0,0,0,0,110,0,0
wt040_051,40,4,0.2260078890249133,0.198514,0.06032399999999999,0.04287300000000002,0.042876,0.046693,0.087542,0.038514999999999994,0.037438,-0.999999974358975,39,0,-0.999999974358975,0,39,1,1,0,21/06/03,15000,1,0.8,4,18529,14262,20,0.2,0,0,0,0,0,110,0,0
wt040_051,40,4,0.1963840564712882,0.176872,0.05407300000000001,0.039297,0.0393,0.026839,0.08784799999999998,0.035525,0.03442899999999999,-0.9999999736842113,38,0,-0.9999999736842113,0,38,1,1,0,21/06/03,15000,1,0.8,4,18529,12041,20,0.3,0,0,0,0,0,110,0,0
wt040_051,40,4,0.17602604068815708,0.164331,0.057203000000000004,0.04463800000000001,0.044641000000000014,0.007880999999999999,0.095366,0.04161300000000001,0.041479000000000016,-0.9999999736842113,38,0,-0.9999999736842113,0,38,1,1,0,21/06/03,15000,1,0.8,4,18529,12041,20,0.4,0,0,0,0,0,110,0,0
wt040_051,40,4,0.13134003896266222,0.10182100000000001,0.023084000000000007,0.018861000000000003,0.018864000000000006,0.0003889999999999996,0.07805200000000001,0.01878600000000001,0.015231999999999996,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,18529,0,20,0.5,0,0,0,0,0,110,0,0
wt040_006,40,4,33.35524864960462,33.243536000000006,0.5114599999999996,0.4250020000000063,0.30641299999999916,32.675931999999996,0.04785799999999796,0.13826600000002287,0.01444800000000157,0,2374,2374,0.0008431703200492537,2374,2372,301,205,1,21/06/03,15000,1,0.8,4,15247,2711,20,0.5,0,0,0,0,0,110,0,0
wt040_006,40,4,33.42775743175298,33.308426,0.4632480000000001,0.38020099999999246,0.2575400000000059,32.786763,0.05416100000000057,0.1421179999999751,0.02988200000000063,0,2374,2374,0.0008431703200492537,2374,2372,270,176,1,21/06/03,15000,1,0.8,4,15247,2534,20,0.3,0,0,0,0,0,110,0,0
wt040_016,40,4,34.87985743675381,34.415835,7.219621000000004,4.418549999999996,0.6075960000000009,27.145053,0.04711399999999699,1.0192769999999207,0.31010200000002897,0,21493,21493,0.00041891640288498804,21493,21484,2742,317,3,21/06/03,15000,1,0.8,4,17032,1336,20,0.3,0,0,0,0,0,110,0,0
wt040_006,40,4,35.13769451715052,34.953618,1.687509999999996,0.9958110000000104,0.317857999999994,33.212105,0.045722999999995295,0.3040809999999965,0.09155900000002504,0,2374,2374,0.0008431703200492537,2374,2372,671,202,5,21/06/03,15000,1,0.8,4,15247,2525,20,0.4,0,0,0,0,0,110,0,0
wt040_016,40,4,36.583877076394856,36.252248,4.428589000000002,2.690274000000038,0.7517120000000013,31.747780000000002,0.07176499999999919,0.5769180000000667,0.1811349999999905,0,21493,21493,0.00041891640288498804,21493,21484,1332,279,2,21/06/03,15000,1,0.8,4,17032,1273,20,0.2,0,0,0,0,0,110,0,0
wt040_016,40,4,37.43313339166343,36.896837999999995,8.948038999999998,5.101532000000052,0.636377999999997,27.898225,0.04251299999999958,1.0546710000001518,0.37757999999999114,0,21493,21493,0.00041891640288498804,21493,21484,3299,224,9,21/06/03,15000,1,0.8,4,17032,1444,20,0.4,0,0,0,0,0,110,0,0
wt040_006,40,4,37.78848655335605,37.553697,1.9091629999999995,1.1577799999999954,0.4490499999999997,35.571713,0.06670400000000143,0.3902280000000502,0.1428110000000018,0,2374,2374,0.0008431703200492537,2374,2372,582,210,3,21/06/03,15000,1,0.8,4,15247,2694,20,0.2,0,0,0,0,0,110,0,0
wt040_001,40,4,39.48044721968472,39.323938999999996,0.29486700000000354,0.23104699999999667,0.19598599999999777,38.970786000000004,0.051296000000000674,0.09804599999998231,0.022231000000004997,0,439,439,0.002283105017618482,439,438,154,136,1,21/06/03,15000,1,0.8,4,14910,5167,20,0.2,0,0,0,0,0,110,0,0
wt040_001,40,4,39.78095990139991,39.618356,0.36252299999999593,0.29017499999999785,0.24306199999999478,39.187193,0.05741100000000188,0.11977500000006103,0.020376999999996315,0,439,439,0.002283105017618482,439,438,191,166,1,21/06/03,15000,1,0.8,4,14910,5494,20,0.3,0,0,0,0,0,110,0,0
wt040_011,40,4,40.42985480464995,40.293988999999996,0.4129050000000021,0.3678769999999929,0.33383900000000466,39.824709999999996,0.05233700000000141,0.14029300000006373,0.015717999999999677,0,5737,5737,0.000348735832545992,5737,5735,233,210,1,21/06/03,15000,1,0.8,4,15629,2053,20,0.5,0,0,0,0,0,110,0,0
wt040_001,40,4,40.52314867824316,40.392279,0.47592199999999707,0.37885599999999897,0.32659400000000005,39.842477,0.06312700000000149,0.13779000000003805,0.02988599999999053,0,439,439,0.002283105017618482,439,438,177,160,1,21/06/03,15000,1,0.8,4,14910,5167,20,0.4,0,0,0,0,0,110,0,0
wt040_031,40,4,44.872203660197556,44.696121999999995,0.7658769999999961,0.6189920000000058,0.3322730000000007,43.870668,0.05687199999999848,0.20496599999997756,0.034610000000000696,0,2525,2525,0.01161858973893486,2525,2496,373,188,2,21/06/03,15000,1,0.8,4,18383,4388,20,0.4,0,0,0,0,0,110,0,0
wt040_011,40,4,45.05981388408691,44.87587,0.6715520000000055,0.5966110000000029,0.5602560000000025,44.116385,0.07963700000000529,0.19022499999995546,0.01873800000000614,0,5737,5737,0.000348735832545992,5737,5735,263,249,1,21/06/03,15000,1,0.8,4,15629,2031,20,0.2,0,0,0,0,0,110,0,0
wt040_031,40,4,47.80670080985874,47.59652,1.0374119999999962,0.8089180000000056,0.3696299999999937,46.49141,0.05951999999999913,0.26329100000010897,0.04813500000000204,0,2525,2525,0.01161858973893486,2525,2496,449,196,3,21/06/03,15000,1,0.8,4,18383,4388,20,0.3,0,0,0,0,0,110,0,0
wt040_031,40,4,48.000212639570236,47.897629,0.7492240000000052,0.6036110000000008,0.35834800000000655,47.079505,0.05996499999999827,0.20819600000000804,0.03494299999999839,0,2525,2525,0.01161858973893486,2525,2496,349,194,2,21/06/03,15000,1,0.8,4,18383,4388,20,0.5,0,0,0,0,0,110,0,0
wt040_016,40,4,50.203617916442454,49.378875,13.296931,7.425712999999988,0.5106449999999967,36.02369,0.050243000000001814,1.4755370000000667,0.597915000000036,0,21493,21493,0.00041891640288498804,21493,21484,5105,260,11,21/06/03,15000,1,0.8,4,17032,1389,20,0.5,0,0,0,0,0,110,0,0
wt040_076,40,4,0.12063299119472504,0.092936,0.019656000000000007,0.016771000000000008,0.01677400000000001,0.00043000000000000156,0.072289,0.016670000000000004,0.013087000000000001,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,17050,0,20,0.2,0,0,0,0,0,110,0,0
wt040_076,40,4,0.12324590515345335,0.111762,0.018372,0.015990000000000004,0.015991000000000005,0.0010180000000000015,0.084141,0.015972,0.013513000000000011,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,17050,0,20,0.3,0,0,0,0,0,110,0,0
wt040_076,40,4,0.12204127851873636,0.10545,0.021986000000000006,0.017257999999999996,0.017261,0.0005879999999999982,0.078673,0.017171999999999993,0.013455999999999996,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,17050,0,20,0.4,0,0,0,0,0,110,0,0
wt040_076,40,4,0.12937109638005495,0.125299,0.024862999999999996,0.019528000000000004,0.019530000000000006,0.0010499999999999989,0.090959,0.019355999999999984,0.01529499999999999,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,17050,0,20,0.5,0,0,0,0,0,110,0,0
wt040_031,40,4,51.95805540308356,51.585474,6.2565700000000035,3.1450810000000047,0.33521900000000215,45.259032,0.0539320000000032,0.9817150000001931,0.47120600000001645,0,2525,2525,0.01161858973893486,2525,2496,1296,189,7,21/06/03,15000,1,0.8,4,18383,4396,20,0.2,0,0,0,0,0,110,0,0
wt040_041,40,4,32.79849536716938,32.630109999999995,1.4162140000000036,1.0737039999999958,0.40534099999999995,31.158807999999997,0.05201500000000081,0.2879080000000229,0.046404000000002554,0,17685,17685,0.0029490160492854863,17685,17633,611,203,4,21/06/03,15000,1,0.8,4,18174,3908,20,0.2,0,0,0,0,0,110,0,0
wt040_036,40,4,56.01945653837174,55.525639,9.305392999999995,5.133727,0.43903900000000107,46.156752,0.05890500000000287,1.2499629999999584,0.525983999999994,0,6420,6420,0.010228166796187542,6420,6355,2520,167,9,21/06/03,15000,1,0.8,4,18607,3819,20,0.3,0,0,0,0,0,110,0,0
wt040_041,40,4,36.87544154655188,36.736276000000004,1.0714459999999946,0.8855620000000002,0.47240500000000196,35.577597,0.07914799999999644,0.22843300000000255,0.028479000000004362,0,17685,17685,0.0029490160492854863,17685,17633,483,214,2,21/06/03,15000,1,0.8,4,18174,3901,20,0.3,0,0,0,0,0,110,0,0
wt040_046,40,4,29.98272316902876,29.874211,0.6568929999999966,0.6535049999999991,0.6535060000000001,29.164502,0.04871800000000093,0.17143099999994504,0.007059000000001703,0,19124,19124,0,19124,19124,364,364,0,21/06/03,15000,1,0.8,4,13050,0,20,0.3,0,0,0,0,0,110,0,0
wt040_046,40,4,30.82399353571236,30.706455,0.982403999999999,0.9755339999999997,0.9755359999999982,29.647333,0.07283400000000029,0.1962850000000529,0.0098339999999979,0,19124,19124,0,19124,19124,349,349,0,21/06/03,15000,1,0.8,4,13050,0,20,0.5,0,0,0,0,0,110,0,0
wt040_041,40,4,38.33918861858547,38.076299,4.724682999999999,2.7100110000000015,0.44989799999999747,33.296824,0.05049600000000254,0.7837780000000478,0.30122499999996677,0,17685,17685,0.0029490160492854863,17685,17633,1583,214,4,21/06/03,15000,1,0.8,4,18174,3878,20,0.4,0,0,0,0,0,110,0,0
wt040_046,40,4,36.65054353326559,36.534167,0.6779659999999978,0.6742609999999942,0.6742630000000034,35.80432,0.04766300000000001,0.1876270000000133,0.0067960000000013565,0,19124,19124,0,19124,19124,374,374,0,21/06/03,15000,1,0.8,4,13050,0,20,0.2,0,0,0,0,0,110,0,0
wt040_046,40,4,39.79681790806353,39.664124,0.6690209999999936,0.6641739999999956,0.6641760000000048,38.934255,0.05283200000000221,0.16616699999995888,0.0065509999999946444,0,19124,19124,0,19124,19124,352,352,0,21/06/03,15000,1,0.8,4,13050,0,20,0.4,0,0,0,0,0,110,0,0
wt040_066,40,4,31.941949698142707,31.806079,0.8099399999999974,0.7729490000000006,0.6832030000000024,30.908191,0.0823590000000003,0.25572399999996165,0.015871000000000635,0,20251,20251,0.00019756013235553118,20251,20247,380,283,1,21/06/03,15000,1,0.8,4,19270,768,20,0.2,0,0,0,0,0,110,0,0
wt040_071,40,4,27.654444005340338,27.511466,0.6166170000000015,0.6102660000000029,0.6102679999999978,26.832639999999998,0.05905299999999869,0.17910600000000798,0.00911299999999926,0,26740,26740,0,26740,26740,263,263,0,21/06/03,15000,1,0.8,4,16927,0,20,0.2,0,0,0,0,0,110,0,0
wt040_036,40,4,74.68150473106652,74.27393500000001,7.703663000000006,4.2999969999999195,0.45007900000000234,66.50452700000001,0.06570800000000077,1.0550260000000407,0.4454200000000128,0,6420,6420,0.010228166796187542,6420,6355,2334,185,9,21/06/03,15000,1,0.8,4,18607,3912,20,0.2,0,0,0,0,0,110,0,0
wt040_066,40,4,35.43726634513587,35.309886000000006,0.9823829999999987,0.9369639999999961,0.9017750000000007,34.230512,0.09192300000000131,0.4954169999999749,0.028848999999993907,0,20251,20251,0.00019756013235553118,20251,20247,280,251,1,21/06/03,15000,1,0.8,4,19270,787,20,0.3,0,0,0,0,0,110,0,0
wt040_066,40,4,35.09885124396533,34.974543,0.8309600000000046,0.783253000000002,0.735564999999994,34.069124,0.07002900000000523,0.2957900000000464,0.02152799999999644,0,20251,20251,0.00019756013235553118,20251,20247,289,251,1,21/06/03,15000,1,0.8,4,19270,863,20,0.5,0,0,0,0,0,110,0,0
wt040_066,40,4,35.80033523309976,35.670635000000004,1.2468080000000015,1.1621009999999998,1.0647790000000015,34.31809,0.10475900000000138,0.572213999999974,0.031973000000000695,0,20251,20251,0.00019756013235553118,20251,20247,359,298,1,21/06/03,15000,1,0.8,4,19270,811,20,0.4,0,0,0,0,0,110,0,0
wt040_036,40,4,55.241751990281045,54.690124000000004,11.663713999999999,6.460737999999992,0.6275240000000011,42.96517600000001,0.05707200000000512,1.6592029999997422,0.8028849999999466,0,6420,6420,0.010228166796187542,6420,6355,2915,208,9,21/06/03,15000,1,0.8,4,18607,3906,20,0.5,0,0,0,0,0,110,0,0
wt040_101,40,4,0.14242327120155096,0.117646,0.02752099999999999,0.010169999999999998,0.010174000000000002,0.0002909999999999996,0.085818,0.005822000000000008,0.004528999999999991,-0.9999999988888889,900,0,-0.9999999988888889,0,900,1,1,0,21/06/03,15000,1,0.8,4,19349,19349,20,0.2,0,0,0,0,0,110,0,0
wt040_101,40,4,0.13879335671663284,0.111329,0.026970000000000008,0.009840000000000002,0.009843000000000005,0.00042900000000000056,0.081512,0.005292000000000005,0.0037640000000000035,-0.9999999988888889,900,0,-0.9999999988888889,0,900,1,1,0,21/06/03,15000,1,0.8,4,19349,19349,20,0.3,0,0,0,0,0,110,0,0
wt040_101,40,4,0.14216085616499186,0.128896,0.02837300000000001,0.010533,0.010539000000000007,0.0004109999999999999,0.096197,0.005914000000000003,0.004696999999999993,-0.9999999988888889,900,0,-0.9999999988888889,0,900,1,1,0,21/06/03,15000,1,0.8,4,19349,19349,20,0.4,0,0,0,0,0,110,0,0
wt040_101,40,4,0.141108519397676,0.11969,0.02374699999999999,0.006055000000000005,0.006057000000000007,0.0002729999999999998,0.091783,0.005182000000000006,0.0035600000000000076,-0.9999999988888889,900,0,-0.9999999988888889,0,900,1,1,0,21/06/03,15000,1,0.8,4,19349,19349,20,0.5,0,0,0,0,0,110,0,0
wt040_106,40,4,0.1489511150866747,0.13226,0.02764499999999999,0.022535,0.022537,0.0008120000000000002,0.10313699999999999,0.022427000000000016,0.017374000000000014,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,21400,0,20,0.2,0,0,0,0,0,110,0,0
wt040_106,40,4,0.1483767731115222,0.136981,0.028091999999999992,0.02260100000000001,0.022604000000000013,0.0016419999999999994,0.103062,0.02247500000000001,0.017578999999999997,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,21400,0,20,0.3,0,0,0,0,0,110,0,0
wt040_106,40,4,0.14728479087352753,0.126744,0.02371000000000001,0.018730999999999984,0.018733999999999987,0.0008879999999999999,0.097908,0.018630999999999995,0.017304,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,21400,0,20,0.4,0,0,0,0,0,110,0,0
wt040_106,40,4,0.1459798887372017,0.130684,0.02686999999999999,0.022031999999999996,0.022035,0.001365,0.09817699999999999,0.021932999999999994,0.017299999999999996,0,0,0,0,0,0,1,1,0,21/06/03,15000,1,0.8,4,21400,0,20,0.5,0,0,0,0,0,110,0,0
wt040_041,40,4,51.14235559757799,50.769525,7.774231,4.519891999999992,0.9311290000000056,42.885817,0.10640999999999678,1.3499420000000413,0.45462399999998127,0,17685,17685,0.0029490160492854863,17685,17633,1831,231,4,21/06/03,15000,1,0.8,4,18174,3867,20,0.5,0,0,0,0,0,110,0,0
wt040_056,40,4,45.96361112315208,45.475454,9.578018,4.450744000000036,0.2878259999999955,35.834356,0.05991000000000213,2.098868999999823,1.1748690000000082,0,826,826,0.03508771925427604,826,798,1655,153,8,21/06/03,15000,1,0.8,4,17262,7458,20,0.3,0,0,0,0,0,110,0,0
wt040_071,40,4,37.20378120243549,37.06837,0.7195560000000043,0.7143530000000027,0.7143560000000022,36.286791,0.058213999999999544,0.2357640000000174,0.009770999999993535,0,26740,26740,0,26740,26740,316,316,0,21/06/03,15000,1,0.8,4,16927,0,20,0.3,0,0,0,0,0,110,0,0
wt040_036,40,4,61.472961026243865,61.06425,7.043013000000002,3.966647000000009,0.3320190000000025,53.959298000000004,0.057823999999996545,1.0852899999998442,0.46781900000000576,0,6420,6420,0.010228166796187542,6420,6355,2292,138,10,21/06/03,15000,1,0.8,4,18607,3912,20,0.4,0,0,0,0,0,110,0,0
wt040_056,40,4,51.806755628436804,51.210925,12.048624999999994,5.8637829999999695,0.3973789999999937,39.080968999999996,0.07706799999999703,2.443949000000039,1.3465030000000127,0,826,826,0.03508771925427604,826,798,2452,173,9,21/06/03,15000,1,0.8,4,17262,7755,20,0.2,0,0,0,0,0,110,0,0
wt040_071,40,4,38.2957816189155,38.141104,1.016225999999996,1.0121360000000053,1.0121399999999952,37.061426,0.06335400000000391,0.37787899999998587,0.0108110000000039,0,26740,26740,0,26740,26740,338,338,0,21/06/03,15000,1,0.8,4,16927,0,20,0.5,0,0,0,0,0,110,0,0
wt040_071,40,4,38.548890681006014,38.400049,0.8980880000000013,0.8862379999999987,0.8862420000000029,37.40475,0.09680099999999925,0.30596300000001264,0.011867999999999768,0,26740,26740,0,26740,26740,214,214,0,21/06/03,15000,1,0.8,4,16927,0,20,0.4,0,0,0,0,0,110,0,0
wt040_061,40,4,56.50651198066771,55.885402,12.377660999999996,6.937512000000055,0.5926299999999998,43.441015,0.06148300000000262,1.8354229999999774,0.9466209999999506,0,7357,7357,0.005741626793473462,7357,7315,4767,208,14,21/06/03,15000,1,0.8,4,18932,3043,20,0.2,0,0,0,0,0,110,0,0
wt040_061,40,4,57.11955000925809,56.53386999999999,10.536353999999996,6.566871999999954,1.0772860000000009,45.92526,0.06826999999999828,1.7599090000002136,0.7680480000000145,0,7357,7357,0.005741626793473462,7357,7315,4837,257,13,21/06/03,15000,1,0.8,4,18932,2958,20,0.4,0,0,0,0,0,110,0,0
wt040_056,40,4,65.00384872499853,64.054681,21.07586299999999,10.047711999999919,0.40261999999999887,42.89144,0.08200800000000186,4.139605000000309,2.296527000000019,0,826,826,0.03508771925427604,826,798,4228,143,20,21/06/03,15000,1,0.8,4,17262,7458,20,0.4,0,0,0,0,0,110,0,0
wt040_081,40,4,46.43841312546283,46.283083999999995,1.135434999999994,0.8404629999999926,0.46002200000000215,45.080518,0.05870999999999782,0.2845400000000211,0.0505110000000073,0,564,564,0.044444444362139915,564,540,357,138,4,21/06/03,15000,1,0.8,4,18484,3140,20,0.3,0,0,0,0,0,110,0,0
wt040_061,40,4,63.334457964636385,62.368673,20.692855,11.281402000000071,0.8647879999999972,41.607006,0.06424499999999966,2.9500600000000716,1.5000899999998865,0,7357,7357,0.005741626793473462,7357,7315,7400,203,19,21/06/03,15000,1,0.8,4,18932,2957,20,0.3,0,0,0,0,0,110,0,0
wt040_096,40,4,24.863512163050473,24.751278000000003,0.4740540000000024,0.4666029999999992,0.4666060000000023,24.194281,0.07855999999999952,0.14769000000004695,0.009823999999998279,0,36266,36266,0,36266,36266,196,196,0,21/06/03,15000,1,0.8,4,18399,0,20,0.4,0,0,0,0,0,110,0,0
wt040_096,40,4,29.15722603071481,29.020388,0.7621929999999999,0.7574560000000012,0.7574579999999997,28.17275,0.08091599999999843,0.35260899999997974,0.01154600000000272,0,36266,36266,0,36266,36266,310,310,0,21/06/03,15000,1,0.8,4,18399,0,20,0.2,0,0,0,0,0,110,0,0
wt040_061,40,4,67.46352626010776,66.646408,17.466792999999996,9.67909400000002,1.0053509999999974,49.084944,0.09052099999999541,1.9684060000004848,0.8808960000000496,0,7357,7357,0.005741626793473462,7357,7315,4645,236,12,21/06/03,15000,1,0.8,4,18932,2954,20,0.5,0,0,0,0,0,110,0,0
wt040_091,40,4,40.98420855309814,40.699588,4.149670999999998,2.7556729999999945,0.7013239999999996,36.474535,0.07231399999999866,0.8132719999998486,0.2597589999999954,0,15569,15569,0.0007713569453769134,15569,15557,2095,332,6,21/06/03,15000,1,0.8,4,19342,1086,20,0.2,0,0,0,0,0,110,0,0
wt040_096,40,4,32.705202700570226,32.571069,0.5931099999999994,0.5893489999999986,0.589349999999996,31.911673,0.06566899999999976,0.21174199999998677,0.009793999999999414,0,36266,36266,0,36266,36266,287,287,0,21/06/03,15000,1,0.8,4,18399,0,20,0.3,0,0,0,0,0,110,0,0
wt040_081,40,4,52.151936271227896,51.985991999999996,1.2748670000000004,0.9235850000000241,0.5145130000000009,50.64703,0.059829000000000576,0.2947559999999996,0.04360500000001366,0,564,564,0.044444444362139915,564,540,462,202,5,21/06/03,15000,1,0.8,4,18484,3136,20,0.5,0,0,0,0,0,110,0,0
wt040_081,40,4,59.49221696984023,59.273185999999995,2.0525220000000033,1.5148189999999957,0.8494079999999968,57.150029999999994,0.0662629999999993,0.39943299999990245,0.08524799999998578,0,564,564,0.044444444362139915,564,540,490,193,4,21/06/03,15000,1,0.8,4,18484,3145,20,0.2,0,0,0,0,0,110,0,0
wt040_091,40,4,42.111506367102265,41.633551,5.705545999999998,3.598624000000001,0.7259230000000017,35.842634000000004,0.07995000000000374,1.021243999999875,0.3481179999999995,0,15569,15569,0.0008999164362730657,15571,15557,2712,296,4,21/06/03,15000,1,0.8,4,19342,1182,20,0.3,0,0,0,0,0,110,0,0
wt040_086,40,4,54.63038896583021,54.415701999999996,1.115947999999996,0.9855970000000056,0.8770760000000024,53.184824,0.11158100000000104,0.3683059999999472,0.027793000000009727,0,4725,4725,0.001271455816640929,4725,4719,295,229,2,21/06/03,15000,1,0.8,4,18851,630,20,0.3,0,0,0,0,0,110,0,0
wt040_086,40,4,51.237685369327664,51.112265,0.6843250000000012,0.5702990000000128,0.4561780000000013,50.316527,0.11112899999999826,0.19971999999999923,0.025179000000001395,0,4725,4725,0.001271455816640929,4725,4719,251,176,2,21/06/03,15000,1,0.8,4,18851,623,20,0.5,0,0,0,0,0,110,0,0
wt040_086,40,4,59.29378567729145,59.181336,0.5826250000000002,0.5226210000000009,0.4418840000000017,58.515276,0.08301499999999606,0.18651299999993398,0.020057000000001324,0,4725,4725,0.001271455816640929,4725,4719,270,195,2,21/06/03,15000,1,0.8,4,18851,657,20,0.2,0,0,0,0,0,110,0,0
wt040_096,40,4,43.125738204456866,42.976656000000006,0.9550229999999971,0.9465810000000019,0.9465849999999989,41.917956000000004,0.09913099999999986,0.2660439999999724,0.01438200000000478,0,36266,36266,0,36266,36266,294,294,0,21/06/03,15000,1,0.8,4,18399,0,20,0.5,0,0,0,0,0,110,0,0
wt040_091,40,4,54.12506971415132,53.661469000000004,6.051345999999995,3.647933000000016,0.659875999999997,47.528423999999994,0.07554799999999773,1.0711099999998765,0.4257040000000458,0,15569,15569,0.0008999164362730657,15571,15557,2545,292,6,21/06/03,15000,1,0.8,4,19342,1253,20,0.5,0,0,0,0,0,110,0,0
wt040_086,40,4,66.85674192383885,66.682973,1.726040999999995,1.5094799999999964,1.3516029999999972,64.84794500000001,0.10484399999999994,0.5273410000000496,0.03230800000000045,0,4725,4725,0.001271455816640929,4725,4719,388,296,3,21/06/03,15000,1,0.8,4,18851,692,20,0.4,0,0,0,0,0,110,0,0
wt040_116,40,4,42.60798129159957,42.504984,1.462567,1.0434809999999857,0.3978910000000013,40.991606999999995,0.046987000000001444,0.2726860000000144,0.05111800000000244,0,15566,15566,0.0017375635496661584,15566,15539,688,189,4,21/06/03,15000,1,0.8,4,19551,2286,20,0.5,0,0,0,0,0,110,0,0
wt040_121,40,4,41.49398718867451,40.721415,13.396090999999998,7.428374000000023,0.3151270000000004,27.258534,0.06366399999999928,1.5497719999996953,0.7020190000000106,0,35751,35751,0.0003357676487776444,35751,35739,4617,150,10,21/06/03,15000,1,0.8,4,19852,1888,20,0.4,0,0,0,0,0,110,0,0
