NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,(),pruning_test,suboptimal_duals,scoring_parameter,scoring_value,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex
wt040_046,40,4,27.519059573300183,27.374769999999998,1.3650990000000007,1.356342999999999,1.3563469999999995,25.951324,0.05450000000000088,1.3553629999999757,0.4468580000000024,0,19124,19124,0,19124,19124,303,303,0,21/07/13,10000,1,0.8,4,26094,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_001,40,4,28.37321772892028,28.207114999999998,1.2426840000000006,0.9095999999999975,0.6364370000000008,26.889877,0.062369999999997816,0.8203729999999894,0.23392400000000535,0,439,439,0.002283105017618482,439,438,299,255,1,21/07/13,10000,1,0.8,4,29818,15378,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_096,40,4,29.153695568442345,29.009582,1.3939890000000013,1.386286000000002,1.3862889999999979,27.517013,0.09785499999999914,1.385124999999956,0.4839189999999931,0,36266,36266,0,36266,36266,332,332,0,21/07/13,10000,1,0.8,4,36790,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_071,40,4,30.451987066306174,30.31585,1.6331600000000002,1.6244769999999988,1.624479000000001,28.57309,0.0907909999999994,1.623282999999958,0.6984949999999976,0,26740,26740,0,26740,26740,344,344,0,21/07/13,10000,1,0.8,4,33852,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_001,40,4,30.91256027109921,30.722296,1.5256630000000015,1.125798999999997,0.8691850000000017,29.107611,0.07781500000000108,1.0123980000000046,0.3688110000000151,0,439,439,0.002283105017618482,439,438,267,251,1,21/07/13,10000,1,0.8,4,29818,15074,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_006,40,4,32.173955062404275,31.880189,2.066590999999999,1.1368039999999837,0.645035,29.730164000000002,0.07454199999999744,1.0870179999999934,0.24663399999998603,0,2374,2374,0.0008431703200492537,2374,2372,290,277,1,21/07/13,10000,1,0.8,4,30490,7110,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_011,40,4,32.818581969477236,32.528149,1.644517999999998,0.9079600000000099,0.5681119999999993,30.820935000000002,0.05484699999999876,0.8623409999999474,0.1732240000000047,0,5737,5737,0.000348735832545992,5737,5735,293,273,1,21/07/13,10000,1,0.8,4,31252,5898,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_006,40,4,33.81990740355104,33.490573999999995,2.2151630000000004,1.2179259999999985,0.6832239999999992,31.204847,0.06630600000000086,1.166485999999935,0.3125260000000303,0,2374,2374,0.0008431703200492537,2374,2372,298,288,1,21/07/13,10000,1,0.8,4,30490,7219,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_066,40,4,35.70080725848675,35.229382,4.429669999999998,2.851009000000019,1.9827390000000022,30.701386,0.09279999999999688,2.8474470000000203,1.7039400000000633,0,20251,20251,0.00019756013235553118,20251,20247,275,215,2,21/07/13,10000,1,0.8,4,38534,1256,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_066,40,4,36.07859365828335,35.797959,3.3637609999999967,2.5071730000000088,2.0870220000000046,32.307368,0.11954099999999812,2.5044960000001737,1.1030139999999946,0,20251,20251,0.00019756013235553118,20251,20247,371,336,1,21/07/13,10000,1,0.8,4,38534,1261,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_116,40,4,36.0420408975333,35.73017,3.080453999999996,2.1036809999999804,1.2577769999999973,32.591613,0.051617000000000246,2.0659689999999173,0.868297999999939,0,15566,15566,0.0017375635496661584,15566,15539,441,267,1,21/07/13,10000,1,0.8,4,39100,3730,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_031,40,4,38.5451436471194,38.287748,2.6973100000000017,1.8633860000000055,0.6153230000000036,35.518961,0.06716300000000075,1.7865360000000265,0.8458970000000292,0,2525,2525,0.01161858973893486,2525,2496,407,264,1,21/07/13,10000,1,0.8,4,36764,11783,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_031,40,4,40.06359340343624,39.782417,3.8237120000000004,2.627366000000002,1.073765999999999,35.845558,0.10886500000000154,2.526789999999899,1.347087999999978,0,2525,2525,0.01161858973893486,2525,2496,375,255,1,21/07/13,10000,1,0.8,4,36764,11857,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_051,50,4,0.2024226412177086,0.18762900000000002,0.03237899999999999,0.026302999999999993,0.026305999999999996,0.00162,0.14538199999999998,0.026237999999999984,0.023874000000000006,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,50386,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_051,50,4,0.19719074852764606,0.164804,0.028384999999999994,0.022562,0.022565,0.0010840000000000016,0.130952,0.022509,0.020383000000000012,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,50386,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_116,40,4,42.73080953210592,41.967309,7.425550000000001,3.935350000000028,1.4020510000000002,34.45162,0.08146899999999846,3.9020969999998627,1.5638280000000293,0,15566,15566,0.0017375635496661584,15566,15539,639,281,3,21/07/13,10000,1,0.8,4,39100,3701,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_091,40,4,43.91960554663092,43.276581,6.605702999999998,3.529946000000031,1.9493950000000027,36.567071,0.10295900000000557,3.4699939999999287,1.316301999999908,0,15569,15569,0.0007070317521077882,15569,15558,442,306,2,21/07/13,10000,1,0.8,4,38682,1463,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_121,40,4,45.417918355204165,44.24297,16.91019,7.112347999999955,0.9560979999999972,27.250357,0.07799699999999987,7.087030999999964,2.682265999999995,0,35751,35751,0.0003357676487776444,35751,35739,748,312,5,21/07/13,10000,1,0.8,4,39702,3127,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_086,40,4,46.29893527459353,45.911253,2.7288210000000035,1.7066639999999964,1.2089870000000005,43.079498,0.09580599999999606,1.703485999999998,0.5916510000000557,0,4725,4725,0.001271455816640929,4725,4719,297,259,2,21/07/13,10000,1,0.8,4,37698,679,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_086,40,4,47.141684704460204,46.751032,3.0773420000000016,1.9128279999999904,1.2921480000000045,43.546073,0.12327099999999547,1.9087230000001014,0.36578800000008016,0,4725,4725,0.001271455816640929,4725,4719,357,299,2,21/07/13,10000,1,0.8,4,37698,1010,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_091,40,4,47.156407308764756,45.575480999999996,13.789821,5.3518890000000106,1.3468030000000013,31.713278,0.06904700000000119,5.284079000000098,1.8201330000001086,0,15569,15569,0.0008355829797637496,15571,15558,561,326,6,21/07/13,10000,1,0.8,4,38682,1720,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_041,40,4,47.51854109298438,46.579928,12.481827000000003,7.063577000000016,2.123100000000001,34.00846,0.0816119999999998,6.785117999999962,3.563731999999966,0,17685,17685,0.0028921401835719555,17685,17634,728,316,2,21/07/13,10000,1,0.8,4,36340,7414,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_016,40,4,47.840530634857714,46.299647,14.128748000000002,6.944314000000055,1.377082999999999,32.073565,0.093359999999997,6.892219000000139,2.953168999999903,0,21493,21493,0.00041891640288498804,21493,21484,1167,249,8,21/07/13,10000,1,0.8,4,34062,2566,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_076,50,4,0.2459638062864542,0.218222,0.04239799999999999,0.03509999999999999,0.035102999999999995,0.0005640000000000003,0.167521,0.03503999999999999,0.03143199999999999,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,60722,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_076,50,4,0.2279543811455369,0.203944,0.03814899999999999,0.03146499999999999,0.031467999999999996,0.0007109999999999998,0.161256,0.03140899999999999,0.028699000000000002,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,60722,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_056,40,4,48.79778413195163,48.290797,20.010593,15.686237999999985,0.7767090000000003,28.198057000000002,0.0739089999999969,12.724013000000049,5.658242000000044,0,826,826,0.03508771925427604,826,798,2593,243,5,21/07/13,10000,1,0.8,4,34522,20392,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_081,40,4,50.38936719484627,49.854953,9.380743000000002,6.275668000000053,1.8395490000000052,40.383915,0.0769030000000015,5.377176999999968,2.165593999999942,0,564,564,0.03676470581477076,564,544,1138,383,9,21/07/13,10000,1,0.8,4,36966,6002,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_016,40,4,50.88092118874192,48.246158,21.282853,8.949400000000097,1.2032689999999988,26.891768,0.0634920000000001,8.834981000000106,3.242061000000035,0,21493,21493,0.00041891640288498804,21493,21484,1934,283,31,21/07/13,10000,1,0.8,4,34062,2429,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_056,40,4,52.6497671213001,52.061063,17.371457,14.624429999999997,0.7902100000000019,34.607504,0.0752340000000018,11.675252000000043,4.949241000000029,0,826,826,0.03508771925427604,826,798,2667,266,5,21/07/13,10000,1,0.8,4,34522,20604,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_041,40,4,53.54943260550499,52.353986,21.016249,11.896116999999979,2.081755000000001,31.237209,0.09220300000000137,11.122138999999883,5.617072000000324,0,17685,17685,0.0028921401835719555,17685,17634,1383,304,4,21/07/13,10000,1,0.8,4,36340,7434,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_081,40,4,53.77912884298712,53.374916999999996,5.393097999999995,3.6261659999999836,1.1160499999999942,47.915409000000004,0.05870300000000128,3.1540989999998956,1.2349049999999693,0,564,564,0.03676470581477076,564,544,1043,301,9,21/07/13,10000,1,0.8,4,36966,5883,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_036,40,4,55.31109790690243,54.279637,14.889893,8.249021000000027,1.2809659999999994,39.293989,0.09156599999999315,7.799394000000028,2.9931439999999725,0,6420,6420,0.010228166796187542,6420,6355,1238,301,4,21/07/13,10000,1,0.8,4,37210,7122,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_121,40,4,61.087247165851295,58.830395,30.514637,13.557944000000028,1.8550509999999996,28.218894,0.09055400000000091,13.407680999999837,5.351761999999919,0,35751,35751,0.0003357676487776444,35751,35739,2131,266,14,21/07/13,10000,1,0.8,4,39702,3366,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_101,50,4,0.18236279767006636,0.15722,0.029257000000000005,0.022810999999999998,0.022814,0.00036399999999999974,0.12417,0.022752999999999995,0.020864999999999995,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,54024,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_101,50,4,0.1891269525513053,0.165878,0.030260999999999982,0.024352000000000013,0.024355000000000016,0.0005479999999999999,0.127552,0.02429300000000001,0.022038000000000002,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,54024,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_106,50,4,0.19475168362259865,0.165867,0.035483000000000015,0.028426000000000007,0.02842800000000001,0.0018290000000000008,0.12298400000000001,0.028368000000000004,0.02610599999999999,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,62788,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_106,50,4,0.24724326096475124,0.221843,0.07833099999999998,0.071351,0.071355,0.0018110000000000001,0.135702,0.071297,0.068628,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,62788,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_026,50,4,38.12948020454496,37.987469,0.8418099999999953,0.8341990000000052,0.8342010000000002,37.01322699999999,0.128382000000002,0.833454000000053,0.07072000000000145,0,54,54,0,54,54,205,205,0,21/07/13,10000,1,0.8,4,47962,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_001,50,4,45.60134458262473,45.195377,11.418257000000004,8.23403099999998,1.9789609999999982,33.623853,0.14614600000000166,7.461793000000007,3.909161999999995,0,785,785,0.010296010282759317,785,777,764,342,3,21/07/13,10000,1,0.8,4,49336,33510,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_026,50,4,37.26793445274234,37.098289,0.7311930000000046,0.7239379999999969,0.723942000000001,36.241644,0.11771600000000149,0.7232759999999985,0.09441699999999997,0,54,54,0,54,54,188,188,0,21/07/13,10000,1,0.8,4,47962,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_001,50,4,47.81641235668212,47.219666999999994,12.624963000000001,8.342841999999983,2.033769999999997,34.449031999999995,0.13866399999999857,7.45378000000008,3.57580700000004,0,785,785,0.010296010282759317,785,777,779,349,3,21/07/13,10000,1,0.8,4,49336,33285,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_016,50,4,42.615298284217715,42.059642000000004,4.921605,2.8415409999999994,1.8123699999999943,37.041884,0.0909860000000009,2.8003499999999875,0.6623079999999746,0,25376,25376,3.940886699352083e-05,25376,25375,449,426,1,21/07/13,10000,1,0.8,4,47444,1206,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_061,40,4,72.22607779223472,70.045093,28.748994000000003,14.85634100000005,1.989325000000001,41.203894,0.08511500000000183,14.11121699999979,5.605267999999974,0,7357,7357,0.005604155275341149,7357,7316,3163,268,14,21/07/13,10000,1,0.8,4,37862,5517,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_021,50,4,44.387764695100486,44.195093,2.7480210000000014,2.7374319999999983,2.7374340000000004,41.319905999999996,0.12339899999999915,2.735941000000068,0.8508509999999632,0,59440,59440,0,59440,59440,460,460,0,21/07/13,10000,1,0.8,4,52568,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_036,40,4,73.49081004690379,71.935624,28.634601999999994,16.49675900000007,1.4635669999999976,43.237554,0.05517000000000394,14.728083999999711,6.657029000000179,0,6420,6420,0.010228166796187542,6420,6355,2285,282,7,21/07/13,10000,1,0.8,4,37210,7092,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_021,50,4,47.14526156894863,46.987342000000005,2.319831999999998,2.311288999999995,2.3112920000000017,44.535762,0.12160399999999782,2.309784000000093,0.7309260000000108,0,59440,59440,0,59440,59440,518,518,0,21/07/13,10000,1,0.8,4,52568,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_061,40,4,77.43056520354003,75.001326,32.451286,15.496533999999905,1.6882109999999955,42.465202000000005,0.07162700000000655,14.706179999999634,6.276683000000219,0,7357,7357,0.005604155275341149,7357,7316,2146,291,12,21/07/13,10000,1,0.8,4,37862,5459,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_016,50,4,57.36391940433532,57.169362,3.1143579999999957,3.1012130000000013,3.1012170000000054,53.942818,0.1064050000000023,3.0995229999999836,1.0387279999999848,0,25376,25376,0,25376,25376,506,506,0,21/07/13,10000,1,0.8,4,47444,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_111,40,4,85.57248927373439,83.552715,38.386531,19.092296000000168,1.212779999999995,45.069061,0.09375100000000458,18.668074999999988,8.481947000000012,0,11263,11263,0.004637887976753667,11264,11212,2687,282,10,21/07/13,10000,1,0.8,4,44202,5702,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_046,50,4,50.35063821915537,49.660295999999995,7.617638999999997,4.402776999999979,2.6002699999999948,41.890851,0.14661900000000117,4.396954000000008,1.096514000000063,0,44455,44455,6.748852694890019e-05,44455,44452,565,465,2,21/07/13,10000,1,0.8,4,53068,2303,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_031,50,4,56.25845700968057,56.085621999999994,1.5308330000000012,1.5241420000000048,1.5241459999999947,54.412214000000006,0.13452099999999945,1.5229199999998713,0.2600929999999906,0,3061,3061,0,3061,3061,314,314,0,21/07/13,10000,1,0.8,4,53666,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_031,50,4,60.10333508718759,59.953791,1.245720999999996,1.2342650000000006,1.2342689999999976,58.551524,0.14837500000000148,1.2332540000000307,0.23624199999999718,0,3061,3061,0,3061,3061,219,219,0,21/07/13,10000,1,0.8,4,53666,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_046,50,4,56.99941879045218,56.283455,9.923264000000003,5.9852600000000535,3.491207000000003,46.202846,0.15004900000000276,5.979432999999979,1.6482669999999686,0,44455,44455,6.748852694890019e-05,44455,44452,531,432,1,21/07/13,10000,1,0.8,4,53068,2077,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_036,50,4,64.60188438277692,64.25426300000001,3.938335000000002,2.7274379999999994,2.1144239999999996,60.173334999999994,0.1336119999999994,2.667535000000072,0.5550630000000183,0,10796,10796,0.00018528812301414784,10796,10794,445,439,1,21/07/13,10000,1,0.8,4,57986,4414,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_001,40,2,26.291847554035485,25.884668,10.115215000000001,7.824183999999997,3.2720249999999993,15.672301,0.09255199999999952,6.575572999999999,2.944485000000011,0,606,606,0.037671232812206794,606,584,995,708,2,21/07/13,10000,1,0.8,4,50934,56616,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_036,50,4,66.60966652072966,66.199673,4.870207999999998,2.687639000000047,1.8667470000000037,61.166697,0.15503100000000103,2.6229570000000564,0.9957930000000417,0,10796,10796,9.26354793800245e-05,10796,10795,294,281,1,21/07/13,10000,1,0.8,4,57986,3407,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_011,50,4,74.60485482215881,73.762783,14.227951999999995,6.993734999999965,1.8698109999999986,59.394792,0.13002299999999423,6.797890000000095,2.3330180000001377,0,12879,12879,0.000621552326888233,12879,12871,566,383,2,21/07/13,10000,1,0.8,4,49196,8576,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_001,40,2,28.56610759627074,28.142910999999998,10.667490999999998,7.429102999999998,1.8040249999999993,17.334852,0.13593200000000039,6.809882999999932,3.947886999999998,0,606,606,0.037671232812206794,606,584,600,319,2,21/07/13,10000,1,0.8,4,50934,34564,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_006,50,4,75.46189961023629,74.68163100000001,16.230831999999992,9.465552999999986,2.1198869999999985,58.314099999999996,0.1298540000000017,9.124174999999887,4.764879999999856,0,8317,8317,0.00228970836318514,8317,8298,731,421,2,21/07/13,10000,1,0.8,4,53944,18968,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_006,40,2,27.35516262985766,26.793408,9.380718000000002,4.6272099999999945,1.7214129999999983,17.265351,0.1440790000000014,4.301667000000052,1.9739660000000363,0,3886,3886,0.0028387096766867848,3886,3875,554,369,2,21/07/13,10000,1,0.8,4,54678,19187,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_006,50,4,77.57251267787069,76.85105399999999,17.30098600000001,10.453659999999992,2.2156830000000056,59.417796,0.12192999999999898,10.081621999999811,5.664679000000099,0,8317,8317,0.00228970836318514,8317,8298,711,429,2,21/07/13,10000,1,0.8,4,53944,19030,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_111,40,4,102.51646503526717,100.078068,38.149792000000005,18.20207699999998,1.6375349999999997,61.799769,0.12550300000000192,17.878612000000096,7.342337000000086,0,11263,11263,0.004548697823354557,11263,11212,2390,212,10,21/07/13,10000,1,0.8,4,44202,5687,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_011,50,4,79.34970703907311,78.302735,18.470738999999995,8.036763999999984,1.5233130000000017,59.713704,0.11313200000000023,7.764599000000182,2.4106889999998913,0,12879,12879,0.000621552326888233,12879,12871,652,356,3,21/07/13,10000,1,0.8,4,49196,8272,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt050_066,50,4,57.80697164591402,57.592287000000006,3.907584,3.892662999999999,3.892667000000003,53.581967000000006,0.09856599999999816,3.8910690000000514,1.0234569999999934,0,23138,23138,0,23138,23138,483,483,0,21/07/13,10000,1,0.8,4,47436,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_051,40,2,0.2649600310251117,0.216763,0.047831999999999986,0.040714,0.040717,0.0004059999999999984,0.164389,0.040658,0.03694800000000001,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,69618,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
wt040_051,40,2,0.28466904629021883,0.240128,0.056748999999999994,0.04613499999999998,0.046138999999999986,0.0010019999999999994,0.173987,0.046073,0.041687999999999975,0,0,0,0,0,0,1,1,0,21/07/13,10000,1,0.8,4,69618,0,8,0.5,true,false,false,0,0,0,0,0,0,0,110,0,0,0
