NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement
wt040_011,40,2,30.71502257604152,30.438352000000002,2.7712730000000008,2.4284289999999977,1.5715080000000015,27.526233999999999,0.13164399999999787,1.3866849999999928,0.7310479999999977,0,9617,9617,0.0026063386152412075,9617,9592,518,270,2,21/06/18,15000,1,0.80000000000000004,4,26561,5709,20,0.20000000000000001,false
wt040_011,40,2,37.575623889453709,37.356462000000001,2.7337069999999954,2.3698819999999898,1.330719000000002,34.488491999999994,0.12603500000000167,1.26680199999997,0.69299500000002467,0,9617,9617,0.0026063386152412075,9617,9592,522,257,1,21/06/18,15000,1,0.80000000000000004,4,26561,5972,20,0.40000000000000002,false
wt040_011,40,2,40.256277183070779,39.967058999999999,4.5336909999999975,3.7861240000000009,1.417660000000005,35.296075000000002,0.12913999999999959,2.4018159999998545,1.494159999999944,0,9617,9617,0.0026063386152412075,9617,9592,764,246,1,21/06/18,15000,1,0.80000000000000004,4,26561,5874,20,0.5,false
wt040_011,40,2,29.855324284173548,29.643463000000001,3.8838769999999982,3.2475049999999932,1.2774239999999999,25.617411000000001,0.13418700000000072,1.7246199999999625,1.0620819999999753,0,9617,9617,0.0026063386152412075,9617,9592,806,242,1,21/06/18,15000,1,0.80000000000000004,4,26561,5941,20,0.59999999999999998,false
wt040_011,40,2,34.389551073312759,34.080565,2.4666889999999988,2.0560910000000057,1.0350409999999997,31.515767,0.093658999999998827,1.2322769999999963,0.66409499999999255,0,9617,9617,0.0026063386152412075,9617,9592,618,247,1,21/06/18,15000,1,0.80000000000000004,4,26561,5754,20,0.80000000000000004,false
wt040_016,40,2,253.64892513211817,250.129245,212.12378800000002,141.28017300000036,2.4772099999999995,37.871383999999999,0.13010100000000335,70.603959000000799,50.832741999999406,0,38356,38356,0.0020639026046434176,38356,38277,37180,388,70,21/06/18,15000,1,0.80000000000000004,4,28623,5581,20,0.20000000000000001,false
wt040_016,40,2,147.58738603256643,145.50518,108.36622599999998,77.193191999999982,2.1751369999999994,37.002349000000002,0.13631999999999778,43.13450599999959,30.978878000000314,0,38356,38356,0.0020639026046434176,38356,38277,18429,349,29,21/06/18,15000,1,0.80000000000000004,4,28623,5611,20,0.40000000000000002,false
wt040_016,40,2,109.07497002184391,107.625011,82.378217000000006,58.145763000000002,1.5666930000000008,25.15239,0.093878000000000128,28.789820999999542,20.731003000000079,0,38356,38356,0.0020639026046434176,38356,38277,18095,370,28,21/06/18,15000,1,0.80000000000000004,4,28623,5608,20,0.5,false
wt040_016,40,2,128.54278654139489,126.907737,98.068947000000009,68.291487999999831,1.9018179999999987,28.736540999999999,0.098076000000002495,33.738416000000257,24.478107000000282,0,38356,38356,0.0020639026046434176,38356,38277,19371,387,23,21/06/18,15000,1,0.80000000000000004,4,28623,5583,20,0.59999999999999998,false
wt040_016,40,2,131.49555101525038,129.78915699999999,90.291440999999992,64.199874000000165,2.4775879999999972,39.357782999999998,0.13538899999999643,34.950837999998491,25.065294999999686,0,38356,38356,0.0020639026046434176,38356,38277,18200,381,30,21/06/18,15000,1,0.80000000000000004,4,28623,5601,20,0.80000000000000004,false
wt040_021,40,2,20.3948496831581,20.236722,1.8943480000000008,1.8892919999999975,1.8892939999999996,18.273422,0.06554699999999869,0.8610489999999551,0.40440100000000356,0,41048,41048,0,41048,41048,586,586,0,21/06/18,15000,1,0.80000000000000004,4,20451,0,20,0.20000000000000001,false
wt040_021,40,2,25.489752007648349,25.270351999999999,1.7913080000000008,1.7858579999999975,1.7858610000000006,23.404328999999997,0.070339000000000595,0.79120399999994717,0.36912399999999579,0,41048,41048,0,41048,41048,626,626,0,21/06/18,15000,1,0.80000000000000004,4,20451,73,20,0.40000000000000002,false
wt040_021,40,2,33.647282985039055,33.445959999999999,2.7276019999999974,2.7187049999999999,2.7187090000000005,30.600425000000001,0.11556699999999864,1.4066650000001175,0.7372800000000197,0,41048,41048,0,41048,41048,665,665,0,21/06/18,15000,1,0.80000000000000004,4,20451,0,20,0.5,false
wt040_021,40,2,30.444699964486063,30.205359999999999,2.2880159999999989,2.2793390000000002,2.2793409999999987,27.830134999999999,0.082926000000000499,1.0293599999999472,0.55602000000000018,0,41048,41048,0,41048,41048,648,648,0,21/06/18,15000,1,0.80000000000000004,4,20451,0,20,0.59999999999999998,false
wt040_021,40,2,21.813056336715817,21.611190000000001,1.9842300000000002,1.978985999999999,1.9789889999999986,19.564043999999999,0.058897000000001754,1.0226059999999286,0.46412999999999016,0,41048,41048,0,41048,41048,619,619,0,21/06/18,15000,1,0.80000000000000004,4,20451,0,20,0.80000000000000004,false
wt040_026,40,2,24.304340735077858,24.08811,0.87453599999999909,0.86923799999999929,0.86924199999999985,23.118670000000002,0.092023000000001076,0.65212400000002191,0.14536999999999622,0,87,87,0,87,87,199,199,0,21/06/18,15000,1,0.80000000000000004,4,29758,0,20,0.20000000000000001,false
wt040_026,40,2,22.842258803546429,22.609247,0.9155760000000015,0.90705199999999664,0.90705600000000075,21.518063999999999,0.17306100000000058,0.69910699999999792,0.19522100000000009,0,87,87,0,87,87,143,143,0,21/06/18,15000,1,0.80000000000000004,4,29758,0,20,0.40000000000000002,false
wt040_026,40,2,23.741752598434687,23.514906,1.0171920000000014,1.0100690000000014,1.0100729999999984,22.355519999999999,0.13331900000000019,0.71160199999996721,0.20992300000000341,0,87,87,0,87,87,194,194,0,21/06/18,15000,1,0.80000000000000004,4,29758,0,20,0.5,false
wt040_026,40,2,24.233687228523195,24.025006999999999,0.84076499999999754,0.83337600000000123,0.83337999999999823,23.052638999999999,0.12337399999999832,0.59465600000000407,0.19966600000000057,0,87,87,0,87,87,158,158,0,21/06/18,15000,1,0.80000000000000004,4,29758,0,20,0.59999999999999998,false
wt040_026,40,2,23.855809559114277,23.567211,1.0331709999999994,1.0241589999999974,1.0241620000000005,22.346688,0.18063199999999924,0.78441800000001649,0.27465200000000323,0,87,87,0,87,87,162,162,0,21/06/18,15000,1,0.80000000000000004,4,29758,0,20,0.80000000000000004,false
wt040_031,40,2,52.616383261047304,52.184169999999995,13.152170000000005,9.9080980000000025,1.9434290000000018,38.860556000000003,0.16708200000000062,6.8018970000001318,4.5739810000000389,0,3812,3812,0.014369345392663825,3812,3758,1420,259,5,21/06/18,15000,1,0.80000000000000004,4,34158,11556,20,0.20000000000000001,false
wt040_031,40,2,48.835945959202945,48.354764999999993,11.339142000000002,8.6693679999999915,1.3209990000000005,36.893095000000002,0.12203499999999678,6.3460319999999655,4.3838339999999931,0,3812,3812,0.014369345392663825,3812,3758,1408,264,5,21/06/18,15000,1,0.80000000000000004,4,34158,11560,20,0.40000000000000002,false
wt040_031,40,2,35.076038228347898,34.831835000000005,7.2984630000000017,5.7168039999999962,1.2097930000000012,27.408839999999998,0.12166099999999958,3.6532929999999979,2.1973039999999742,0,3812,3812,0.014369345392663825,3812,3758,1293,239,3,21/06/18,15000,1,0.80000000000000004,4,34158,10637,20,0.5,false
wt040_031,40,2,49.785199327394366,49.252102000000001,10.958420999999994,8.5574589999999802,1.7430900000000022,38.123981000000001,0.16739499999999907,6.1847640000001292,4.0100090000000392,0,3812,3812,0.014369345392663825,3812,3758,1193,253,3,21/06/18,15000,1,0.80000000000000004,4,34158,10608,20,0.59999999999999998,false
wt040_031,40,2,41.986477644182742,41.458124000000005,14.070506999999999,10.982865999999998,1.3795430000000017,27.246027999999999,0.1326350000000005,8.3402000000000243,5.7518349999998861,0,3812,3812,0.014369345392663825,3812,3758,1384,250,4,21/06/18,15000,1,0.80000000000000004,4,34158,10651,20,0.80000000000000004,false
wt040_036,40,2,89.057113394141197,87.971418,45.916913999999998,33.879181000000102,2.0567339999999987,41.913148,0.14071200000000061,19.956266999999933,13.818736000000264,0,10713,10713,0.0049718574104153975,10713,10660,9834,330,30,21/06/18,15000,1,0.80000000000000004,4,31597,5459,20,0.20000000000000001,false
wt040_036,40,2,125.05245646741241,123.508972,73.387626999999995,51.875863000000031,2.2257190000000051,49.969421000000004,0.14757900000000035,31.255093000000144,22.852034000000302,0,10713,10713,0.0049718574104153975,10713,10660,11786,369,43,21/06/18,15000,1,0.80000000000000004,4,31597,5469,20,0.40000000000000002,false
wt040_036,40,2,112.07238658796996,110.29274599999999,75.955826999999999,53.178332999999903,1.6638239999999982,34.241278999999999,0.094311000000004697,31.251794000000046,22.239965000000176,0,10713,10713,0.0049718574104153975,10713,10660,12329,339,47,21/06/18,15000,1,0.80000000000000004,4,31597,5409,20,0.5,false
wt040_036,40,2,64.75632506236434,64.114336000000009,27.415697999999999,20.699874999999984,1.6860759999999999,36.590944999999998,0.1070619999999991,12.110184000000075,8.0280559999997934,0,10713,10713,0.0049718574104153975,10713,10660,5788,336,13,21/06/18,15000,1,0.80000000000000004,4,31597,5393,20,0.59999999999999998,false
wt040_036,40,2,85.721530094742775,84.602613999999988,39.464921000000004,27.745686000000099,1.321393999999998,45.01661,0.11215200000000181,13.537797000000133,9.3730549999999937,0,10713,10713,0.0049718574104153975,10713,10660,11128,348,41,21/06/18,15000,1,0.80000000000000004,4,31597,5381,20,0.80000000000000004,false
wt040_041,40,2,46.735291684046388,46.465332000000004,2.4488579999999942,2.3413550000000001,2.1331690000000023,43.871414999999999,0.14090900000000062,1.4383070000000302,0.79404799999998943,0,30802,30802,0.0001298785635388701,30802,30798,491,385,1,21/06/18,15000,1,0.80000000000000004,4,30865,1337,20,0.20000000000000001,false
wt040_041,40,2,44.884163228794932,44.605926000000004,3.7925470000000061,3.611941999999992,3.3417149999999936,40.659663000000002,0.15045400000000342,2.0652170000000112,1.0927609999999817,0,30802,30802,0.0001298785635388701,30802,30798,758,599,2,21/06/18,15000,1,0.80000000000000004,4,30865,1224,20,0.40000000000000002,false
wt040_041,40,2,46.065416939556599,45.790610999999998,2.8933490000000006,2.7924300000000031,2.6142719999999997,42.794551999999996,0.10091099999999642,1.582640000000076,0.76674300000005502,0,30802,30802,0.0001298785635388701,30802,30798,596,521,1,21/06/18,15000,1,0.80000000000000004,4,30865,1442,20,0.5,false
wt040_041,40,2,47.502400655299425,47.211366999999996,3.2114390000000057,3.0859090000000009,2.7852959999999953,43.865129999999994,0.13224799999999703,1.803328999999998,1.0000000000000142,0,30802,30802,0.0001298785635388701,30802,30798,601,464,1,21/06/18,15000,1,0.80000000000000004,4,30865,1821,20,0.59999999999999998,false
wt040_041,40,2,33.968789032660425,33.787624000000001,1.2204480000000046,1.1696180000000069,1.0717659999999967,32.469881000000001,0.093613999999995201,0.6913030000000262,0.32416399999999612,0,30802,30802,0.0001298785635388701,30802,30798,429,345,1,21/06/18,15000,1,0.80000000000000004,4,30865,1188,20,0.80000000000000004,false
wt040_046,40,2,28.586345443502069,28.415689,1.1631140000000002,1.1589779999999976,1.1589810000000007,27.195122000000001,0.054830000000002599,0.57046099999999456,0.27965899999999877,0,34146,34146,0,34146,34146,408,408,0,21/06/18,15000,1,0.80000000000000004,4,17388,0,20,0.20000000000000001,false
wt040_046,40,2,33.963854633271694,33.800238999999998,1.6021189999999947,1.5976179999999971,1.5976210000000037,32.122292999999999,0.071706999999996412,0.80073999999999046,0.3596690000000109,0,34146,34146,0,34146,34146,541,541,0,21/06/18,15000,1,0.80000000000000004,4,17388,0,20,0.40000000000000002,false
wt040_046,40,2,34.056564984843135,33.743518999999999,2.3269799999999989,2.3198080000000019,2.3198110000000014,31.309964000000001,0.099736999999997522,1.0097860000000445,0.52237700000002718,0,34146,34146,0,34146,34146,636,636,0,21/06/18,15000,1,0.80000000000000004,4,17388,0,20,0.5,false
wt040_046,40,2,21.739333246834576,21.537068999999999,1.5087679999999999,1.5044559999999976,1.5044579999999996,19.958712999999999,0.064173000000000258,0.6908779999999517,0.32879299999999034,0,34146,34146,0,34146,34146,607,607,0,21/06/18,15000,1,0.80000000000000004,4,17388,0,20,0.59999999999999998,false
wt040_046,40,2,21.111371705308557,20.989977,1.3956270000000011,1.3919379999999997,1.3919400000000017,19.532952000000002,0.061388999999998362,0.5963529999999686,0.27810499999999649,0,34146,34146,0,34146,34146,551,551,0,21/06/18,15000,1,0.80000000000000004,4,17388,0,20,0.80000000000000004,false
wt040_051,40,2,0.21268559247255325,0.176785,0.041260000000000019,0.035171999999999981,0.035173999999999983,0.00034300000000000129,0.131741,0.035040000000000016,0.025835999999999998,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,34810,0,20,0.20000000000000001,false
wt040_051,40,2,0.21090882923454046,0.17866500000000002,0.04359200000000002,0.038174000000000013,0.038175999999999988,0.00034200000000000029,0.131246,0.038065999999999989,0.027681000000000011,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,34810,0,20,0.40000000000000002,false
wt040_051,40,2,0.20382670965045691,0.17710699999999999,0.045450000000000018,0.039812000000000014,0.039814999999999989,0.00025599999999999928,0.12778999999999999,0.039698999999999984,0.02876200000000001,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,34810,0,20,0.5,false
wt040_051,40,2,0.21366640459746122,0.18920300000000001,0.041063999999999989,0.035819000000000017,0.035822999999999994,0.00034000000000000002,0.144314,0.035682999999999993,0.026261000000000007,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,34810,0,20,0.59999999999999998,false
wt040_051,40,2,0.20088210701942444,0.174266,0.041327000000000003,0.034781000000000006,0.034783000000000008,0.00026200000000000008,0.12884599999999999,0.034640000000000004,0.025315000000000004,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,34810,0,20,0.80000000000000004,false
wt040_056,40,2,39.011079131625593,38.737394000000002,4.3541720000000055,3.0136070000000217,1.327727000000003,34.237606,0.14244899999999916,2.124108000000021,1.2775359999999907,0,1279,1279,0.0055031446497616782,1279,1272,464,225,4,21/06/18,15000,1,0.80000000000000004,4,31487,14109,20,0.20000000000000001,false
wt040_056,40,2,31.297549076378345,31.073855999999999,2.5468190000000028,2.0251549999999945,1.0978549999999991,28.412925000000001,0.10901400000000194,1.4880440000000377,0.78133699999999706,0,1279,1279,0.0055031446497616782,1279,1272,430,235,3,21/06/18,15000,1,0.80000000000000004,4,31487,14105,20,0.40000000000000002,false
wt040_056,40,2,37.578518686816096,37.363023999999996,3.0974229999999991,2.2933370000000082,1.2615539999999967,34.101810999999998,0.1593030000000013,1.5986299999999716,0.86588500000002711,0,1279,1279,0.0055031446497616782,1279,1272,396,218,3,21/06/18,15000,1,0.80000000000000004,4,31487,14168,20,0.5,false
wt040_056,40,2,37.02941990736872,36.785888999999997,3.1762760000000014,2.3576189999999997,1.3122609999999995,33.462316999999999,0.14282299999999992,1.627217999999985,0.93356699999999648,0,1279,1279,0.0055031446497616782,1279,1272,371,231,3,21/06/18,15000,1,0.80000000000000004,4,31487,14112,20,0.59999999999999998,false
wt040_056,40,2,25.613547008484602,25.443106,2.4013119999999972,1.8650930000000017,0.92158200000000079,22.941737,0.095068999999998738,1.4143190000000132,0.74763199999999586,0,1279,1279,0.0055031446497616782,1279,1272,394,201,3,21/06/18,15000,1,0.80000000000000004,4,31487,14128,20,0.80000000000000004,false
wt040_061,40,2,385.65050717070699,379.834,328.63206300000002,227.22852499999911,1.8190759999999955,51.088004000000005,0.1104350000000025,115.89531700000246,82.582217999997951,0,11488,11488,0.016457264199570228,11488,11302,63335,326,89,21/06/18,15000,1,0.80000000000000004,4,34784,10211,20,0.20000000000000001,false
wt040_061,40,2,321.43533992860466,316.640672,264.60002300000002,188.04857299999998,2.3852310000000045,51.855334999999997,0.18016599999999983,95.858307000002782,67.720851000003336,0,11488,11488,0.016457264199570228,11488,11302,60535,335,99,21/06/18,15000,1,0.80000000000000004,4,34784,10306,20,0.40000000000000002,false
wt040_061,40,2,191.90979377925396,189.68401700000001,136.84523899999999,102.48531500000016,3.0424730000000011,52.670563000000001,0.15997600000000034,64.543865000001603,45.508425999999723,0,11488,11488,0.016457264199570228,11488,11302,23221,363,25,21/06/18,15000,1,0.80000000000000004,4,34784,10286,20,0.5,false
wt040_061,40,2,400.89527898840606,395.38025500000003,340.767742,249.22294400000015,2.8095590000000001,54.429659000000001,0.17615800000000092,143.06585300000319,99.63195799999869,0,11488,11488,0.016457264199570228,11488,11302,64315,368,88,21/06/18,15000,1,0.80000000000000004,4,34784,10285,20,0.59999999999999998,false
wt040_061,40,2,438.66232306882739,431.62336999999997,381.36359499999998,268.30077399999942,2.681356000000001,50.090304000000003,0.1683969999999988,129.83002000000153,89.273024999992032,0,11488,11488,0.016457264199570228,11488,11302,95658,337,159,21/06/18,15000,1,0.80000000000000004,4,34784,10171,20,0.80000000000000004,false
wt040_066,40,2,1377.163910780102,1355.808442,1327.0831070000002,944.47704500000361,2.3205109999999998,28.577943999999999,0.14379600000000181,533.96715099992957,407.96063900001712,0,35279,35279,0.0042413891259823113,35279,35130,266791,401,483,21/06/18,15000,1,0.80000000000000004,4,34477,8334,20,0.20000000000000001,false
wt040_066,40,2,1275.0277029871941,1256.487928,1210.1847029999999,871.07311700000116,3.8987540000000038,46.103125000000006,0.19545399999999802,494.93023399995207,373.38844499998794,0,35279,35279,0.0042413891259823113,35279,35130,239325,381,416,21/06/18,15000,1,0.80000000000000004,4,34477,8428,20,0.40000000000000002,false
wt040_066,40,2,1441.6883680121973,1420.6410680000001,1374.434348,982.60560600000326,3.3728829999999945,46.012971999999998,0.18892699999999962,555.32690800000751,422.80387499999028,0,35279,35279,0.0042413891259823113,35279,35130,269621,364,469,21/06/18,15000,1,0.80000000000000004,4,34477,8456,20,0.5,false
wt040_066,40,2,532.21463702339679,526.04184900000007,497.353723,368.99494800000019,2.3149759999999979,28.538363,0.14583199999999863,234.42465100000231,176.87537700000087,0,35279,35279,0.0042413891259823113,35279,35130,66604,373,108,21/06/18,15000,1,0.80000000000000004,4,34477,8430,20,0.59999999999999998,false
wt040_066,40,2,715.53787374123931,701.65486499999997,670.31554499999993,455.2518869999987,2.0841109999999965,31.201872000000002,0.13386000000000209,265.45465200001075,195.3439089999938,0,35279,35279,0.0042413891259823113,35279,35130,125738,373,418,21/06/18,15000,1,0.80000000000000004,4,34477,8246,20,0.80000000000000004,false
wt040_071,40,2,40.205836675129831,39.674432000000003,15.154670999999997,11.399827000000016,1.5431779999999975,24.418519,0.096990999999999161,4.8852709999999568,2.8747800000000723,0,47952,47952,0.00035464691769365503,47952,47935,4727,434,5,21/06/18,15000,1,0.80000000000000004,4,25074,2677,20,0.20000000000000001,false
wt040_071,40,2,60.176991206593812,59.512681999999998,22.354134000000002,16.15674700000001,1.9199329999999932,37.045088999999997,0.10912600000000339,6.8742139999998884,4.5047369999998281,0,47952,47952,0.00035464691769365503,47952,47935,7019,445,10,21/06/18,15000,1,0.80000000000000004,4,25074,2532,20,0.40000000000000002,false
wt040_071,40,2,47.348491092212498,47.004080999999999,8.8196790000000007,7.0141490000000246,2.7618629999999982,38.036723000000002,0.14352699999999885,3.5627540000000764,2.2771769999999876,0,47952,47952,0.00035464691769365503,47952,47935,1738,463,2,21/06/18,15000,1,0.80000000000000004,4,25074,2240,20,0.5,false
wt040_071,40,2,30.429259336553514,30.221306999999999,6.1928289999999997,5.1696949999999973,1.7144049999999993,23.928767999999998,0.097926000000001068,2.0593609999999529,1.1699429999999538,0,47952,47952,0.00035464691769365503,47952,47935,2129,397,2,21/06/18,15000,1,0.80000000000000004,4,25074,2750,20,0.59999999999999998,false
wt040_071,40,2,52.997089594602585,52.156967999999999,26.846370999999998,19.175918000000028,1.9103599999999972,25.221530999999999,0.08481700000000103,9.1653930000004991,5.8696499999999645,0,47952,47952,0.00035464691769365503,47952,47935,6241,482,8,21/06/18,15000,1,0.80000000000000004,4,25074,2407,20,0.80000000000000004,false
wt040_076,40,2,0.16311430837959051,0.13900700000000002,0.028766000000000014,0.024507000000000001,0.024509000000000003,0.00014899999999999983,0.10983699999999999,0.024393000000000012,0.018333999999999989,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,31206,0,20,0.20000000000000001,false
wt040_076,40,2,0.1605777470394969,0.14037100000000002,0.031583,0.027286000000000005,0.027287999999999993,0.0001460000000000003,0.10838,0.027185000000000015,0.020178000000000001,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,31206,0,20,0.40000000000000002,false
wt040_076,40,2,0.16078206617385149,0.14491200000000001,0.030033000000000018,0.026035999999999976,0.026037999999999978,0.00036600000000000001,0.11200500000000001,0.02593100000000001,0.019600000000000006,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,31206,0,20,0.5,false
wt040_076,40,2,0.23231950122863054,0.18824299999999999,0.045385999999999982,0.038497999999999977,0.03850099999999998,0.00053700000000000275,0.14078499999999999,0.038359000000000004,0.029725999999999975,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,31206,0,20,0.59999999999999998,false
wt040_076,40,2,0.17508148588240147,0.153359,0.034683000000000005,0.030271999999999993,0.030274999999999996,0.00066200000000000113,0.11346000000000001,0.030155000000000001,0.022109999999999991,0,0,0,0,0,0,1,1,0,21/06/18,15000,1,0.80000000000000004,4,31206,0,20,0.80000000000000004,false
wt040_081,40,2,73.97437435016036,73.353279000000001,19.383443999999997,14.848751000000007,1.6247469999999993,53.797004000000001,0.16837400000000002,10.196525999999892,7.2490419999999673,0,571,571,0.26607538743663994,571,451,1776,286,8,21/06/18,15000,1,0.80000000000000004,4,33177,12519,20,0.20000000000000001,false
wt040_081,40,2,64.368216510862112,63.798408000000002,20.926859,16.496833000000024,1.8410260000000065,42.692644000000001,0.16994499999999846,12.017847000000032,8.737946999999906,0,571,571,0.26607538743663994,571,451,1810,291,8,21/06/18,15000,1,0.80000000000000004,4,33177,12524,20,0.40000000000000002,false
wt040_081,40,2,84.934936221688986,84.379539000000008,21.413107000000004,16.79217900000009,2.8341159999999945,62.754575000000003,0.20680999999999727,12.011350000000213,8.118013000000019,0,571,571,0.26607538743663994,571,451,1994,319,8,21/06/18,15000,1,0.80000000000000004,4,33177,12578,20,0.5,false
wt040_081,40,2,63.376617866568267,62.795072000000005,19.409762000000001,15.525582999999997,1.6223129999999983,43.270202999999995,0.11277499999999918,11.017681000000159,7.3652380000000051,0,571,571,0.26607538743663994,571,451,1829,300,8,21/06/18,15000,1,0.80000000000000004,4,33177,12555,20,0.59999999999999998,false
wt040_081,40,2,53.898325615562499,53.514630999999994,12.884596999999999,10.311005000000016,1.7446029999999979,40.512653,0.11688399999999888,6.9543210000001352,4.5337489999999647,0,571,571,0.26607538743663994,571,451,1860,292,8,21/06/18,15000,1,0.80000000000000004,4,33177,12587,20,0.80000000000000004,false
wt040_086,40,2,73.04021660797298,72.405692000000002,18.124502,14.039472000000018,3.0894369999999967,54.061627999999999,0.2112070000000017,8.2457689999998891,5.2548329999999126,0,6048,6048,0.0086724482974195379,6048,5996,3679,378,7,21/06/18,15000,1,0.80000000000000004,4,35968,3682,20,0.20000000000000001,false
wt040_086,40,2,100.84058871492743,99.7834,44.189366,32.906395999999944,2.8977490000000046,55.405833000000001,0.17823599999999828,19.265910999999271,13.733503999999947,0,6048,6048,0.0086724482974195379,6048,5996,7959,383,12,21/06/18,15000,1,0.80000000000000004,4,35968,4367,20,0.40000000000000002,false
wt040_086,40,2,83.535877496004105,82.416326999999995,41.979128000000003,31.147425999999939,2.2069929999999971,40.307183999999999,0.12525099999999867,17.642904000000279,12.389132999999553,0,6048,6048,0.0086724482974195379,6048,5996,11628,393,17,21/06/18,15000,1,0.80000000000000004,4,35968,4344,20,0.5,false
wt040_086,40,2,58.439171458594501,57.980190999999998,14.850907999999997,12.028715999999989,4.1560279999999992,42.937944999999999,0.18800300000000192,6.8481310000001585,3.7376479999999717,0,6048,6048,0.0086724482974195379,6048,5996,2515,452,3,21/06/18,15000,1,0.80000000000000004,4,35968,4236,20,0.59999999999999998,false
