NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_006,40,4,1.2152598686516285,1.1911210000000001,0.91786400000000001,0.9113929999999999,0.91139999999999999,0.13150700000000001,0.13162499999999996,0.90956999999999966,0.20761599999999991,0.0021079258001231341,2372,2377,0.0021079258001231341,2377,2372,173,173,0,21/07/09,15,1,0.80000000000000004,4,30492,5706,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_006,40,4,1.3131074728444219,1.2762970000000002,1.069218,1.0652249999999999,1.065232,0.142679,0.06007800000000002,1.063272999999999,0.35783599999999982,0.00084317032004925367,2372,2374,0.00084317032004925367,2374,2372,178,178,0,21/07/09,15,1,0.80000000000000004,4,30492,4791,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_031,40,4,1.2736317655071616,1.225833,0.945303,0.9397009999999999,0.93971300000000002,0.12578699999999998,0.141926,0.93589200000000106,0.19846600000000014,0.01161858973893486,2496,2525,0.01161858973893486,2525,2496,151,151,0,21/07/09,15,1,0.80000000000000004,4,36764,8398,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_101,40,4,0.17434987705200911,0.145563,0.040051000000000003,0.03145400000000001,0.031457000000000013,0.00022900000000000004,0.105238,0.031414999999999985,0.028796999999999989,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,38696,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_106,40,4,0.14611225016415119,0.12900600000000001,0.030033000000000004,0.026303000000000007,0.02630600000000001,0.00042499999999999916,0.094786999999999996,0.026264999999999997,0.024129999999999985,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,42798,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_101,40,4,0.23516557458788157,0.20361299999999999,0.049554999999999988,0.046231999999999995,0.046235999999999999,0.0012560000000000002,0.14776500000000001,0.046119000000000021,0.041145000000000015,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,38696,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_011,40,4,1.4147495804354548,1.378959,1.2212460000000001,1.2177560000000001,1.217762,0.089907000000000001,0.063736999999999988,1.2157169999999999,0.28256599999999982,0.0020924149952759518,5735,5747,0.0020924149952759518,5747,5735,214,214,0,21/07/09,15,1,0.80000000000000004,4,31256,5121,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_011,40,4,1.529036414809525,1.4807300000000001,1.3267789999999999,1.323261,1.3232680000000001,0.080073000000000005,0.065727999999999995,1.3215379999999999,0.60864200000000002,0.00034873583254599197,5735,5737,0.00034873583254599197,5737,5735,202,202,0,21/07/09,15,1,0.80000000000000004,4,31256,3836,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_106,40,4,0.2008663946762681,0.184618,0.05016000000000001,0.042221999999999982,0.042227999999999988,0.0013889999999999996,0.12826300000000002,0.042152999999999996,0.038674999999999987,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,42798,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_031,40,4,1.5302922623232007,1.490351,1.185554,1.1781470000000001,1.178159,0.12848200000000001,0.16799700000000004,1.1731619999999989,0.33430899999999997,0.020432692299506134,2496,2547,0.020432692299506134,2547,2496,164,164,0,21/07/09,15,1,0.80000000000000004,4,36764,10566,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_046,40,4,1.5092345392331481,1.456888,1.2997369999999999,1.296351,1.2963560000000001,0.062379999999999998,0.089505999999999988,1.2945320000000007,0.21375599999999967,0.00010458063166154671,19124,19126,0.00010458063166154671,19126,19124,350,350,0,21/07/09,15,1,0.80000000000000004,4,26098,1050,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_046,40,4,1.5531366989016533,1.5254370000000002,1.4102619999999999,1.4084099999999999,1.4084139999999998,0.048173999999999995,0.058824000000000001,1.406537000000001,0.25666799999999956,5.2290315830773354e-05,19124,19125,5.2290315830773354e-05,19125,19124,393,393,0,21/07/09,15,1,0.80000000000000004,4,26098,820,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_036,40,4,1.7081142868846655,1.6641790000000001,1.41282,1.4081219999999999,1.408134,0.091398999999999994,0.151869,1.4033760000000022,0.28943799999999975,0.015263571988156794,6355,6452,0.015263571988156794,6452,6355,246,246,0,21/07/09,15,1,0.80000000000000004,4,37212,9941,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_081,40,4,1.5479535255581141,1.503301,1.316371,1.3141099999999999,1.3141150000000001,0.075660000000000005,0.10663000000000002,1.310903999999999,0.19957000000000003,0.099999999814814819,540,594,0.099999999814814819,594,540,252,252,0,21/07/09,15,1,0.80000000000000004,4,36966,9498,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_036,40,4,1.9331986624747515,1.8971709999999999,1.629632,1.6243669999999999,1.6243729999999998,0.142957,0.116506,1.6213700000000013,0.64668100000000051,0.011644374506428894,6355,6429,0.011644374506428894,6429,6355,218,218,0,21/07/09,15,1,0.80000000000000004,4,37212,8417,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_086,40,4,1.5518997320905328,1.5013820000000002,1.1254379999999999,1.1198229999999998,1.1198290000000002,0.17479,0.193268,1.1180510000000008,0.19476000000000004,0.0097478279275804557,4719,4765,0.0097478279275804557,4765,4719,253,253,0,21/07/09,15,1,0.80000000000000004,4,37700,4357,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_066,40,4,1.9486474609002471,1.893249,1.5614980000000001,1.5555759999999998,1.5555849999999998,0.11609900000000001,0.20774099999999998,1.552839000000003,0.35939400000000044,0.0016298710919331323,20247,20280,0.0016298710919331323,20280,20247,311,311,0,21/07/09,15,1,0.80000000000000004,4,38538,5855,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_041,40,4,2.2970586577430367,2.2570549999999998,2.0598140000000003,2.0546959999999999,2.0547029999999999,0.087908,0.10115300000000001,2.052560999999999,1.208561,0.0029490160492854863,17633,17685,0.0029490160492854863,17685,17633,236,236,0,21/07/09,15,1,0.80000000000000004,4,36346,7312,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_021,40,4,2.3615969521924853,2.3041119999999999,2.1690779999999998,2.166731,2.1667339999999999,0.072871999999999992,0.054125999999999994,2.1647990000000008,1.112035000000001,0.00035098495150480478,22793,22801,0.00035098495150480478,22801,22793,318,318,0,21/07/09,15,1,0.80000000000000004,4,26756,3260,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_021,40,4,2.4186914907768369,2.3749219999999998,2.2351670000000001,2.2308599999999998,2.230864,0.073758999999999991,0.053484999999999991,2.2294250000000009,1.3424740000000002,0.00039485807044290535,22793,22802,0.00039485807044290535,22802,22793,264,264,0,21/07/09,15,1,0.80000000000000004,4,26756,3416,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_081,40,4,2.1394622111693025,2.0984599999999998,1.857051,1.8534269999999999,1.8534349999999999,0.084021999999999999,0.14539099999999999,1.8482859999999979,0.28283199999999975,0.13518518493484225,540,613,0.13518518493484225,613,540,304,304,0,21/07/09,15,1,0.80000000000000004,4,36966,11667,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_086,40,4,2.0868412749841809,2.0182379999999998,1.68174,1.6773030000000002,1.677311,0.121643,0.20631099999999999,1.6745950000000016,0.3257420000000002,0.017800381432973005,4719,4803,0.017800381432973005,4803,4719,328,328,0,21/07/09,15,1,0.80000000000000004,4,37700,7001,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_061,40,4,2.5376442689448595,2.4287730000000001,2.1542859999999999,2.1481159999999999,2.148129,0.10762200000000002,0.15484700000000001,2.1444659999999995,0.53441699999999992,0.010936431987568497,7315,7395,0.010936431987568497,7395,7315,278,278,0,21/07/09,15,1,0.80000000000000004,4,37862,9044,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_016,40,4,2.648872465826571,2.569286,2.2964460000000004,2.2886419999999998,2.288646,0.13569499999999998,0.133274,2.2870590000000011,1.431012999999999,0.0006051014708338716,21484,21497,0.0006051014708338716,21497,21484,261,261,0,21/07/09,15,1,0.80000000000000004,4,34062,3224,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_066,40,4,2.5662528835237026,2.5174560000000001,2.2405919999999999,2.2361249999999999,2.2361339999999998,0.062740999999999991,0.20532699999999998,2.2333530000000006,0.59018099999999984,0.0016792611250220151,20247,20281,0.0016792611250220151,20281,20247,324,324,0,21/07/09,15,1,0.80000000000000004,4,38538,6011,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_071,40,4,2.6019946066662669,2.5255359999999998,2.3060650000000003,2.3007900000000001,2.3007939999999998,0.066030999999999992,0.14999599999999999,2.2984840000000046,0.87868699999999977,0.00052356020940450411,26740,26754,0.00052356020940450411,26754,26740,340,340,0,21/07/09,15,1,0.80000000000000004,4,33852,3563,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_061,40,4,2.6968360133469105,2.6275919999999999,2.3986700000000001,2.3913630000000001,2.391378,0.096944000000000016,0.12027700000000002,2.3886590000000023,1.2866550000000003,0.012030075186325349,7315,7403,0.012030075186325349,7403,7315,250,250,0,21/07/09,15,1,0.80000000000000004,4,37862,9673,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_091,40,4,1.9022966008633375,1.8406940000000001,1.67235,1.6696949999999999,1.6697029999999999,0.047900999999999999,0.11972000000000001,1.6668920000000014,0.42492199999999974,0.0048852606540537849,15557,15633,0.0048852606540537849,15633,15557,298,298,0,21/07/09,15,1,0.80000000000000004,4,38682,8773,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_016,40,4,2.9151246603578329,2.8234539999999999,2.6348120000000002,2.6335120000000001,2.6335169999999999,0.087926000000000004,0.096684999999999993,2.6314550000000034,1.3824970000000005,0.00079128653878275527,21484,21501,0.00079128653878275527,21501,21484,294,294,0,21/07/09,15,1,0.80000000000000004,4,34062,3726,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_096,40,4,2.0924412487074733,2.035533,1.891969,1.8895929999999999,1.889597,0.028490999999999995,0.11031099999999999,1.8878320000000015,0.71907900000000025,0.00016544421772002855,36266,36272,0.00016544421772002855,36272,36266,322,322,0,21/07/09,15,1,0.80000000000000004,4,36796,2285,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_001,50,4,1.5218414943665266,1.4660979999999999,1.2542469999999999,1.2498419999999999,1.2498530000000001,0.085256999999999999,0.124252,1.24472,0.34254800000000019,0.010296010282759317,777,785,0.010296010282759317,785,777,166,166,0,21/07/09,15,1,0.80000000000000004,4,49336,25081,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_001,50,4,1.5641061924397945,1.520869,1.1968130000000001,1.192253,1.192261,0.079052999999999998,0.236765,1.1871749999999994,0.32659100000000019,0.014157014138794062,777,788,0.014157014138794062,788,777,162,162,0,21/07/09,15,1,0.80000000000000004,4,49336,25611,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_051,50,4,0.3322537625208497,0.290854,0.082448999999999967,0.069723000000000007,0.069727000000000011,0.0019300000000000012,0.20171800000000001,0.069645000000000012,0.064547999999999967,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,50386,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_071,40,4,3.190047743730247,3.1009880000000001,2.869777,2.8644919999999998,2.8644970000000001,0.070216000000000001,0.15369700000000003,2.8624789999999973,1.4442370000000002,7.4794315629214865e-05,26740,26742,7.4794315629214865e-05,26742,26740,371,371,0,21/07/09,15,1,0.80000000000000004,4,33852,988,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_111,40,4,1.9181795502081513,1.8768580000000001,1.6924670000000002,1.689379,1.6893880000000001,0.060571000000000007,0.11629400000000001,1.6869069999999975,0.39173800000000003,0.0055297895107447566,11212,11274,0.0055297895107447566,11274,11212,271,271,0,21/07/09,15,1,0.80000000000000004,4,44202,6662,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_051,50,4,0.29647807031869888,0.26176300000000002,0.076565999999999995,0.063406999999999991,0.063412000000000024,0.00055000000000000014,0.17659,0.063299999999999995,0.057390000000000024,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,50386,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_041,40,4,3.3692849259823561,3.2558849999999997,3.0444260000000001,3.0403790000000002,3.0403880000000001,0.097858000000000001,0.10534900000000001,3.0375770000000011,1.7218769999999999,0.0036862700616068582,17633,17698,0.0036862700616068582,17698,17633,265,265,0,21/07/09,15,1,0.80000000000000004,4,36346,8245,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_091,40,4,2.5562476133927703,2.5095459999999998,2.1892010000000002,2.183322,2.1833330000000002,0.12528799999999998,0.19161600000000001,2.1807790000000016,0.42813300000000065,0.0015427138907538268,15557,15581,0.0015427138907538268,15581,15557,292,292,0,21/07/09,15,1,0.80000000000000004,4,38682,3759,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_096,40,4,2.5197601960971951,2.480111,2.2156420000000003,2.2105420000000002,2.210547,0.060139000000000005,0.20116099999999998,2.2084889999999948,0.88160799999999973,8.2722108860014277e-05,36266,36269,8.2722108860014277e-05,36269,36266,309,309,0,21/07/09,15,1,0.80000000000000004,4,36796,1471,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_026,50,4,1.3274706695228815,1.271328,1.0614750000000002,1.0519320000000001,1.0519350000000001,0.057082999999999995,0.14322600000000002,1.0511580000000005,0.1203209999999999,0,54,54,0,54,54,179,179,0,21/07/09,15,1,0.80000000000000004,4,47962,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_006,50,4,2.3017200492322445,2.2647900000000001,1.9481670000000002,1.9475520000000002,1.9475600000000002,0.12032699999999999,0.19247999999999998,1.9425650000000005,0.54220799999999969,0.004699927692853708,8298,8337,0.004699927692853708,8337,8298,253,253,0,21/07/09,15,1,0.80000000000000004,4,53944,16510,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_026,50,4,1.5235877484083176,1.4420660000000001,1.2423200000000001,1.231285,1.2312879999999999,0.052206000000000002,0.143871,1.2303759999999992,0.10915600000000003,0,54,54,0,54,54,207,207,0,21/07/09,15,1,0.80000000000000004,4,47962,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_111,40,4,2.6428264668211341,2.56691,2.2678560000000001,2.2633670000000001,2.2633869999999998,0.10854000000000001,0.18660400000000002,2.2600340000000005,0.59811499999999984,0.0055297895107447566,11212,11274,0.0055297895107447566,11274,11212,271,271,0,21/07/09,15,1,0.80000000000000004,4,44202,6631,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_121,40,4,2.4402657570317388,2.3534110000000004,2.1281179999999997,2.1268859999999998,2.1268910000000001,0.067885000000000001,0.15398200000000001,2.1251769999999972,1.0922759999999996,0.00047567083576832952,35739,35756,0.00047567083576832952,35756,35739,262,262,0,21/07/09,15,1,0.80000000000000004,4,39702,4073,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_116,40,4,2.6064281091094017,2.5538759999999998,2.3634180000000002,2.3591189999999997,2.3591250000000001,0.071171999999999999,0.11459900000000001,2.3554450000000005,0.55260299999999984,0.005663170087800813,15539,15627,0.005663170087800813,15627,15539,288,288,0,21/07/09,15,1,0.80000000000000004,4,39100,9517,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_121,40,4,2.6328606186434627,2.58081,2.4309890000000003,2.4276439999999999,2.427648,0.047759999999999997,0.099126999999999993,2.425915999999996,1.2301599999999997,0.00047567083576832952,35739,35756,0.00047567083576832952,35756,35739,287,287,0,21/07/09,15,1,0.80000000000000004,4,39702,3995,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_076,50,4,0.29795855935662985,0.28206999999999999,0.076026999999999983,0.065320000000000017,0.06532300000000002,0.0014350000000000005,0.19963400000000001,0.06525499999999998,0.057427000000000006,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,60722,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_076,50,4,0.40013863891363144,0.35926900000000001,0.08812800000000004,0.07674700000000001,0.076751000000000014,0.0018729999999999997,0.264656,0.076634999999999953,0.069603999999999999,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,60722,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_116,40,4,2.7656901273876429,2.7438759999999998,2.538856,2.5323829999999998,2.5323920000000002,0.088546,0.11591099999999999,2.5288149999999985,0.52984599999999993,0.003796898127048272,15539,15598,0.003796898127048272,15598,15539,300,300,0,21/07/09,15,1,0.80000000000000004,4,39100,7487,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_006,50,4,2.8413836685940623,2.716383,2.3440570000000003,2.3383530000000001,2.3383639999999999,0.151084,0.21704300000000001,2.3336009999999954,0.60451699999999953,0.0044589057598868513,8298,8335,0.0044589057598868513,8335,8298,286,286,0,21/07/09,15,1,0.80000000000000004,4,53944,14885,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_011,50,4,2.6695173485204577,2.5892209999999998,2.2280630000000001,2.2184449999999996,2.2184560000000002,0.15387500000000001,0.19911799999999999,2.2145919999999997,0.56878600000000068,0.002486209307552932,12871,12903,0.002486209307552932,12903,12871,280,280,0,21/07/09,15,1,0.80000000000000004,4,49196,10589,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_101,50,4,0.36256611440330744,0.33710600000000002,0.084917999999999993,0.070012999999999992,0.070016000000000023,0.0011350000000000006,0.24259599999999998,0.069907000000000052,0.063539999999999985,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,54024,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_031,50,4,2.0921519044786692,2.020451,1.7369749999999997,1.7221639999999998,1.7221670000000002,0.138762,0.13725599999999999,1.7210200000000002,0.38736300000000012,0,3061,3061,0,3061,3061,234,234,0,21/07/09,15,1,0.80000000000000004,4,53668,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_101,50,4,0.29590737540274858,0.25112999999999996,0.06709699999999999,0.058641999999999972,0.058646000000000004,0.0012630000000000002,0.17726599999999998,0.058578000000000019,0.051943999999999962,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,54024,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_056,50,4,1.6393685759976506,1.5939539999999999,1.3469470000000001,1.343588,1.343594,0.068666000000000005,0.16874099999999997,1.3356740000000009,0.27664399999999978,0.065055761960862893,538,573,0.065055761960862893,573,538,178,178,0,21/07/09,15,1,0.80000000000000004,4,52696,23472,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_106,50,4,0.26129939500242472,0.22592799999999999,0.057645000000000002,0.047589999999999993,0.047592999999999996,1.6999999999999654e-05,0.160163,0.047522000000000009,0.041522000000000003,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,62788,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_031,50,4,2.32290178257972,2.2710319999999999,1.8856719999999998,1.872234,1.8722379999999998,0.169985,0.20658300000000002,1.8707419999999986,0.37520900000000035,0,3061,3061,0,3061,3061,245,245,0,21/07/09,15,1,0.80000000000000004,4,53668,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_036,50,4,2.3750204518437386,2.2760220000000002,1.9034820000000001,1.8973629999999999,1.8973719999999998,0.18443700000000002,0.18418500000000002,1.8943539999999999,0.45428300000000033,0.0010190846765778131,10794,10805,0.0010190846765778131,10805,10794,282,282,0,21/07/09,15,1,0.80000000000000004,4,57990,5603,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_106,50,4,0.44646990764886141,0.405719,0.135019,0.11749700000000002,0.11750299999999997,0.002186999999999998,0.26011699999999999,0.11735899999999999,0.10885,0,0,0,0,0,0,1,1,0,21/07/09,15,1,0.80000000000000004,4,62788,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_056,50,4,1.9742240523919463,1.9137949999999999,1.686787,1.6830289999999999,1.683052,0.071068000000000006,0.15226899999999999,1.6703519999999998,0.45808499999999985,0.065055761960862893,538,573,0.065055761960862893,573,538,193,193,0,21/07/09,15,1,0.80000000000000004,4,52696,23334,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_011,50,4,3.4506026478484273,3.3704730000000001,3.0465099999999996,3.0401069999999999,3.0401220000000002,0.13957399999999998,0.17711900000000003,3.0349219999999999,0.94629500000000077,0.0031854556753021942,12871,12912,0.0031854556753021942,12912,12871,307,307,0,21/07/09,15,1,0.80000000000000004,4,49196,11698,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_016,50,4,3.4328796518966556,3.3477650000000003,3.0788920000000002,3.0743119999999999,3.074319,0.116635,0.15140200000000001,3.0717750000000019,1.250464,0.00023646252068115146,25374,25380,0.00023646252068115146,25380,25374,370,370,0,21/07/09,15,1,0.80000000000000004,4,47444,2452,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_036,50,4,2.8176867282018065,2.6731690000000001,2.2633130000000001,2.2569599999999999,2.2569689999999998,0.16662399999999999,0.23581700000000003,2.252132000000004,0.41182199999999947,0.004632203075353696,10794,10844,0.004632203075353696,10844,10794,316,316,0,21/07/09,15,1,0.80000000000000004,4,57990,9942,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_016,50,4,4.1984282461926341,4.1438470000000001,3.8038830000000003,3.7968159999999997,3.7968210000000004,0.12320799999999998,0.20872099999999999,3.7937970000000019,1.3654429999999991,3.9408866993520833e-05,25375,25376,3.9408866993520833e-05,25376,25375,394,394,0,21/07/09,15,1,0.80000000000000004,4,47444,1230,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_081,50,4,2.2273413799703121,2.165826,1.8652820000000001,1.862185,1.862193,0.083447999999999994,0.20923999999999998,1.8560799999999988,0.34347499999999975,0.035564853482081896,478,495,0.035564853482081896,495,478,230,230,0,21/07/09,15,1,0.80000000000000004,4,63324,21492,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
