n,m,NameInstance,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,total_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,scoring_value,use_cpu_time
40,4,wt040_066,19.29569386,19.29654,1.98339,1.3025,1.06055,17.21832,0.08499,1.29999,0.58544,0,20251,20251,0.00019756,20251,20247,276,262,38534,1324,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_071,16.56416052,16.56489,0.96553,0.9474,0.96361,15.50908,0.07088,0.94549,0.34876,0,26740,26740,0,26740,26740,364,364,33852,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_076,0.170171473,0.17018,0.03185,0.01157,0.02982,0.00168,0.11707,0.01151,0.0104,0,0,0,0,0,0,1,1,34098,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_081,29.13450575,29.13579,5.00003,2.7964,0.44877,24.06153,0.06413,2.78014,0.97552,0,564,564,0.044444444,564,540,744,189,36966,5771,0,0,0,0,0,110,0,0,0,10,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_086,29.40250199,29.4038,4.6561,1.94706,0.69481,24.65432,0.08382,1.93955,0.42924,0,4725,4725,0.001907184,4728,4719,416,294,37698,1313,0,0,0,0,0,110,0,0,0,5,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_091,32.41662644,32.41806,12.77437,5.03899,0.99015,19.5464,0.08814,5.02728,1.67026,0,15569,15569,0.000899916,15571,15557,501,244,38682,2400,0,0,0,0,0,110,0,0,0,5,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_096,15.64194102,15.64263,1.05125,1.03218,1.04922,14.50032,0.08221,1.03092,0.59135,0,36266,36266,0,36266,36266,246,246,36790,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_101,0.110090875,0.11009,0.02969,0.01201,0.02788,0.00069,0.07127,0.01196,0.01078,0,0,0,0,0,0,1,1,38696,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_106,0.120547841,0.12055,0.03177,0.01387,0.02974,0.0012,0.07877,0.01381,0.0125,0,0,0,0,0,0,1,1,42798,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_111,49.88903467,49.89127,11.64584,6.36218,1.00534,38.15107,0.08537,6.34252,2.62328,0,11263,11263,0.004548698,11263,11212,1055,226,44202,5849,0,0,0,0,0,110,0,0,0,4,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_116,40.00701062,40.0088,17.97663,9.99229,1.31295,21.96087,0.06252,9.9597,4.01706,0,15566,15566,0.001737564,15566,15539,1846,188,39100,3932,0,0,0,0,0,110,0,0,0,6,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
40,4,wt040_121,49.99729895,49.99954,33.23361,13.78056,1.06953,16.66988,0.08721,13.7215,4.69106,0,35751,35751,0.000335768,35751,35739,3764,186,39702,3061,0,0,0,0,0,110,0,0,0,27,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_001,37.26882768,37.27051,25.25858,20.09483,1.62044,11.74615,0.25482,19.95924,15.08581,0,1268,1268,0.029220779,1268,1232,747,215,86148,51543,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_006,45.81531449,45.81738,25.0092,18.8894,3.08337,20.53224,0.26549,18.78184,10.10904,0,14272,14272,0.000771334,14272,14261,1741,393,95648,25172,0,0,0,0,0,110,0,0,0,2,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_011,32.58346507,32.58493,9.10582,5.61262,2.82261,23.20855,0.25921,5.60206,1.72485,0,23028,23028,0.001217391,23028,23000,704,474,86906,16402,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_016,153.120227,153.12712,129.77124,72.09502,2.51689,23.13661,0.20814,71.84614,22.76923,0,46072,46072,0.00132577,46072,46011,8958,485,76522,12223,0,0,0,0,0,110,0,0,0,17,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_021,25.4056119,25.40676,7.72359,4.63217,3.95005,17.42098,0.2513,4.62283,1.3522,0,111069,111069,1.80E-05,111069,111067,702,667,73642,1849,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_026,13.63290075,13.63352,2.00272,1.97969,1.9966,11.38716,0.23249,1.97565,0.25729,0,26,26,0,26,26,264,264,85442,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_031,88.94043412,88.94444,67.7639,42.84019,2.80066,20.90107,0.26857,42.65359,28.51629,0,5378,5378,0.016827378,5378,5289,2018,386,101260,38544,0,0,0,0,0,110,0,0,0,9,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_036,72.08033792,72.08359,44.06813,29.93238,3.07459,27.73787,0.26565,29.82608,14.42911,0,18956,18956,0.003440792,18956,18891,2841,425,105744,17496,0,0,0,0,0,110,0,0,0,4,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_041,103.0811269,103.08577,77.16517,44.78107,3.03288,25.63942,0.26713,44.66342,22.30139,0,38058,38058,0.002793002,38058,37952,3339,529,100086,16501,0,0,0,0,0,110,0,0,0,5,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_046,51.19809816,51.20041,30.5723,14.55532,3.37605,20.3808,0.23321,14.53418,3.31208,0,82105,82105,0.000255835,82105,82084,1562,686,82358,7772,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_051,0.329701065,0.32971,0.07239,0.0501,0.06778,0.001,0.2439,0.05004,0.04543,0,0,0,0,0,0,1,1,91158,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_056,38.82618996,38.82794,20.14591,14.14573,1.68296,18.43547,0.23427,14.04679,9.02581,0,761,761,0.042465753,761,730,980,228,97306,44551,0,0,0,0,0,110,0,0,0,4,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_061,103.3029279,103.30758,70.53646,47.76019,2.85842,32.47242,0.28576,47.57942,25.5508,0,13682,13682,0.007362686,13682,13582,3343,380,120976,26060,0,0,0,0,0,110,0,0,0,5,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_066,30.28209595,30.28346,4.15513,4.13226,4.15027,25.91641,0.2002,4.12471,1.54505,0,40907,40907,0,40907,40907,685,685,84812,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_071,25.26836657,25.2695,3.54195,3.52044,3.53734,21.48283,0.23312,3.51496,0.87097,0,78532,78532,0,78532,78532,672,672,84552,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_076,0.384397217,0.38441,0.07938,0.05657,0.07329,0.00091,0.29239,0.05652,0.0517,0,0,0,0,0,0,1,1,115642,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_081,26.13773434,26.13891,4.40032,3.52711,3.05553,21.4305,0.29638,3.50663,0.60075,0,542,542,0.007434944,542,538,431,384,121562,53971,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_086,418.7585332,418.7773,382.45749,198.46346,3.30671,36.03715,0.26961,197.82873,77.64375,0,12557,12557,0.023722181,12558,12267,26649,466,113546,29798,0,0,0,0,0,110,0,0,0,58,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_091,128.060021,128.06578,99.75167,46.99784,3.34856,27.97944,0.32104,46.90889,17.53263,0,47349,47349,0.001184108,47349,47293,4717,509,116176,14155,0,0,0,0,0,110,0,0,0,11,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_096,58.01830529,58.02092,32.78107,16.78086,4.70185,24.94346,0.28493,16.74832,5.58429,0,92822,92822,0.000226291,92822,92801,1829,554,101216,6872,0,0,0,0,0,110,0,0,0,5,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_101,0.315273194,0.31529,0.06821,0.04766,0.06382,0.00085,0.23609,0.0476,0.04343,0,0,0,0,0,0,1,1,102596,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_106,0.368728554,0.36874,0.08448,0.0616,0.07723,0.00095,0.27065,0.06153,0.05653,0,0,0,0,0,0,1,1,118156,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_111,43.76583901,43.76781,11.19575,7.70772,4.71696,32.22655,0.33398,7.68441,2.03479,0,15564,15564,0.001351091,15564,15543,1180,571,128610,7877,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_116,191.8613775,191.87,156.74726,84.7925,3.32176,34.8009,0.309,84.5454,29.11962,0,19608,19608,0.004508197,19608,19520,13687,481,99486,16238,0,0,0,0,0,110,0,0,0,28,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,2,wt050_121,32.58021179,32.58168,4.47377,4.44948,4.4665,27.7843,0.31161,4.44128,1.29843,0,41696,41696,0,41696,41696,733,733,99294,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_001,26.30323266,26.3044,4.55558,2.47565,0.87666,21.61959,0.11907,2.46117,0.92556,0,785,785,0.01029601,785,777,339,199,49336,25081,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_006,43.76457716,43.76654,10.90504,6.37244,1.18158,32.73781,0.11381,6.32849,2.52948,0,8317,8317,0.002289708,8317,8298,794,292,53944,13490,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_011,45.64415008,45.6462,12.1418,6.12296,1.17742,33.38118,0.111,6.11101,1.17217,0,12879,12879,0.000621552,12879,12871,559,320,49196,6710,0,0,0,0,0,110,0,0,0,3,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_016,33.80705504,33.80857,4.55466,2.69503,1.8836,29.13554,0.10831,2.69046,0.87736,0,25376,25376,3.94E-05,25376,25375,356,346,47444,921,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_021,24.50265508,24.50375,1.82668,1.80678,1.82337,22.53021,0.13608,1.80419,0.72912,0,59440,59440,0,59440,59440,380,380,52568,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_026,22.87565858,22.87668,0.84162,0.82142,0.83891,21.90539,0.11886,0.81925,0.05072,0,54,54,0,54,54,226,226,47962,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_031,33.36903274,33.37053,1.07999,1.05981,1.07656,32.15362,0.12474,1.05693,0.15602,0,3061,3061,0,3061,3061,262,262,53666,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_036,43.59417039,43.59614,5.51839,2.786,1.15873,37.93631,0.13081,2.77909,0.46711,0,10796,10796,0.000185288,10796,10794,315,283,57986,4332,0,0,0,0,0,110,0,0,0,2,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_041,55.87510811,55.87763,25.57813,14.97953,2.99729,30.13984,0.14909,14.94377,6.73086,0,21806,21806,0.001055869,21806,21783,1743,212,59314,6630,0,0,0,0,0,110,0,0,0,4,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_046,29.75832118,29.75966,5.91579,3.75324,2.12548,23.69565,0.13709,3.74685,0.92195,0,44455,44455,6.75E-05,44455,44452,602,433,53068,2023,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_051,0.176962079,0.17697,0.04205,0.02328,0.03971,0.0012,0.12205,0.02323,0.02066,0,0,0,0,0,0,1,1,50386,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_056,33.31275155,33.31426,8.68004,5.76315,0.67648,24.51163,0.10958,5.70126,3.1495,0,570,570,0.059479554,570,538,791,191,52696,23150,0,0,0,0,0,110,0,0,0,4,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_061,170.1579036,170.16559,131.94373,77.12992,1.63387,38.0706,0.14024,76.82661,36.24777,0,7898,7898,0.00611465,7898,7850,5745,302,64786,12298,0,0,0,0,0,110,0,0,0,28,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_066,34.41737587,34.41893,2.12361,2.10194,2.12019,32.17294,0.11145,2.09755,0.63414,0,23138,23138,0,23138,23138,444,444,47436,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_071,80.34008512,80.34372,54.57038,28.17063,1.77254,25.62812,0.13361,28.11564,9.66543,0,42645,42645,0.000469208,42645,42625,2416,331,51240,6240,0,0,0,0,0,110,0,0,0,8,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_076,0.18699724,0.187,0.04364,0.02533,0.04094,0.00116,0.13128,0.02527,0.02303,0,0,0,0,0,0,1,1,60722,0,0,0,0,0,0,110,0,0,0,0,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_081,35.1609255,35.16252,1.73819,1.57521,1.17775,33.27649,0.13702,1.56759,0.39355,0,495,495,0.035564853,495,478,296,250,63324,21492,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_086,82.47350496,82.47724,36.56594,18.90169,1.55518,45.75329,0.14702,18.85455,6.20671,0,8369,8369,0.004923151,8369,8328,1521,316,59906,6420,0,0,0,0,0,110,0,0,0,8,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_091,40.16099709,40.16281,6.43662,3.80138,1.78205,33.55882,0.15558,3.79521,0.945,0,26551,26551,0.000188352,26551,26546,477,325,63460,2474,0,0,0,0,0,110,0,0,0,1,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
50,4,wt050_096,84.10882249,84.11263,43.0282,20.16151,2.59611,40.91236,0.16171,20.12968,5.16388,0,50326,50326,0.000278264,50326,50312,1235,312,58562,4706,0,0,0,0,0,110,0,0,0,7,10/12/2021,7500,1,0.8,3,8,0.7,false,false,false,3,0,false
