NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status
wt040_026,40,2,20.788130211643875,20.387993999999999,0.92403800000000302,0.91614600000000124,0.91614999999999824,19.330372000000001,0.1265459999999976,0.74570100000002526,0.17910399999999527,0,87,87,0,87,87,152,152,0,21/06/30,15000,1,0.80000000000000004,4,29758,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_026,40,2,16.142369591630995,15.916268000000001,0.85443199999999919,0.84942200000000057,0.8494250000000001,14.931535,0.12681100000000001,0.70332199999999823,0.14939099999999961,0,87,87,0,87,87,143,143,0,21/06/30,15000,1,0.80000000000000004,3,29758,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_031,40,2,79.284506304189563,77.605415999999991,37.211967999999992,29.245945999999996,1.8309179999999969,40.171968999999997,0.2180930000000032,26.689940999999983,23.422913000000037,0,3812,3812,0.014369345392663825,3812,3758,1217,254,3,21/06/30,15000,1,0.80000000000000004,4,34158,10617,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_031,40,2,80.586236455477774,79.052922000000009,52.641501000000005,41.32878399999997,1.4155690000000014,26.281323999999998,0.1264630000000011,38.56063900000008,32.800307000000046,0,3812,3812,0.014639339894958921,3812,3757,1588,237,7,21/06/30,15000,1,0.80000000000000004,3,34158,11603,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_036,40,2,169.49137571454048,164.68847500000001,115.81227699999999,67.656137999999899,1.7074239999999961,48.744264999999999,0.12745199999999812,56.513096999999235,48.803714000000241,0,10713,10713,0.0049718574104153975,10713,10660,8881,351,37,21/06/30,15000,1,0.80000000000000004,4,31597,5496,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_036,40,2,136.48665216472,132.572213,94.78387699999999,55.348119000000089,3.4280830000000009,37.658617,0.12024200000000462,46.762735000000212,37.81059400000013,0,10713,10713,0.005160442859339422,10713,10658,7393,315,31,21/06/30,15000,1,0.80000000000000004,3,31597,5467,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_041,40,2,48.308480571955442,47.588850000000001,5.3517949999999956,5.3330219999999997,5.3330270000000013,42.086711999999999,0.1497540000000015,3.8298600000000604,2.4013029999999844,0,30802,30802,0,30802,30802,597,597,0,21/06/30,15000,1,0.80000000000000004,4,30865,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_041,40,2,33.505538701079786,33.031908999999999,4.0890130000000013,4.0810900000000032,4.0810939999999967,28.817634999999999,0.12045000000000172,3.0764969999999607,1.5992500000000014,0,30802,30802,0,30802,30802,590,590,0,21/06/30,15000,1,0.80000000000000004,3,30865,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_046,40,2,22.959956169128418,22.592645999999998,2.2755640000000028,2.2708790000000008,2.2708829999999978,20.251396,0.063645999999998537,1.3862929999999913,0.93683299999998582,0,34146,34146,0,34146,34146,587,587,0,21/06/30,15000,1,0.80000000000000004,4,17388,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_046,40,2,22.794053732417524,22.549851999999998,2.5788800000000016,2.5752889999999979,2.575292000000001,19.905022000000002,0.06421800000000033,1.6881840000000174,0.83209699999999742,0,34146,34146,0,34146,34146,613,613,0,21/06/30,15000,1,0.80000000000000004,3,17388,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_051,40,2,0.24087676405906677,0.20038,0.053539000000000003,0.044360000000000011,0.044364000000000015,0.00024100000000000076,0.142954,0.044289999999999996,0.032451999999999981,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,4,34810,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_051,40,2,0.28755801077932119,0.255243,0.058854000000000017,0.050969000000000014,0.050972000000000017,0.00066500000000000239,0.191022,0.050907000000000008,0.03802699999999995,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,3,34810,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_056,40,2,40.471420343033969,39.930106000000002,3.1943729999999988,2.672032999999999,1.0359890000000007,36.611831000000002,0.11686699999999917,2.2720999999999876,1.4975769999999784,0,1279,1279,0.0055031446497616782,1279,1272,317,218,1,21/06/30,15000,1,0.80000000000000004,4,31487,14104,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_056,40,2,48.948841447010636,48.409077999999994,12.639309999999995,9.9829070000000044,2.1136119999999963,35.610118,0.15276000000000067,9.2171570000000358,6.7599699999999672,0,1279,1279,0.0055031446497616782,1279,1272,435,195,2,21/06/30,15000,1,0.80000000000000004,3,31487,22975,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_061,40,2,397.78120972216129,389.884457,334.78537,208.07128799999944,5.9816720000000032,54.915880000000001,0.17891499999999638,171.67372199999795,135.29286400000041,0,11488,11488,0.01726733374503964,11488,11293,20373,357,43,21/06/30,15000,1,0.80000000000000004,3,34784,10633,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_061,40,2,687.51578010618687,673.323126,627.30216700000005,394.07268899999838,2.5821679999999958,45.901584999999997,0.11291600000000557,317.82161900000847,273.46621800000747,0,11488,11488,0.016457264199570228,11488,11302,41454,342,103,21/06/30,15000,1,0.80000000000000004,4,34784,10229,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_066,40,2,965.05455796420574,948.81223,905.60352399999999,515.54717200000039,7.4701730000000026,43.075488999999997,0.12769899999999978,450.14818900001097,373.69594699999567,0,35279,35279,0.0048706847440791075,35279,35108,35597,341,62,21/06/30,15000,1,0.80000000000000004,3,34477,8953,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_066,40,2,2092.8428340433165,2044.6233540000001,2015.3646189999999,1012.0969719999958,3.1937490000000004,29.123995000000001,0.13123799999999974,847.77901700005054,749.61076900000012,0,35279,35279,0.0042413891259823113,35279,35130,103983,350,374,21/06/30,15000,1,0.80000000000000004,4,34477,8477,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_071,40,2,68.16295721847564,66.114873000000003,30.758993000000004,11.976196000000002,4.3665009999999995,35.201706999999999,0.14929800000000171,8.5323649999997784,6.4307870000000591,0,47952,47952,0.00035464691769365503,47952,47935,2419,469,6,21/06/30,15000,1,0.80000000000000004,4,25074,2757,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_071,40,2,101.56878358591348,97.429635000000005,58.967575000000004,24.924093999999954,5.035457000000001,38.306345999999998,0.15203400000000045,18.670435000000047,13.37001299999983,0,47952,47952,0.000396386622986327,47952,47933,3199,462,11,21/06/30,15000,1,0.80000000000000004,3,25074,3030,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_076,40,2,0.17471297271549702,0.150366,0.031715999999999994,0.026874000000000009,0.026876000000000011,0.00035500000000000115,0.11497599999999999,0.026839000000000002,0.018765999999999977,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,4,31206,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_076,40,2,0.16587155405431986,0.140708,0.03126000000000001,0.026706999999999981,0.026708999999999983,0.00041699999999999897,0.10367599999999999,0.026671,0.019069000000000003,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,3,31206,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_081,40,2,62.407695558853447,61.426628000000001,26.198444000000002,21.671076000000014,1.8716050000000024,35.116068999999996,0.10812100000000413,18.61483599999999,15.740207000000005,0,571,571,0.26607538743663994,571,451,1559,278,9,21/06/30,15000,1,0.80000000000000004,4,33177,12561,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_081,40,2,83.601113012060523,81.438430999999994,46.002176999999996,33.684115000000034,1.9570930000000004,35.285197000000004,0.14719000000000193,29.300327000000038,23.109108000000035,0,571,571,0.27272727212255593,574,451,4033,287,22,21/06/30,15000,1,0.80000000000000004,3,33177,12640,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_086,40,2,65.634658587165177,64.287599,8.1679390000000041,4.0791149999999945,2.309199999999997,55.927326000000001,0.18476100000000173,2.3116270000001009,1.1095959999998755,0,6048,6048,0.0086724482974195379,6048,5996,883,350,2,21/06/30,15000,1,0.80000000000000004,4,35968,4567,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_086,40,2,47.446299818344414,46.620621,9.235122000000004,5.2807019999999909,2.170416000000003,37.256587000000003,0.12536399999999759,3.6436089999999979,1.6217529999999698,0,6048,6048,0.0093457943909636514,6048,5992,1274,365,3,21/06/30,15000,1,0.80000000000000004,3,35968,4369,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_091,40,2,52.130210360512137,51.533306000000003,4.9514919999999947,4.939228,4.9392320000000041,46.373289999999997,0.20450999999999908,3.4218959999999399,2.4094400000000036,0,26075,26075,0,26075,26075,525,525,0,21/06/30,15000,1,0.80000000000000004,4,35659,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_091,40,2,38.171600393950939,37.593120999999996,5.5222339999999974,5.5016909999999939,5.5016960000000026,31.904890000000002,0.16198100000000082,4.3222730000000453,1.8701080000000161,0,26075,26075,0,26075,26075,561,561,0,21/06/30,15000,1,0.80000000000000004,3,35659,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_096,40,2,49.48815908934921,48.470788999999996,12.881945000000002,5.9360100000000031,5.5212649999999996,35.378515,0.20588999999999658,4.42819800000008,3.2718059999999909,0,66116,66116,9.0757827861280327e-05,66116,66110,596,466,2,21/06/30,15000,1,0.80000000000000004,4,31251,1570,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_096,40,2,55.999571388587356,54.172924999999999,22.103674000000005,10.838471000000013,6.4594329999999971,31.943884000000001,0.11645200000000244,8.3375020000002067,4.6660380000000714,0,66116,66116,0.00012101409814060306,66116,66108,1377,560,4,21/06/30,15000,1,0.80000000000000004,3,31251,1657,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_101,40,2,0.29880863893777132,0.25795599999999996,0.055973000000000023,0.047428999999999999,0.047433000000000003,0.00045399999999999954,0.20088699999999998,0.047368000000000021,0.03341999999999995,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,4,37197,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_101,40,2,0.29393765702843666,0.26270300000000002,0.063125999999999988,0.055050000000000016,0.055053999999999964,0.0010040000000000014,0.189863,0.054990000000000011,0.038597999999999993,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,3,37197,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_106,40,2,0.30065313819795847,0.26345000000000002,0.059038000000000007,0.049901000000000001,0.049904000000000004,0.0003309999999999997,0.20316600000000001,0.049845000000000028,0.036334000000000033,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,4,41040,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_106,40,2,0.3110861387103796,0.281223,0.063523999999999969,0.05501700000000001,0.055021000000000014,0.00025000000000000022,0.216839,0.054947999999999997,0.038916999999999979,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,3,41040,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_111,40,2,136.9560687225312,133.46191299999998,75.549350000000004,37.309879999999957,7.153025999999997,57.655822999999998,0.24652500000000543,28.889210999999719,23.846020999999702,0,17936,17936,0.0021791361679511013,17936,17897,4313,396,13,21/06/30,15000,1,0.80000000000000004,4,42861,3390,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_111,40,2,176.22656578943133,171.859714,114.14787799999999,57.524062999999856,6.4769139999999936,57.475877999999994,0.22513500000000164,46.438183000001047,34.193599000000496,0,17936,17936,0.0030197964431819819,17936,17882,7932,400,20,21/06/30,15000,1,0.80000000000000004,3,42861,4021,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_116,40,2,266.900784897618,259.672012,210.08553500000002,115.24753499999979,5.4555390000000017,49.401697999999996,0.1789800000000028,92.559255000000633,71.678167000000627,0,25870,25870,0.0048943443130479202,25870,25744,10999,384,24,21/06/30,15000,1,0.80000000000000004,3,34489,7088,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_116,40,2,279.37694285344332,271.65544799999998,218.46077399999999,103.2936310000002,4.4812219999999954,53.028117000000002,0.16173899999999719,81.893556000001183,69.571049000000187,0,25870,25870,0.0041142679706522951,25870,25764,10247,359,22,21/06/30,15000,1,0.80000000000000004,4,34489,6133,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_121,40,2,53.124718245118856,51.985664999999997,12.543601000000002,7.7632600000000025,7.3353849999999952,39.223773000000001,0.21336800000000267,6.1629259999998922,4.9292430000000422,0,64516,64516,0.00013951974204133629,64516,64507,594,442,1,21/06/30,15000,1,0.80000000000000004,4,34422,1581,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_121,40,2,40.099866379983723,38.732906,14.157579000000002,5.6995800000000045,4.329537000000002,24.440085999999997,0.13431500000000085,4.2678620000000969,2.5058419999999657,0,64516,64516,0.00024806201550003004,64516,64500,1019,426,6,21/06/30,15000,1,0.80000000000000004,3,34422,2515,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_001,40,4,31.564777764491737,31.419129000000002,1.066749999999999,0.71097299999999919,0.48570099999999883,30.300936999999998,0.042854999999999421,0.50028399999999351,0.39282100000000497,0,439,439,0.0022831050176184819,439,438,239,153,2,21/06/30,15000,1,0.80000000000000004,4,14910,5162,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_001,40,4,36.960059341974556,36.804907,0.79301499999999692,0.63324599999999975,0.57738299999999754,35.951816000000001,0.047106999999996901,0.43761700000005987,0.21964600000000445,0,439,439,0.0022831050176184819,439,438,233,195,1,21/06/30,15000,1,0.80000000000000004,3,14910,5162,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_006,40,4,43.901227870956063,43.289113,6.1958569999999966,3.2690470000000147,1.0856449999999995,37.018693999999996,0.066290000000002181,2.5828989999999408,2.2371529999999851,0,2374,2374,0.00084317032004925367,2374,2372,554,173,4,21/06/30,15000,1,0.80000000000000004,4,15247,2708,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_006,40,4,50.560008890926838,49.922243000000002,7.259442,4.4286419999999964,1.041207,42.594568000000002,0.063366999999999507,3.6061680000001601,2.9726450000000071,0,2374,2374,0.00084317032004925367,2374,2372,668,191,4,21/06/30,15000,1,0.80000000000000004,3,15247,2511,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_011,40,4,31.427071697078645,31.190771999999999,1.3925049999999999,0.929037000000001,0.77009900000000187,29.741769000000001,0.047957000000000249,0.65199899999999644,0.52026799999996953,0,5737,5737,0.00034873583254599197,5737,5735,295,213,1,21/06/30,15000,1,0.80000000000000004,4,15629,2025,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_011,40,4,36.135260333307087,35.723047000000001,3.11721,1.5671990000000022,1.404519999999998,32.539131999999995,0.058517000000001929,1.1501320000000135,0.74986100000000988,0,5737,5737,0.00034873583254599197,5737,5735,282,222,2,21/06/30,15000,1,0.80000000000000004,3,15629,1966,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_016,40,4,67.20168296713382,62.271839999999997,24.811613999999999,7.5400979999999507,1.5590999999999937,37.400622000000006,0.051796000000003062,4.9085309999997193,4.0108500000000475,0,21493,21493,0.00041891640288498804,21493,21484,3237,260,75,21/06/30,15000,1,0.80000000000000004,4,17032,1419,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_016,40,4,72.60777547955513,65.42292599999999,37.366439999999997,12.133020999999957,1.6740690000000029,27.998345,0.054099000000000785,8.1962080000003859,6.4465179999998412,0,21493,21493,0.00037235280426472643,21493,21485,5340,226,143,21/06/30,15000,1,0.80000000000000004,3,17032,1289,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_021,40,4,23.37851797696203,23.250913999999998,1.4657079999999993,1.4600620000000006,1.4600650000000002,21.743143,0.031994999999998441,0.93394700000001052,0.67808200000000696,0,22793,22793,0,22793,22793,319,319,0,21/06/30,15000,1,0.80000000000000004,3,13379,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_021,40,4,32.140394520945847,31.980267999999999,1.3221630000000033,1.3140730000000005,1.314076,30.606769,0.043032000000000181,0.87248499999999751,0.71187399999998746,0,22793,22793,0,22793,22793,328,328,0,21/06/30,15000,1,0.80000000000000004,4,13379,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_026,40,4,33.294119468890131,33.165659999999995,0.41760999999999626,0.40981700000000387,0.4098200000000034,32.671931999999998,0.069601000000005797,0.26349000000001865,0.17448400000000674,0,88,88,0,88,88,117,117,0,21/06/30,15000,1,0.80000000000000004,4,16423,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_026,40,4,40.850637084804475,40.682449999999996,0.60531999999999897,0.59817900000000179,0.59818200000000132,40.000194999999998,0.072741000000000611,0.45773399999997366,0.20160000000000622,0,88,88,0,88,88,113,113,0,21/06/30,15000,1,0.80000000000000004,3,16423,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_031,40,4,45.27140118740499,44.887146999999999,6.3344929999999948,5.3129940000000175,0.98224199999999939,38.466695999999999,0.077258000000000493,4.4487969999999848,3.913625999999951,0,2525,2525,0.01161858973893486,2525,2496,530,185,1,21/06/30,15000,1,0.80000000000000004,4,18383,4388,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_031,40,4,51.79790963884443,51.529016999999996,2.1403689999999997,1.5033639999999977,0.82222499999999599,49.323419000000001,0.061060999999995147,1.2154830000000771,0.8795109999999724,0,2525,2525,0.014871382630678706,2525,2488,279,159,1,21/06/30,15000,1,0.80000000000000004,3,18383,4611,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_036,40,4,61.443658158183098,60.606915999999998,13.535921999999999,6.1843940000000046,1.7401480000000049,46.996697000000005,0.066167000000000087,4.597767999999931,3.8676560000000251,0,6420,6420,0.010700236032934659,6423,6355,1256,198,5,21/06/30,15000,1,0.80000000000000004,4,18607,4089,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_036,40,4,70.979957178235054,70.062765999999996,11.775148999999999,6.09407700000002,1.6016040000000018,58.221539,0.058222999999998137,4.7477750000000398,3.8084590000000915,0,6420,6420,0.010705289670858738,6420,6352,1092,182,4,21/06/30,15000,1,0.80000000000000004,3,18607,3917,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_041,40,4,48.956882122904062,48.332240999999996,8.1939780000000013,3.0437850000000068,1.8129789999999986,40.067556000000003,0.062211999999995271,2.4223949999999377,2.0981780000000114,0,17685,17685,0.0029490160492854863,17685,17633,475,166,2,21/06/30,15000,1,0.80000000000000004,4,18174,3893,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_041,40,4,66.250498529523611,64.869141999999997,25.256939999999993,9.7113290000000063,1.8404419999999959,39.537585,0.070543000000000688,7.4294450000000509,5.7989399999999378,0,17685,17685,0.00317658403748502,17685,17629,1197,225,4,21/06/30,15000,1,0.80000000000000004,3,18174,4012,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_046,40,4,23.410978774540126,23.274899999999999,1.0318889999999996,1.0276159999999983,1.0276190000000014,22.201577,0.037424999999998931,0.55951100000002896,0.43781600000001575,0,19124,19124,0,19124,19124,354,354,0,21/06/30,15000,1,0.80000000000000004,4,13050,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_046,40,4,33.439044117927551,33.274721999999997,1.7362810000000017,1.7293520000000022,1.7293549999999982,31.473092999999999,0.06134699999999782,1.0905610000000188,0.68680199999998237,0,19124,19124,0,19124,19124,329,329,0,21/06/30,15000,1,0.80000000000000004,3,13050,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_051,40,4,0.12558436673134565,0.10488699999999999,0.016897999999999996,0.013101000000000002,0.013103000000000004,0.0067510000000000001,0.076466999999999993,0.013064999999999993,0.0086250000000000215,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,3,18529,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_051,40,4,0.15163925569504499,0.13154000000000002,0.020674999999999999,0.014490000000000003,0.014494000000000007,0.0024570000000000008,0.10031200000000001,0.014428999999999997,0.010484999999999994,0,0,0,0,0,0,1,1,0,21/06/30,15000,1,0.80000000000000004,4,18529,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_056,40,4,47.086271069943905,46.545399000000003,12.118790000000004,8.9341830000000115,0.81728400000000079,34.360290000000006,0.054163000000002626,8.059948000000027,6.7678240000000187,0,826,826,0.035087719254276041,826,798,680,128,7,21/06/30,15000,1,0.80000000000000004,3,17262,7457,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_056,40,4,64.390280949883163,63.793423999999995,16.161512000000002,12.730402999999974,1.2400179999999992,47.548091999999997,0.079549000000000092,11.504425999999825,10.512355000000007,0,826,826,0.035087719254276041,826,798,780,116,7,21/06/30,15000,1,0.80000000000000004,4,17262,7759,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_061,40,4,99.001185286790133,96.164557000000002,35.581825999999992,13.443580000000047,1.5561810000000023,60.506138,0.069652000000004932,9.2716210000002661,7.5997179999997115,0,7357,7357,0.005741626793473462,7357,7315,3860,259,26,21/06/30,15000,1,0.80000000000000004,4,18932,2956,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_061,40,4,103.74587914068252,101.063951,40.167658999999993,16.905992000000019,2.7298790000000039,60.804429999999996,0.083981000000001416,12.228078999999994,9.5117510000001388,0,7357,7357,0.0061542669575828405,7357,7312,3211,251,20,21/06/30,15000,1,0.80000000000000004,3,18932,3020,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_066,40,4,48.475596033036709,48.241620000000005,2.2485309999999998,1.682737000000003,1.6613820000000032,45.926363000000002,0.062235000000001151,1.230476000000003,0.81590900000001909,0,20251,20251,0.00019756013235553118,20251,20247,317,297,1,21/06/30,15000,1,0.80000000000000004,3,19270,789,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_066,40,4,49.556429095566273,49.24436,4.0498880000000028,3.2273530000000008,3.0798740000000038,45.081333000000001,0.10459399999999874,2.3043699999999916,1.8694000000000059,0,20251,20251,0.00019756013235553118,20251,20247,356,296,1,21/06/30,15000,1,0.80000000000000004,4,19270,836,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_071,40,4,37.195800822228193,37.084153000000001,2.0120750000000029,2.0066690000000023,2.0066719999999947,35.021766,0.045395999999996661,1.4199080000000635,1.0522920000000013,0,26740,26740,0,26740,26740,297,297,0,21/06/30,15000,1,0.80000000000000004,3,16927,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
wt040_071,40,4,42.022901644930243,41.849418,1.2426960000000022,1.2378110000000007,1.2378140000000002,40.555023999999996,0.046984000000001913,0.78222599999993037,0.59134799999999643,0,26740,26740,0,26740,26740,402,402,0,21/06/30,15000,1,0.80000000000000004,4,16927,0,8,0.20000000000000001,false,0,0,0,0,0,110,0,0
