NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_006,40,4,32.72007170133293,32.651865,0.20791899999999686,0.20483899999999977,0.20484100000000183,32.434419,0.0012380000000007385,0.20432800000000384,0.004249000000001502,0.0008431703200492537,2372,2374,0.0008431703200492537,2374,2372,198,198,0,21/07/08,15000,1,0.8,9,20571,8915,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_076,40,4,0.07714482489973307,0.071518,0.012125999999999998,0.008777999999999994,0.008781999999999998,0.00016700000000000048,0.058787000000000006,0.008739999999999998,0.007890000000000008,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,4,34098,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_076,40,4,0.010862244293093681,0.005147,0.0033489999999999995,0.0013029999999999986,0.0013059999999999999,0.00017,0.0013040000000000005,0.001255000000000001,0.001066000000000001,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,9,20824,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_076,40,4,0.10896729025989771,0.08423,0.036141,0.033971999999999995,0.033976,0.0006610000000000001,0.041789,0.03300499999999999,0.027791000000000003,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,10,388970,21394,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_041,40,4,32.86635964922607,32.765435,1.0806380000000004,1.0733940000000004,1.0733969999999964,31.622192000000002,0.0580449999999999,1.0723130000000296,0.7983710000000066,0.0029490160492854863,17633,17685,0.0029490160492854863,17685,17633,193,193,0,21/07/08,15000,1,0.8,4,36346,7350,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_006,40,4,33.5441754180938,33.455287999999996,0.32120600000000366,0.3185770000000048,0.3185789999999997,33.077523,0.05220100000000372,0.3174120000000187,0.056076000000004456,0.0008431703200492537,2372,2374,0.0008431703200492537,2374,2372,195,195,0,21/07/08,15000,1,0.8,4,30492,5171,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_021,40,4,34.56190766580403,34.422128,0.8355090000000018,0.8284909999999996,0.8284960000000012,33.542974,0.03530999999999551,0.8268409999999875,0.13874899999999712,0,22793,22793,0,22793,22793,304,304,0,21/07/08,15000,1,0.8,10,361208,19840,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_006,40,4,34.97432667762041,34.878218,0.5463140000000024,0.5411860000000033,0.5411909999999978,34.279071,0.0415789999999987,0.5398639999999659,0.12257699999999261,0.0008431703200492537,2372,2374,0.0008431703200492537,2374,2372,133,133,0,21/07/08,15000,1,0.8,10,384303,44311,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_021,40,4,36.611756132915616,36.475675,1.2775430000000014,1.266999999999996,1.2670030000000025,35.132504999999995,0.05353499999999656,1.2660030000000546,0.4449680000000029,0,22793,22793,0,22793,22793,302,302,0,21/07/08,15000,1,0.8,4,26756,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_021,40,4,37.304149453528225,37.129574,1.4710609999999988,1.4692450000000008,1.4692489999999978,35.650636,0,1.468202000000062,0.002863000000004945,4.387504387311885e-05,22792,22793,4.387504387311885e-05,22793,22792,335,335,0,21/07/08,15000,1,0.8,9,19312,415,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_031,40,4,37.356104692444205,37.264079,0.530467999999999,0.5295649999999981,0.5295690000000022,36.729400000000005,0.0015379999999964866,0.529098000000026,0.0035519999999991114,0.014871382630678706,2488,2525,0.014871382630678706,2525,2488,140,140,0,21/07/08,15000,1,0.8,9,23595,8147,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_046,40,4,37.51044582668692,37.338865,0.8671690000000041,0.8611219999999946,0.8611250000000013,36.417217,0.04550000000000409,0.8604269999999659,0.29575100000000276,0,19124,19124,0,19124,19124,263,263,0,21/07/08,15000,1,0.8,4,26098,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_031,40,4,37.829021385870874,37.692432,0.7785909999999987,0.7747349999999997,0.7747420000000034,36.858281,0.05111300000000085,0.7732069999999851,0.049152999999996894,0.01161858973893486,2496,2525,0.01161858973893486,2525,2496,154,154,0,21/07/08,15000,1,0.8,10,439827,70004,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_046,40,4,41.10561300162226,40.949216,1.557844000000003,1.5505539999999982,1.5505569999999977,39.385312,0.0014950000000055752,1.5495850000000218,0.004512000000012506,0,19124,19124,0,19124,19124,317,317,0,21/07/08,15000,1,0.8,9,16137,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_016,40,4,41.33568105567247,41.139632000000006,0.9925879999999978,0.9924719999999994,0.9924749999999989,40.107915999999996,0.03520600000000229,0.9907980000000407,0.14506000000002217,0.0005120566055063747,21482,21493,0.0005120566055063747,21493,21482,288,288,0,21/07/08,15000,1,0.8,10,398064,26239,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_011,40,4,44.778861885890365,44.59081,0.910933,0.9087109999999967,0.9087160000000054,43.628755,0.04684199999999805,0.9070600000000866,0.04712099999999708,0.000348735832545992,5735,5737,0.000348735832545992,5737,5735,259,259,0,21/07/08,15000,1,0.8,10,390292,35980,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_101,40,4,0.08584739360958338,0.07542599999999999,0.01363099999999999,0.010023000000000004,0.010026000000000007,0.0006410000000000009,0.055889,0.009984999999999994,0.008973999999999996,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,4,38696,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_101,40,4,0.010833547450602055,0.006017,0.0035270000000000006,0.0014339999999999995,0.0014370000000000008,0.0003809999999999994,0.000867999999999999,0.0013850000000000008,0.0011789999999999995,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,9,22897,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_101,40,4,0.17710937093943357,0.15229600000000001,0.06421900000000001,0.05898499999999998,0.05899199999999999,0.0004060000000000001,0.087267,0.057813,0.048615000000000005,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,10,426708,23525,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_106,40,4,0.13258771039545536,0.111567,0.021331000000000003,0.015866000000000005,0.015869000000000008,0.0013559999999999996,0.08468099999999999,0.015813000000000008,0.014621000000000009,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,4,42798,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_106,40,4,0.017581282183527946,0.013453999999999999,0.0056170000000000005,0.002319999999999999,0.002323000000000002,0.0016939999999999993,0.002008000000000001,0.002252999999999998,0.0019290000000000036,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,9,22232,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_106,40,4,0.1724260477349162,0.1483,0.06545799999999999,0.05717800000000001,0.05718300000000001,0.0016250000000000014,0.077062,0.056021,0.047313999999999995,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,10,414130,22842,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_041,40,4,47.20207203179598,47.046144,0.7713439999999991,0.7652890000000028,0.7652950000000018,46.236137,0.03641400000000061,0.7638010000000506,0.1855509999999967,0.0028921401835719555,17634,17685,0.0028921401835719555,17685,17634,184,184,0,21/07/08,15000,1,0.8,10,401289,37919,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_056,40,4,47.47010395210236,47.325784,0.2383079999999964,0.23374300000000403,0.23374699999999393,47.080816999999996,0.0019369999999980791,0.23317899999996428,0.002800999999998055,0.03508771925427604,798,826,0.03508771925427604,826,798,155,155,0,21/07/08,15000,1,0.8,9,20384,10431,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_016,40,4,48.36110794078559,48.176902999999996,1.1833900000000028,1.1782260000000022,1.1782300000000063,46.929811,0.055644000000000915,1.176894000000054,0.5094100000000239,0.00041891640288498804,21484,21493,0.00041891640288498804,21493,21484,274,274,0,21/07/08,15000,1,0.8,4,34062,2553,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_031,40,4,48.39877518545836,48.282748999999995,0.37441599999999653,0.3725729999999956,0.37257599999999513,47.848171,0.051841999999993504,0.37080400000007074,0.07243699999999365,0.01161858973893486,2496,2525,0.01161858973893486,2525,2496,197,197,0,21/07/08,15000,1,0.8,4,36764,8366,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_036,40,4,48.670297276228666,48.549983999999995,0.8682170000000013,0.8620109999999954,0.8620140000000021,47.616288999999995,0.06150699999999887,0.8607579999999757,0.4606630000000038,0.010228166796187542,6355,6420,0.010228166796187542,6420,6355,187,187,0,21/07/08,15000,1,0.8,4,37212,7441,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_036,40,4,49.623497436754405,49.491165,0.4750439999999969,0.47062700000000035,0.4706290000000024,49.006956,0.0014369999999956917,0.4701000000000022,0.005999000000002752,0.010705289670858738,6352,6420,0.010705289670858738,6420,6352,198,198,0,21/07/08,15000,1,0.8,9,21035,4581,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_041,40,4,49.683786479756236,49.507439,0.33380000000000365,0.32981800000000305,0.3298210000000026,49.17198,0.0014210000000005607,0.32919600000002447,0.008431000000015842,0.003404255318955787,17625,17685,0.003404255318955787,17685,17625,243,243,0,21/07/08,15000,1,0.8,9,21502,4579,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_056,40,4,52.95974518265575,52.788267,0.32217400000000396,0.3159199999999984,0.315925,52.392449,0.06662999999999641,0.3129869999999926,0.07673700000000139,0.03508771925427604,798,826,0.03508771925427604,826,798,126,126,0,21/07/08,15000,1,0.8,4,34522,14530,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_071,40,4,26.21500185970217,26.140961,0.5689700000000002,0.5682690000000008,0.5682720000000003,25.5716,0,0.567400999999979,0.006537999999999045,0,26740,26740,0,26740,26740,355,355,0,21/07/08,15000,1,0.8,9,18943,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_036,40,4,60.46816599741578,60.29576,0.7309459999999959,0.7255060000000029,0.7255109999999974,59.509706,0.05075499999999522,0.7240790000000175,0.15091999999999928,0.010228166796187542,6355,6420,0.010228166796187542,6420,6355,182,182,0,21/07/08,15000,1,0.8,10,392736,37649,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_066,40,4,33.3981520999223,33.242942,0.9675030000000007,0.9624430000000004,0.962448000000002,32.223349999999996,0.04386000000000223,0.9607249999999681,0.16658100000000076,0.00019756013235553118,20247,20251,0.00019756013235553118,20251,20247,287,287,0,21/07/08,15000,1,0.8,10,402070,23851,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_066,40,4,34.47190451063216,34.390403,1.090958999999998,1.0818390000000022,1.0818420000000017,33.292342,0.002164000000000499,1.0810529999999758,0.021938000000005786,0.00019756013235553118,20247,20251,0.00019756013235553118,20251,20247,239,239,0,21/07/08,15000,1,0.8,9,21541,824,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_096,40,4,27.986145517788827,27.859775,0.894047999999998,0.8892399999999974,0.8892419999999994,26.900643,0.06505699999999948,0.8884320000000159,0.344735,0,36266,36266,0,36266,36266,311,311,0,21/07/08,15000,1,0.8,4,36796,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_071,40,4,34.64571158029139,34.537111,1.2061849999999978,1.1993360000000024,1.1993379999999974,33.241396,0.08551399999999632,1.1981330000000128,0.3561960000000255,0,26740,26740,0,26740,26740,365,365,0,21/07/08,15000,1,0.8,4,33852,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_056,40,4,43.835941455326974,43.72633,0.5839500000000015,0.5804609999999997,0.5804659999999942,43.096485,0.03764199999999818,0.5791670000000124,0.037195000000004086,0.03508771925427604,798,826,0.03508771925427604,826,798,130,130,0,21/07/08,15000,1,0.8,10,380718,132076,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_071,40,4,36.54033754579723,36.411856,0.8555729999999997,0.8505000000000038,0.8505040000000008,35.506555,0.04425499999999971,0.8489340000000425,0.15340799999999888,0,26740,26740,0,26740,26740,278,278,0,21/07/08,15000,1,0.8,10,354238,19461,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_096,40,4,32.60238210018724,32.510313999999994,1.7310300000000005,1.7186530000000033,1.7186580000000014,30.708985000000002,0.06717199999999934,1.7166460000000328,0.26960900000001686,0,36266,36266,0,36266,36266,301,301,0,21/07/08,15000,1,0.8,10,408139,22467,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_081,40,4,42.5431203963235,42.422904,0.378428999999997,0.3742149999999995,0.37421799999999905,42.002626,0.039829000000004555,0.37276699999998897,0.051206999999998004,0.044444444362139915,540,564,0.044444444362139915,564,540,193,193,0,21/07/08,15000,1,0.8,4,36966,5986,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_121,40,4,27.474543012678623,27.425683,0.5540300000000009,0.5497929999999975,0.5497949999999996,26.865242,0.0014559999999974593,0.5491229999999803,0.008454999999997881,0.00044774031060731105,35735,35751,0.00044774031060731105,35751,35735,269,269,0,21/07/08,15000,1,0.8,9,22696,2411,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_066,40,4,48.585309403948486,48.438879,1.6202359999999985,1.6127059999999958,1.6127099999999999,46.724374000000005,0.08874200000000343,1.6115569999999977,0.47876999999999015,0.00019756013235553118,20247,20251,0.00019756013235553118,20251,20247,277,277,0,21/07/08,15000,1,0.8,4,38538,1267,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_091,40,4,41.008366459049284,40.877583,0.37311000000000405,0.36912900000000093,0.36913200000000046,40.498717000000006,0.0014889999999994075,0.36852300000010274,0.008542000000012706,0.001994851994723626,15540,15571,0.001994851994723626,15571,15540,253,253,0,21/07/08,15000,1,0.8,9,21498,2504,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_061,40,4,52.66554069146514,52.508041,1.3563670000000059,1.3510540000000049,1.3510569999999973,51.148964,0.0018890000000055807,1.3501919999999998,0.0037060000000082027,0.007118412045569005,7305,7357,0.007118412045569005,7357,7305,270,270,0,21/07/08,15000,1,0.8,9,20679,3735,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_081,40,4,48.2317846538499,48.131518,0.21106400000000036,0.20407000000000153,0.20407199999999648,47.911172,0.0011799999999979605,0.20369600000000787,0.007643000000008726,0.05027932951530851,537,564,0.05027932951530851,564,537,141,141,0,21/07/08,15000,1,0.8,9,19699,4003,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_061,40,4,55.312524878419936,55.192518,1.3873710000000017,1.3792939999999945,1.3793009999999981,53.718378,0.0815330000000003,1.3775170000000045,0.22345300000000634,0.005604155275341149,7316,7357,0.005604155275341149,7357,7316,207,207,0,21/07/08,15000,1,0.8,10,386286,32120,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_081,40,4,49.24092485103756,49.129974,0.5809059999999988,0.5736399999999975,0.5736449999999991,48.513999000000005,0.03117600000000209,0.5723189999999718,0.08633100000000127,0.03676470581477076,544,564,0.03676470581477076,564,544,147,147,0,21/07/08,15000,1,0.8,10,368119,30673,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_096,40,4,42.10691703017801,41.951603000000006,0.7479359999999957,0.7441619999999958,0.7441659999999999,41.199705,0,0.743059999999943,0.014645999999984838,0.00011030831172824698,36262,36266,0.00011030831172824698,36266,36262,346,346,0,21/07/08,15000,1,0.8,9,21868,1101,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_121,40,4,35.09018995705992,34.966224000000004,1.0955709999999996,1.092641999999998,1.0926449999999974,33.79351,0.07408999999999821,1.091434000000028,0.3965339999999884,0.0003357676487776444,35739,35751,0.0003357676487776444,35751,35739,318,318,0,21/07/08,15000,1,0.8,4,39702,3244,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_091,40,4,47.709051391109824,47.576656,1.3645550000000028,1.3599819999999951,1.3599850000000018,46.13160499999999,0.07612000000000307,1.3588569999999507,0.38188799999998935,0.0007713569453769134,15557,15569,0.0007713569453769134,15569,15557,244,244,0,21/07/08,15000,1,0.8,4,38682,1970,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_061,40,4,58.40332201588899,58.218906999999994,1.3163470000000004,1.3094229999999953,1.3094269999999995,56.811752,0.0900620000000032,1.3074130000000181,0.17861499999999353,0.005741626793473462,7315,7357,0.005741626793473462,7357,7315,268,268,0,21/07/08,15000,1,0.8,4,37862,5544,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_086,40,4,51.79463633149862,51.687449,0.6396569999999997,0.6311259999999947,0.6311299999999989,51.040301,0.0019029999999986558,0.6303450000000694,0.005327999999998667,0.0016959932156675867,4717,4725,0.0016959932156675867,4725,4717,245,245,0,21/07/08,15000,1,0.8,9,20338,845,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_121,40,4,33.99067120812833,33.847091,0.715449999999997,0.7098259999999996,0.7098319999999987,33.06887699999999,0.05454999999999899,0.7082649999999759,0.2301789999999997,0.0003357676487776444,35739,35751,0.0003357676487776444,35751,35739,203,203,0,21/07/08,15000,1,0.8,10,423342,27659,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_116,40,4,41.97494765743613,41.842406000000004,1.3145159999999976,1.308768999999998,1.3087750000000042,40.455718999999995,0.06653099999999768,1.3070650000000157,0.20615200000002432,0.0017375635496661584,15539,15566,0.0017375635496661584,15566,15539,231,231,0,21/07/08,15000,1,0.8,10,378855,27197,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_111,40,4,48.48230319097638,48.36584,0.47718499999999864,0.4750489999999985,0.47505099999999345,47.886099,0,0.4745340000000482,0.007911000000014212,0.007333869957308481,11181,11263,0.007333869957308481,11263,11181,223,223,0,21/07/08,15000,1,0.8,9,22620,4561,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_086,40,4,60.65703103970736,60.473433,1.1432710000000057,1.1326099999999997,1.1326150000000013,59.261969,0.059865000000002055,1.1309310000000323,0.2840579999999804,0.001271455816640929,4719,4725,0.001271455816640929,4725,4719,220,220,0,21/07/08,15000,1,0.8,10,379657,21900,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_116,40,4,50.4940672069788,50.397952000000004,0.7420819999999964,0.7379389999999972,0.7379430000000013,49.596486,0.0536910000000006,0.7367789999999843,0.09241499999999547,0.0017375635496661584,15539,15566,0.0017375635496661584,15566,15539,287,287,0,21/07/08,15000,1,0.8,4,39100,3923,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_091,40,4,61.98290525376797,61.846965000000004,1.3513620000000017,1.3402249999999967,1.3402320000000003,60.415887,0.07431900000000269,1.3385599999999798,0.31597899999999157,0.0007713569453769134,15557,15569,0.0007713569453769134,15569,15557,194,194,0,21/07/08,15000,1,0.8,10,401129,24325,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_001,50,4,42.01469327881932,41.902737,0.13260199999999855,0.1293189999999953,0.12932100000000446,41.764649000000006,0.002141000000001725,0.1289469999999966,0.0029469999999989227,0.010296010282759317,777,785,0.010296010282759317,785,777,131,131,0,21/07/08,15000,1,0.8,9,35675,22838,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_086,40,4,69.11969680339098,68.99229299999999,1.2543909999999983,1.2459799999999888,1.245984000000007,67.641361,0.08825000000000216,1.2447170000001506,0.13641300000000456,0.001271455816640929,4719,4725,0.001271455816640929,4725,4719,268,268,0,21/07/08,15000,1,0.8,4,37700,910,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_001,50,4,45.3647337295115,45.242974,0.6315620000000024,0.6225729999999956,0.6225779999999972,44.482452,0.1253719999999987,0.6181140000000056,0.16222400000000192,0.010296010282759317,777,785,0.010296010282759317,785,777,149,149,0,21/07/08,15000,1,0.8,4,49336,25068,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_051,50,4,0.17586364410817623,0.15168399999999999,0.02327499999999999,0.018325000000000008,0.01832600000000001,0.0015779999999999995,0.121223,0.018302000000000013,0.018275999999999987,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,4,50386,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_051,50,4,0.022019357420504093,0.016408,0.007049,0.003462,0.0034649999999999993,0.0015849999999999996,0.002549000000000001,0.003387000000000001,0.0029190000000000015,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,9,32089,0,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt050_051,50,4,0.32311545219272375,0.26821,0.124883,0.11616099999999999,0.11616700000000002,0.0004449999999999992,0.139089,0.11411199999999999,0.09695300000000001,0,0,0,0,0,0,1,1,0,21/07/08,15000,1,0.8,10,758716,32780,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_111,40,4,59.04568096715957,58.856376,1.0002060000000057,0.994762999999999,0.9947659999999985,57.775646,0.07621799999999723,0.9935350000000227,0.6120719999999835,0.004548697823354557,11212,11263,0.004548697823354557,11263,11212,197,197,0,21/07/08,15000,1,0.8,4,44202,5958,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
wt040_116,40,4,58.43930607102811,58.294597,0.8015480000000039,0.798690999999998,0.7986950000000022,57.486461999999996,0,0.7980430000000212,0.0059279999999759525,0.0026409017711664473,15525,15566,0.0026409017711664473,15566,15525,248,248,0,21/07/08,15000,1,0.8,9,20279,3086,20,0.5,false,false,false,0,0,0,0,0,0,110,0,0,0
