n,m,NameInstance,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,total_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,scoring_value,use_cpu_time
40,4,wt040_031,36.30777739,36.30941,0.43534,0.41815,0.43523,35.78383,0.07185,0.4156,0.01709,0.01161859,2496,2525,0.01161859,2525,2496,183,183,36764,8350,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_031,36.45056341,36.4522,0.63319,0.61643,0.63309,35.72995,0.07046,0.61374,0.01907,0.014871383,2488,2525,0.014871383,2525,2488,177,177,36764,8857,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_031,36.64283615,36.64448,0.19076,0.17304,0.19066,36.43854,0.00135,0.17272,0.00104,0.014871383,2488,2525,0.014871383,2525,2488,144,144,23595,8170,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_041,36.8694954,36.87115,1.25874,1.24139,1.25864,35.52072,0.08292,1.23875,0.02528,0.003176584,17629,17685,0.003176584,17685,17629,270,270,36340,7602,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_031,39.46221566,39.46399,1.67684,1.6492,1.6767,37.66756,0.10291,1.64758,0.04439,0.01161859,2496,2525,0.01161859,2525,2496,170,170,439827,69837,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_016,39.71512864,39.71691,0.80896,0.79028,0.80885,38.82677,0.06952,0.78899,0.02177,0.000372353,21485,21493,0.000372353,21493,21485,240,240,34062,2218,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_036,39.63176237,39.63354,0.49602,0.47749,0.49592,39.05885,0.06993,0.47555,0.0189,0.010228167,6355,6420,0.010228167,6420,6355,191,191,37210,7284,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_036,42.06564381,42.06753,0.35006,0.33242,0.35,41.70759,0.00121,0.332,0.00098,0.01070529,6352,6420,0.01070529,6420,6352,214,214,21035,4625,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_046,20.53047864,20.5314,0.57892,0.56038,0.57829,19.94338,0.00116,0.55969,0.00081,0,19124,19124,0,19124,19124,360,360,16137,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_036,44.1949929,44.19698,0.69685,0.67811,0.69674,43.42051,0.06938,0.67625,0.02018,0.01070529,6352,6420,0.01070529,6420,6352,165,165,37210,7499,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_046,27.2210333,27.22225,1.23763,1.20812,1.23566,25.89482,0.08185,1.20671,0.01133,0,19124,19124,0,19124,19124,323,323,26094,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_036,48.66414791,48.66633,1.08704,1.05644,1.08692,47.47878,0.09176,1.05507,0.04141,0.010228167,6355,6420,0.010228167,6420,6355,107,107,392736,37649,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_046,31.30275134,31.30415,1.7948,1.76221,1.79019,29.43157,0.06961,1.76085,0.03169,0,19124,19124,0,19124,19124,247,247,302760,16577,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_046,32.83027832,32.83175,1.137,1.10783,1.13499,31.60947,0.07727,1.10631,0.01086,0,19124,19124,0,19124,19124,346,346,26094,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_101,0.163554244,0.16356,0.05354,0.02392,0.0509,0.00106,0.1012,0.02384,0.02059,0,0,0,0,0,0,1,1,38696,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_101,0.1612022,0.16121,0.04742,0.01823,0.04469,0.00112,0.10423,0.01815,0.01618,0,0,0,0,0,0,1,1,38696,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_101,0.041251212,0.04125,0.03077,0.00247,0.03031,0.00107,0.00171,0.00235,0.00199,0,0,0,0,0,0,1,1,22897,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_101,0.200724594,0.20073,0.0919,0.05779,0.08527,0.00108,0.09998,0.05657,0.04685,0,0,0,0,0,0,1,1,426708,23525,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_106,0.188538272,0.18855,0.05865,0.02997,0.05587,0.00172,0.11995,0.02989,0.02574,0,0,0,0,0,0,1,1,42798,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_106,0.173804615,0.17381,0.04962,0.02038,0.04683,0.0013,0.11474,0.02031,0.01854,0,0,0,0,0,0,1,1,42798,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_106,0.042555541,0.04256,0.03087,0.0024,0.03026,0.00143,0.00174,0.00227,0.0019,0,0,0,0,0,0,1,1,22232,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_041,37.4587965,37.46048,0.34884,0.33028,0.34874,37.10229,0.00129,0.32988,0.00101,0.003404255,17625,17685,0.003404255,17685,17625,213,213,21502,4556,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_106,0.195929632,0.19594,0.09012,0.05644,0.08362,0.00151,0.09621,0.05527,0.04635,0,0,0,0,0,0,1,1,414130,22842,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_071,22.59136997,22.59238,1.69591,1.67522,1.69213,20.82911,0.0593,1.67382,0.02821,0,26740,26740,0,26740,26740,265,265,354238,19461,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_056,31.32552151,31.32693,0.57736,0.54988,0.57724,30.65075,0.09076,0.54562,0.02997,0.035087719,798,826,0.035087719,826,798,179,179,34522,15124,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_056,31.30208837,31.30349,0.13191,0.11371,0.13184,31.1632,0.00109,0.11349,0.00081,0.035087719,798,826,0.035087719,826,798,89,89,20384,10441,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_071,26.60372878,26.60492,0.52388,0.50544,0.52324,26.07186,0.00119,0.5048,0.00148,0,26740,26740,0,26740,26740,337,337,18943,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_071,29.41365851,29.41498,0.61723,0.59838,0.6156,28.71391,0.07584,0.59736,0.00961,0,26740,26740,0,26740,26740,263,263,33852,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_056,38.26114347,38.26286,0.56396,0.54664,0.56385,37.62577,0.06502,0.54347,0.02238,0.035087719,798,826,0.035087719,826,798,164,164,34522,15126,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_056,37.86620259,37.8679,0.61066,0.59233,0.61054,37.18658,0.06256,0.59115,0.02667,0.035087719,798,826,0.035087719,826,798,94,94,380718,131842,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_071,32.64005504,32.64152,1.06164,1.03147,1.05929,31.46292,0.10865,1.03029,0.01534,0,26740,26740,0,26740,26740,233,233,33852,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_066,35.97038399,35.972,0.9371,0.90904,0.937,34.90596,0.12077,0.90739,0.0212,0.00019756,20247,20251,0.00019756,20251,20247,244,244,38534,1230,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_061,39.89162567,39.89341,0.95513,0.93778,0.95503,38.85863,0.0709,0.93587,0.03186,0.006154267,7312,7357,0.006154267,7357,7312,241,241,37862,5647,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_066,37.61593501,37.61762,0.44873,0.43072,0.44866,37.15938,0.00147,0.43028,0.00104,0.00019756,20247,20251,0.00019756,20251,20247,252,252,21541,866,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_066,40.82112702,40.82296,1.69249,1.66476,1.69237,39.00339,0.11898,1.66266,0.02322,0.00019756,20247,20251,0.00019756,20251,20247,320,320,38534,1233,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_061,41.62877997,41.63065,0.85801,0.82963,0.85788,40.6703,0.09678,0.82712,0.03378,0.005741627,7315,7357,0.005741627,7357,7315,204,204,37862,5708,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_061,42.00804806,42.00993,0.32619,0.30717,0.32614,41.67425,0.00128,0.30681,0.00097,0.007118412,7305,7357,0.007118412,7357,7305,184,184,20679,3792,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_066,42.17669805,42.17859,2.63889,2.60978,2.63876,39.43354,0.09801,2.60813,0.04642,0.00019756,20247,20251,0.00019756,20251,20247,243,243,402070,23769,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_061,44.21646324,44.21844,2.20766,2.17836,2.20752,41.91196,0.09065,2.17683,0.04117,0.005604155,7316,7357,0.005604155,7357,7316,206,206,386286,32556,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_081,38.72426552,38.726,0.6883,0.67045,0.6882,37.96595,0.06305,0.66823,0.02095,0.048327137,538,564,0.048327137,564,538,171,171,36966,6428,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_081,37.97404309,37.97574,0.24327,0.22439,0.24318,37.72221,0.00105,0.22407,0.00093,0.05027933,537,564,0.05027933,564,537,140,140,19699,3981,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_096,30.89077112,30.89215,0.9632,0.93254,0.96013,29.80772,0.11575,0.93122,0.02381,0,36266,36266,0,36266,36266,213,213,36790,0,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_096,27.40674242,27.40797,1.36553,1.34241,1.36048,25.96841,0.06611,1.34098,0.03045,0,36266,36266,0,36266,36266,214,214,408139,22467,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,4,wt040_091,36.35400847,36.35564,1.33794,1.32059,1.33784,34.91178,0.09685,1.31808,0.05519,0.00083569,15556,15569,0.00083569,15569,15556,274,274,38682,1864,0,0,0,0,0,110,0,0,0,0,26/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
