n,m,Inst,first_rel_error_AFBC,first_size_graph_AFBC,gap_AFBC,global_lower_bound_AFBC,global_lowerbound_root_AFBC,global_upper_bound_AFBC,global_upper_bound_root_AFBC,nb_generated_col_AFBC,nb_generated_col_root_AFBC,nb_nodes_explored_AFBC,opt_AFBC,reduction_AFBC,rel_error_AFBC,size_after_reduced_cost_AFBC,tot_bb_AFBC,tot_cputime_AFBC,tot_lb_AFBC,tot_lb_root_AFBC
40,2,71,0.0003546469176936,50128.0,0.0,47952.0,47935.0,47952.0,47952.0,739.0,480.0,2.0,1.0,0.9154963293784811,0.0,4236.0,20.887163,45.639233,7.315220999999994,2.751812000000001
40,2,76,0.0,62410.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999839769,0.0,0.0,0.036171,0.189462,0.0321259999999999,0.0321269999999999
40,2,81,0.2660753874366399,66352.0,0.0,571.0,451.0,571.0,571.0,1785.0,288.0,8.0,1.0,0.6329274174006372,0.0,24356.0,39.46171999999999,78.51008800000001,28.50609999999996,2.416074000000002
40,2,86,0.0086724482974195,71928.0,0.0,6048.0,5996.0,6048.0,6048.0,1216.0,407.0,3.0,1.0,0.8910160160036285,0.0,7839.0,16.333893999999997,44.087542,8.647020000000015,3.5561320000000016
40,2,91,0.0,71306.0,0.0,26075.0,26075.0,26075.0,26075.0,482.0,482.0,0.0,1.0,0.999999999985976,0.0,0.0,3.401054999999996,33.992906,3.387415999999998,3.3874189999999977
40,2,96,9.075782786128031e-05,62500.0,0.0,66116.0,66110.0,66116.0,66116.0,662.0,513.0,1.0,1.0,0.9633439999845865,0.0,2291.0,6.579363999999998,31.491553,4.243305000000014,3.279039000000001
40,2,101,0.0,74392.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999865578,0.0,0.0,0.0385,0.204041,0.0318529999999999,0.0318559999999999
40,2,106,0.0,82078.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999878165,0.0,0.0,0.045905,0.2158749999999999,0.038271,0.0382749999999999
40,2,111,0.0021791361679511,85720.0,0.0,17936.0,17897.0,17936.0,17936.0,2069.0,400.0,7.0,1.0,0.9331311245808082,0.0,5732.0,44.41863000000001,71.81431300000001,16.65862499999997,3.0549730000000004
40,2,116,0.0041142679706522,68976.0,0.0,25870.0,25764.0,25870.0,25870.0,4007.0,366.0,8.0,1.0,0.8297233820339,0.0,11745.0,73.32076799999999,108.608404,30.457240000000027,2.9246320000000026
40,2,121,0.0001395197420413,68842.0,0.0,64516.0,64507.0,64516.0,64516.0,573.0,460.0,2.0,1.0,0.9686383312372007,0.0,2159.0,10.004452999999998,30.638307,4.717055999999957,3.228283000000001
40,4,1,0.0022831050176184,29818.0,0.0,439.0,438.0,439.0,439.0,186.0,140.0,1.0,1.0,0.6651686900306805,0.0,9984.0,0.5114310000000017,25.819978,0.3639349999999979,0.2432900000000017
40,4,6,0.0008431703200492,30490.0,0.0,2374.0,2372.0,2374.0,2374.0,220.0,194.0,1.0,1.0,0.8304690062043139,0.0,5169.0,1.6820100000000051,34.375649,0.9640219999999928,0.5827740000000006
40,4,11,0.0003487358325459,31252.0,0.0,5737.0,5735.0,5737.0,5737.0,208.0,189.0,1.0,1.0,0.8796876999590526,0.0,3760.0,1.116662999999999,30.919823,0.6026700000000034,0.3881339999999973
40,4,16,0.0004189164028849,34062.0,0.0,21493.0,21484.0,21493.0,21493.0,1442.0,227.0,17.0,1.0,0.926545710735525,0.0,2502.0,19.15622,51.842568,8.628195999999932,1.3834009999999992
40,4,21,0.0,26748.0,0.0,22793.0,22793.0,22793.0,22793.0,318.0,318.0,0.0,1.0,0.999999999962614,0.0,0.0,0.6564730000000019,19.102088,0.6509610000000023,0.6509639999999983
40,4,26,0.0,32844.0,0.0,88.0,88.0,88.0,88.0,113.0,113.0,0.0,1.0,0.999999999969553,0.0,0.0,0.3042169999999977,27.256859,0.3002269999999996,0.3002299999999991
40,4,31,0.0116185897389348,36764.0,0.0,2525.0,2496.0,2525.0,2525.0,342.0,157.0,1.0,1.0,0.7726580350132559,0.0,8358.0,2.9304640000000006,40.136636,1.8825239999999963,0.5927239999999969
40,4,36,0.0102281667961875,37210.0,0.0,6420.0,6355.0,6420.0,6420.0,1044.0,214.0,4.0,1.0,0.8000268744746029,0.0,7441.0,14.572733,47.205924,7.551345999999988,0.6183630000000022
40,4,41,0.0029490160492854,36340.0,0.0,17685.0,17633.0,17685.0,17685.0,615.0,193.0,2.0,1.0,0.7983214088938272,0.0,7329.0,12.811572000000002,44.460948,6.1621270000000266,1.5287640000000025
40,4,46,0.0,26094.0,0.0,19124.0,19124.0,19124.0,19124.0,268.0,268.0,0.0,1.0,0.999999999961677,0.0,0.0,1.0852310000000005,27.466395,1.076404,1.0764070000000032
40,4,51,0.0,37056.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999730138,0.0,0.0,0.0153859999999999,0.084205,0.011632,0.011634
40,4,56,0.035087719254276,34522.0,0.0,826.0,798.0,826.0,826.0,588.0,121.0,5.0,1.0,0.5619025548762556,0.0,15124.0,6.310249000000002,33.859584,3.9243789999999943,0.3215349999999972
40,4,61,0.0057416267934734,37862.0,0.0,7357.0,7315.0,7357.0,7357.0,2738.0,214.0,37.0,1.0,0.8549205007433596,0.0,5493.0,55.775552,101.337201,21.852712000000047,1.8260330000000025
40,4,66,0.0001975601323555,38534.0,0.0,20251.0,20247.0,20251.0,20251.0,317.0,303.0,1.0,1.0,0.9674054081858253,0.0,1256.0,2.8133579999999974,28.277428,1.9868179999999924,1.7344759999999972
40,4,71,0.0,33852.0,0.0,26740.0,26740.0,26740.0,26740.0,381.0,381.0,0.0,1.0,0.9999999999704596,0.0,0.0,1.4259890000000013,30.928263,1.417501999999999,1.417504000000001
40,4,76,0.0,34098.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999706728,0.0,0.0,0.0206129999999999,0.111518,0.015878,0.0158819999999999
40,4,81,0.0444444443621399,36966.0,0.0,564.0,540.0,564.0,564.0,578.0,171.0,8.0,1.0,0.8379321538484572,0.0,5991.0,5.412873000000005,46.95606,2.911470000000037,0.5054800000000057
40,4,86,0.0012714558166409,37698.0,0.0,4725.0,4719.0,4725.0,4725.0,279.0,216.0,2.0,1.0,0.9754098360396994,0.0,927.0,3.250162000000003,46.707399,2.024378999999996,1.277556000000004
40,4,91,0.0007713569453769,38682.0,0.0,15569.0,15557.0,15569.0,15569.0,392.0,254.0,3.0,1.0,0.9474174034189696,0.0,2034.0,6.8998690000000025,53.618413,3.2794920000000616,1.168365999999999
40,4,96,0.0,36790.0,0.0,36266.0,36266.0,36266.0,36266.0,330.0,330.0,0.0,1.0,0.9999999999728187,0.0,0.0,1.099415999999998,28.768596,1.093312000000001,1.0933150000000005
40,4,101,0.0,38696.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999741576,0.0,0.0,0.021878,0.105492,0.016055,0.016058
40,4,106,0.0,42798.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999766345,0.0,0.0,0.0192509999999999,0.14313,0.0173709999999999,0.017373
40,4,111,0.0045486978233545,44202.0,0.0,11263.0,11212.0,11263.0,11263.0,926.0,146.0,5.0,1.0,0.8679697751036611,0.0,5836.0,11.536903000000002,54.597981,6.276367999999955,1.292621000000004
40,4,116,0.0017375635496661,39100.0,0.0,15566.0,15539.0,15566.0,15566.0,1113.0,252.0,3.0,1.0,0.8961892582891,0.0,4059.0,12.857594000000006,52.729965,7.1341159999999775,1.0593439999999958
40,4,121,0.0003357676487776,39702.0,0.0,35751.0,35739.0,35751.0,35751.0,897.0,301.0,6.0,1.0,0.9215152888791115,0.0,3116.0,16.132822,47.187654,7.085805000000001,1.396651000000002
50,2,1,0.029220779197061,86148.0,0.0,1268.0,1232.0,1268.0,1268.0,935.0,220.0,3.0,1.0,0.3852323907649019,0.0,52961.0,28.11683,51.89491099999999,21.960638000000014,2.131573999999997
50,2,6,0.0007713344084726,95648.0,0.0,14272.0,14261.0,14272.0,14272.0,627.0,445.0,2.0,1.0,0.7357811977172991,0.0,25272.0,15.072014000000005,54.996663,7.871678000000003,3.459492999999995
50,2,11,0.0012173913042948,86906.0,0.0,23028.0,23000.0,23028.0,23028.0,685.0,427.0,1.0,1.0,0.81160104019502,0.0,16373.0,12.409644999999998,58.856707,6.551752000000022,2.6348569999999967
50,2,16,0.0013257699245544,76522.0,0.0,46072.0,46011.0,46072.0,46072.0,8638.0,501.0,20.0,1.0,0.8371318052215425,0.0,12463.0,228.013787,271.800759,72.64435300000004,3.8137469999999993
50,2,21,1.8007148837926595e-05,73642.0,0.0,111069.0,111067.0,111069.0,111069.0,721.0,626.0,1.0,1.0,0.967966649453193,0.0,2359.0,11.080928999999998,34.403908,5.872200999999979,4.999077
50,2,26,0.0,85442.0,0.0,26.0,26.0,26.0,26.0,244.0,244.0,0.0,1.0,0.9999999999882963,0.0,0.0,2.1781170000000003,27.938729,2.1626220000000025,2.1626270000000005
50,2,31,0.0168273775729197,101260.0,0.0,5378.0,5289.0,5378.0,5378.0,1692.0,367.0,6.0,1.0,0.5853545328798603,0.0,41987.0,71.062686,114.601244,49.46977699999996,3.1557379999999995
50,2,36,0.0034407919113101,105744.0,0.0,18956.0,18891.0,18956.0,18956.0,1574.0,441.0,4.0,1.0,0.8349693599557898,0.0,17451.0,39.555867000000006,87.204678,17.70750600000006,4.184353999999999
50,2,41,0.002793001686267,100086.0,0.0,38058.0,37952.0,38058.0,38058.0,2584.0,524.0,5.0,1.0,0.8355214515433176,0.0,16462.0,89.904158,132.834942,32.9400350000001,5.094061000000004
50,2,46,0.000255835485597,82358.0,0.0,82105.0,82084.0,82105.0,82105.0,3617.0,600.0,4.0,1.0,0.9029723888280075,0.0,7991.0,73.224265,112.268833,26.29394700000001,5.175933000000001
50,2,51,0.0,91158.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999890301,0.0,0.0,0.056117,0.313355,0.050012,0.050014
50,2,56,0.0424657533664852,97306.0,0.0,761.0,730.0,761.0,761.0,622.0,242.0,2.0,1.0,0.528312745354569,0.0,45898.0,16.798951000000002,52.358258,12.201587999999989,2.462069
50,2,61,0.007362685907277,120976.0,0.0,13682.0,13582.0,13682.0,13682.0,3238.0,402.0,5.0,1.0,0.7821220737932969,0.0,26358.0,71.138939,134.268765,39.563759000000296,4.201572999999996
50,2,66,0.0,84812.0,0.0,40907.0,40907.0,40907.0,40907.0,781.0,781.0,0.0,1.0,0.9999999999882093,0.0,0.0,5.890529999999998,55.987471,5.874609,5.874613000000004
50,2,71,0.0,84552.0,0.0,78532.0,78532.0,78532.0,78532.0,554.0,554.0,0.0,1.0,0.999999999988173,0.0,0.0,4.700042999999997,35.406671,4.690210999999998,4.690214000000001
50,2,76,0.0,115642.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999913527,0.0,0.0,0.0796279999999999,0.386082,0.0676269999999999,0.067629
50,2,81,0.0074349442240986,121562.0,0.0,542.0,538.0,542.0,542.0,575.0,434.0,1.0,1.0,0.5521544561577454,0.0,54441.0,8.999020000000002,49.107852,7.485913999999994,5.126951000000005
50,2,86,0.0237221814605264,113546.0,0.0,12557.0,12267.0,12557.0,12558.0,22169.0,547.0,44.0,1.0,0.7323199408104881,0.0,30394.0,411.243135,464.217522,141.7338969999998,6.153515000000006
50,2,91,0.0011841075846069,116176.0,0.0,47349.0,47293.0,47349.0,47349.0,3846.0,475.0,10.0,1.0,0.8763772207609457,0.0,14362.0,123.370531,162.150281,40.30964299999993,4.798029999999997
50,2,96,0.0002262906649688,101216.0,0.0,92822.0,92801.0,92822.0,92822.0,1258.0,595.0,5.0,1.0,0.9331034618940376,0.0,6771.0,37.45380899999999,79.176991,13.328885,5.731729999999999
50,2,101,0.0,102596.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999902531,0.0,0.0,0.072894,0.357087,0.063001,0.063004
50,2,106,0.0,118156.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999915367,0.0,0.0,0.081158,0.380414,0.069977,0.069979
50,2,111,0.0013510905229781,128610.0,0.0,15564.0,15543.0,15564.0,15564.0,1009.0,517.0,3.0,1.0,0.9398958090277592,0.0,7730.0,12.100653,68.643812,7.227451000000045,5.474539
50,2,116,0.0045081967210805,99486.0,0.0,19608.0,19520.0,19608.0,19608.0,10005.0,495.0,19.0,1.0,0.8318456868219464,0.0,16729.0,191.39273,262.22965000000005,69.49801300000019,5.699292999999997
50,2,121,0.0,99294.0,0.0,41696.0,41696.0,41696.0,41696.0,800.0,800.0,0.0,1.0,0.999999999989929,0.0,0.0,4.805989000000004,47.887646,4.797751000000005,4.797753999999998
50,4,1,0.0102960102827593,49336.0,0.0,785.0,777.0,785.0,785.0,342.0,173.0,3.0,1.0,0.49189233013434625,0.0,25068.0,5.769200999999995,38.058047,3.0655849999999703,0.9176009999999976
50,4,6,0.0022897083631851,53944.0,0.0,8317.0,8298.0,8317.0,8317.0,481.0,298.0,2.0,1.0,0.7481276879588439,0.0,13587.0,6.694419000000004,50.680775,3.5916620000000066,1.043289999999999
50,4,11,0.0006215523268882,49196.0,0.0,12879.0,12871.0,12879.0,12879.0,404.0,292.0,2.0,1.0,0.864724774354323,0.0,6655.0,11.453058,71.193741,5.3311850000000405,1.6149100000000018
50,4,16,0.0,47444.0,0.0,25376.0,25376.0,25376.0,25376.0,338.0,338.0,0.0,1.0,0.9999999999789225,0.0,0.0,2.1615189999999984,57.533182,2.150321999999996,2.150326
50,4,21,0.0,52568.0,0.0,59440.0,59440.0,59440.0,59440.0,450.0,450.0,0.0,1.0,0.999999999980977,0.0,0.0,1.9911599999999936,37.476851,1.983659000000003,1.983660999999998
50,4,26,0.0,47962.0,0.0,54.0,54.0,54.0,54.0,182.0,182.0,0.0,1.0,0.9999999999791501,0.0,0.0,0.6918480000000002,37.041343000000005,0.6834499999999935,0.6834539999999976
50,4,31,0.0,53666.0,0.0,3061.0,3061.0,3061.0,3061.0,243.0,243.0,0.0,1.0,0.9999999999813662,0.0,0.0,1.0696450000000013,51.16649,1.0578750000000028,1.0578789999999998
50,4,36,0.0001852881230141,57986.0,0.0,10796.0,10794.0,10796.0,10796.0,288.0,274.0,1.0,1.0,0.9623702272796473,0.0,2182.0,3.540850000000006,83.621545,2.348265999999967,1.816513999999998
50,4,41,0.0010558692557932,59314.0,0.0,21806.0,21783.0,21806.0,21806.0,1865.0,370.0,4.0,1.0,0.8880871294991387,0.0,6638.0,40.338316,90.589497,18.582340000000062,2.3904390000000006
50,4,46,6.748852694890019e-05,53068.0,0.0,44455.0,44452.0,44455.0,44455.0,448.0,344.0,2.0,1.0,0.9585060676686797,0.0,2202.0,9.315509000000006,55.609448,5.846157000000012,3.952821
50,4,51,0.0,50386.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999801532,0.0,0.0,0.018948,0.132381,0.01592,0.015921
50,4,56,0.0594795537927889,52696.0,0.0,570.0,538.0,570.0,570.0,689.0,180.0,4.0,1.0,0.5604599969530807,0.0,23162.0,7.745952000000003,44.551111000000006,5.097007000000055,0.6408620000000056
50,4,61,0.0061146496807497,64786.0,0.0,7898.0,7850.0,7898.0,7898.0,8417.0,263.0,37.0,1.0,0.8064859691784261,0.0,12537.0,209.027892,282.743307,106.51866500000033,3.9958620000000025
50,4,66,0.0,47436.0,0.0,23138.0,23138.0,23138.0,23138.0,495.0,495.0,0.0,1.0,0.999999999978919,0.0,0.0,4.038153999999999,50.595998,4.019734,4.019736999999999
50,4,71,0.0004692082111326,51240.0,0.0,42645.0,42625.0,42645.0,42645.0,2652.0,361.0,9.0,1.0,0.874297423870525,0.0,6441.0,80.728799,128.316476,33.31993499999997,3.175849999999997
50,4,76,0.0,60722.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999835315,0.0,0.0,0.0392829999999999,0.20106,0.032642,0.032645
50,4,81,0.0355648534820818,63324.0,0.0,495.0,478.0,495.0,495.0,282.0,219.0,1.0,1.0,0.603167835250408,0.0,25129.0,2.3777310000000043,56.554849,2.1023020000000017,1.0944339999999997
50,4,86,0.0049231508159314,59906.0,0.0,8369.0,8328.0,8369.0,8369.0,1444.0,321.0,3.0,1.0,0.8925650185141294,0.0,6436.0,34.595758000000004,109.737772,16.79795000000003,3.785202999999996
50,4,91,0.0001883522941238,63460.0,0.0,26551.0,26546.0,26551.0,26551.0,463.0,360.0,1.0,1.0,0.9622754490866329,0.0,2394.0,10.532317000000006,73.08085,6.395292000000083,4.142416000000004
50,4,96,0.0002782636349125,58562.0,0.0,50326.0,50312.0,50326.0,50326.0,1006.0,321.0,5.0,1.0,0.9198968614302808,0.0,4691.0,51.529113,103.650915,20.10359900000021,3.203226000000001
50,4,101,0.0,54024.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999814897,0.0,0.0,0.0264389999999999,0.15528,0.023317,0.023321
50,4,106,0.0,62788.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999840734,0.0,0.0,0.034927,0.165839,0.0285909999999999,0.0285939999999999
50,4,111,0.0021897083704399,65988.0,0.0,10069.0,10047.0,10069.0,10069.0,955.0,313.0,7.0,1.0,0.9378674910447679,0.0,4100.0,41.59130200000001,197.003518,17.438789999999983,4.141058000000015
50,4,116,0.0028648320164194,53134.0,0.0,11552.0,11519.0,11552.0,11552.0,1655.0,268.0,7.0,1.0,0.8601272254891382,0.0,7432.0,62.19884699999999,138.417417,26.12645600000017,4.030660999999995
50,4,121,0.001009761023182,55798.0,0.0,23792.0,23768.0,23792.0,23792.0,1371.0,293.0,4.0,1.0,0.8886160794134447,0.0,6215.0,35.000315,84.268536,16.27720100000009,2.814188000000001
100,2,1,0.0075437537696005,328070.0,0.0,3339.0,3314.0,3339.0,3339.0,2999.0,549.0,5.0,1.0,0.41377754747336304,0.0,192322.0,223.113543,310.178852,149.6682349999999,16.569928000000004
100,2,6,0.0006852891267234,365770.0,0.0,30665.0,30644.0,30665.0,30665.0,9784.0,840.0,13.0,1.0,0.6379446099990761,0.0,132429.0,1222.723418,1418.840199,576.8859560000004,30.16924499999999
100,2,11,0.0,332022.0,0.0,93894.0,93894.0,93894.0,93894.0,1134.0,1134.0,0.0,1.0,0.9999999999969881,0.0,0.0,24.879153,251.824849,24.853413000000018,24.85341500000001
100,2,16,0.0002056855307394,350432.0,0.0,209100.0,209057.0,209100.0,209100.0,16470.0,1414.0,8.0,1.0,0.9178157245887424,0.0,28800.0,1166.118909,1470.192251,295.5898559999953,44.97841299999999
100,2,21,4.805445006039996e-05,297938.0,0.0,457836.0,457814.0,457836.0,457836.0,16402.0,1873.0,10.0,1.0,0.9174492679654241,0.0,24595.0,1566.832698,1747.9362090000002,355.0415280000037,40.227462
100,2,26,0.0,408390.0,0.0,92.0,92.0,92.0,92.0,391.0,391.0,0.0,1.0,0.9999999999975513,0.0,0.0,12.076092000000004,78.393051,12.041679000000002,12.041681999999994
100,2,31,0.0003143418467336,408630.0,0.0,12729.0,12725.0,12729.0,12729.0,940.0,724.0,1.0,1.0,0.5975968480028446,0.0,164434.0,62.831553000000014,249.594556,39.57969900000006,27.17468700000001
100,2,36,0.0017145685296829,411536.0,0.0,56671.0,56574.0,56671.0,56671.0,15383.0,1056.0,17.0,1.0,0.7855983437638855,0.0,88234.0,2051.045884,2331.896388,707.8598139999948,42.27751599999999
100,2,41,0.0008159145392571,457718.0,0.00024379376727599162,237906.0,237770.0,237964.0,237964.0,40421.0,1395.0,24.0,0.0,0.8576852996804634,0.0002437937672852,65140.0,7266.778031,7614.116158000001,1192.3133770000122,51.44690300000002
100,2,46,6.385937692154317e-05,339138.0,0.0,422831.0,422804.0,422831.0,422831.0,41848.0,1612.0,25.0,1.0,0.9150257417307556,0.0,28818.0,5015.932331,5176.62684,952.6277530000024,51.512664
100,2,51,0.0,397520.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999974843,0.0,0.0,0.2306600000000001,1.4168040000000002,0.1969480000000001,0.1969499999999999
100,2,56,0.01284366847023,443922.0,0.0,5047.0,4983.0,5047.0,5047.0,2309.0,683.0,4.0,1.0,0.5316879992419126,0.0,207894.0,131.074842,274.5075,81.55289300000032,21.63755599999999
100,2,61,0.0035674175859688,425856.0,0.0021991071620084206,45473.0,45411.0,45573.0,45573.0,56982.0,1033.0,34.0,0.0,0.8300763638393492,0.0021991071624436,72363.0,7173.252382000001,7447.43361,1821.6274749999916,28.42501199999998
100,2,66,0.0008781298208071,382082.0,0.0006564897571259598,126430.0,126405.0,126513.0,126516.0,71940.0,1126.0,45.0,0.0,0.8609801037451097,0.0006564897571726,53117.0,7244.153527,7576.092082,1433.7717499999874,36.446775
100,2,71,1.5276504735669795e-05,373954.0,0.0,327305.0,327300.0,327305.0,327305.0,2650.0,1905.0,2.0,1.0,0.978320862991228,0.0,8107.0,219.995848,478.833364,85.74922999999961,68.58865000000003
100,2,76,0.0,411188.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999975681,0.0,0.0,0.2356759999999997,1.412069,0.20648,0.206482
100,2,81,0.1479140326827888,438794.0,0.0,908.0,791.0,908.0,908.0,3935.0,1523.0,5.0,1.0,0.6242792745556587,0.0,164864.0,209.33786,454.798306,158.4138309999999,72.39833199999998
100,2,86,0.0132574711370143,492908.0,0.013173520391843595,36209.0,36206.0,36686.0,36686.0,163328.0,1360.0,297.0,0.0,0.7340193301777735,0.0131735203951179,131104.0,7116.185658,7525.434983,1882.9126250000256,65.71592599999997
100,2,91,0.0026314164891607,422302.0,0.0009784132755290046,129802.0,129588.0,129929.0,129929.0,52557.0,1259.0,24.0,0.0,0.8004035027046985,0.0009784132755968,84290.0,7174.217655,7647.461252999999,1350.6472450000165,54.48664499999995
100,2,96,0.0002124813095136,367624.0,0.0001928033209312478,254145.0,254140.0,254194.0,254194.0,42980.0,1539.0,23.0,0.0,0.9023649163250974,0.000192803320938,35893.0,7326.704202000001,7676.403055,869.8064650000151,46.16623500000003
100,2,101,0.0,423494.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999976387,0.0,0.0,0.399283,2.584497,0.348948,0.3489529999999998
100,2,106,0.0,490550.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9999999999979614,0.0,0.0,0.3714550000000001,2.308032,0.3270720000000002,0.327077
100,2,111,0.0025832410746927,524504.0,0.00196300041616049,84055.0,84003.0,84220.0,84220.0,53064.0,1468.0,26.0,0.0,0.8436084376842815,0.0019630004163706,82028.0,7251.414747,7797.983529,1299.8637979999958,83.64239499999996
100,2,116,0.0006279927780797,456936.0,0.0005128017288475671,191107.0,191085.0,191205.0,191205.0,77643.0,1465.0,41.0,0.0,0.8794776511352148,0.0005128017288717,55071.0,7198.849955,7898.427254,1189.314432000033,51.47475599999996
100,2,121,0.0002686461062835,418768.0,0.00025624387803385544,241957.0,241954.0,242019.0,242019.0,67337.0,1706.0,36.0,0.0,0.9090045084607491,0.0002562438780433,38106.0,7173.136775999999,7561.4845,1155.3689229999663,77.841837
100,4,1,0.005527638188177,192376.0,0.0,2001.0,1990.0,2001.0,2001.0,708.0,393.0,3.0,1.0,0.4295546221959623,0.0,109740.0,37.91865600000001,145.33072199999998,20.77097200000009,5.7571339999999935
100,4,6,0.0,202332.0,0.0,16893.0,16893.0,16893.0,16893.0,631.0,631.0,0.0,1.0,0.9999999999950576,0.0,0.0,10.802693000000003,182.515455,10.778037000000012,10.778041000000002
100,4,11,0.0008765638696135,198726.0,0.0003584514894936969,50216.0,50196.0,50234.0,50240.0,101050.0,710.0,393.0,0.0,0.7640218189831022,0.0003584514895579,46895.0,7061.911727,7391.567436,2396.2997069999906,12.94707599999998
100,4,16,0.0010626316936617,208872.0,0.0,110219.0,110104.0,110219.0,110221.0,34870.0,713.0,57.0,1.0,0.8043059864376062,0.0,40875.0,4150.317142999999,4567.827355,1387.310223000016,10.742011999999988
