n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,rel_error_AFFS,rel_error_AFFC,rel_error_AFBS,rel_error_AFBC,rel_error_AFZFS,rel_error_AFZFC,rel_error_AFZBS,rel_error_AFZBC,rel_error_TI,rel_error_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,51,38922,38922,38922,38922,34256,34256,34256,34256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999743076,0.9999999999743076,0.9999999999743076,0.9999999999743076,0.999999999970808,0.999999999970808,0.999999999970808,0.999999999970808,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.055648,0.036492000000000004,0.04986,0.033195,0.03293,0.043376,0.048993,0.039213,0.000675,0.056577999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,56,32540,32540,32540,32540,28988,28988,28988,28988,0,0,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,153,166,183,164,168,170,183,164,161,168,False,False,False,False,False,False,False,False,False,False,0.5373386600941199,0.5572218807450147,0.5564535955575767,0.5387215734315083,0.48623568371442544,0.5082102938971916,0.5077963294981441,0.4894094107737888,0.0,0.0,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.011867,0.8285319999999999,0.966352,0.70954,0.8835280000000001,1.249157,1.542447,1.080192,1.313391,0.43861300000000003,2.109978,0.477445,0.606942,0.346932,0.428753,0.863555,1.004216,0.701376,0.945917,0.097604,1.6606740000000002
40,2,61,33326,33326,33326,33326,30190,30190,30190,30190,0,0,0.017887186737016572,0.016896673728859984,0.017887186737016572,0.016716787531649756,0.017887186737016572,0.016896673728859984,0.017887186737016572,0.016716787531649756,0.01833805809856657,0.016716787531649756,11293,11304,11293,11306,11293,11304,11293,11306,11288,11306,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,297,265,280,286,297,265,280,286,295,292,False,False,False,False,False,False,False,False,False,False,0.6884114504984573,0.6919522294697248,0.6854407969547668,0.6928824341147187,0.7147399801021947,0.7150712156106303,0.7113945014669959,0.718880423957639,0.0,0.0,0.017887,0.016897,0.017887,0.016717,0.017887,0.016897,0.017887,0.016717,0.018338,0.016717,1.778042,1.840455,1.4064649999999999,1.54702,2.32452,2.50311,2.043342,2.356271,1.0564049999999998,3.218347,0.8694370000000001,1.050027,0.63227,0.726425,1.520325,1.637975,1.1706450000000002,1.545388,0.303815,2.426803
40,2,66,33816,33816,33816,33816,28767,28767,28767,28767,0,0,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.0044987329505142976,0.004241389124895704,0.005013816481493371,0.004241389124895704,35121,35130,35121,35130,35121,35130,35121,35130,35103,35130,35279,35279,35279,35279,35279,35279,35279,35279,35279,35279,286,284,292,282,286,284,292,282,275,274,False,False,False,False,False,False,False,False,False,False,0.7521883132022655,0.7633368819267998,0.7520108824002836,0.7652294771479409,0.7694232975016713,0.7807904890749543,0.769562345716635,0.7835714533742284,0.0,0.0,0.004499,0.004241,0.004499,0.004241,0.004499,0.004241,0.004499,0.004241,0.005014,0.004241,1.735812,1.7973430000000001,1.37689,1.922063,2.2717330000000002,2.6599180000000002,1.9662110000000002,2.267673,1.128352,3.216046,0.815233,1.056458,0.61228,0.8933040000000001,1.50819,1.889388,1.183756,1.402248,0.30539099999999997,2.381823
40,2,71,26004,26004,26004,26004,19736,19736,19736,19736,0,0,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00041725778177057957,0.00035464691762706853,47933,47935,47933,47935,47933,47935,47933,47935,47932,47935,47952,47952,47952,47952,47952,47952,47952,47952,47952,47952,389,371,364,390,393,376,364,390,409,372,False,False,False,False,False,False,False,False,False,False,0.8867866481738661,0.9008998615251154,0.886863559418287,0.8950546069491211,0.8994223753091091,0.8930887717423445,0.8909100121153775,0.8997770571088479,0.0,0.0,0.000396,0.00035499999999999996,0.000396,0.00035499999999999996,0.000396,0.00035499999999999996,0.000396,0.00035499999999999996,0.000417,0.00035499999999999996,1.591279,1.772061,1.367039,1.475625,2.212295,2.243775,1.931898,2.21833,1.0927,3.4141230000000005,1.052925,1.2203629999999999,0.800337,0.909135,1.632158,1.68592,1.3718139999999999,1.639411,0.559074,2.852507
40,2,76,33137,33137,33137,33137,30172,30172,30172,30172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999698223,0.9999999999698223,0.9999999999698223,0.9999999999698223,0.9999999999668566,0.9999999999668566,0.9999999999668566,0.9999999999668566,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027238,0.033555,0.0323,0.038131,0.041369,0.031187,0.036039,0.031552,0.0016899999999999999,0.048795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,81,32764,32764,32764,32764,31170,31170,31170,31170,0,0,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,451,451,451,451,451,451,451,451,451,451,604,604,604,604,604,604,604,604,604,604,183,184,210,210,185,186,210,210,181,212,False,False,False,False,False,False,False,False,False,False,0.5834757660669186,0.5848492247410313,0.5817970943541143,0.5836894151940029,0.5725376964846796,0.5746230349510868,0.5719281360098836,0.5730510105687183,0.0,0.0,0.339246,0.339246,0.339246,0.339246,0.339246,0.339246,0.339246,0.339246,0.339246,0.339246,1.2064059999999999,1.3662459999999998,1.208551,1.31395,1.7528709999999998,1.8238290000000001,1.5706719999999998,1.828557,0.8499120000000001,2.551295,0.486311,0.669744,0.410268,0.5934699999999999,1.019247,1.09864,0.83939,1.04614,0.174352,1.759669
40,2,86,35187,35187,35187,35187,32924,32924,32924,32924,0,0,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.011369336212390342,0.008839226136025308,5992,5996,5992,5996,5992,5996,5992,5996,5981,5996,6049,6049,6049,6049,6049,6049,6049,6049,6049,6049,311,336,350,344,311,324,350,344,324,313,False,False,False,False,False,False,False,False,False,False,0.8623639412037865,0.8807229942626332,0.8647796060799505,0.8692699007909378,0.882669177472887,0.900194387045918,0.884673794165816,0.89041428742284,0.0,0.0,0.009512999999999999,0.008839,0.009512999999999999,0.008839,0.009512999999999999,0.008839,0.009512999999999999,0.008839,0.011369,0.008839,1.8081650000000002,2.3341,1.704002,1.973607,2.7281459999999997,2.96905,2.341598,2.823375,1.347682,3.698145,0.810817,1.2800639999999999,0.728067,0.918265,1.657407,1.991139,1.386603,1.737885,0.358576,2.749721
40,2,91,35247,35247,35247,35247,30731,30731,30731,30731,0,0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.00034527737269037163,0.0,0.000921269816543983,0.0,26066,26075,26066,26075,26066,26075,26066,26075,26051,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,391,495,358,453,391,534,358,453,380,434,False,True,False,True,False,True,False,True,False,True,0.963344398077472,0.9999999999716288,0.9639118222554001,0.9980423865577768,0.9785883960502884,0.9912791643294627,0.9773193192223709,0.9918323516647088,0.0,0.0,0.00034500000000000004,0.0,0.00034500000000000004,0.0,0.00034500000000000004,0.0,0.00034500000000000004,0.0,0.000921,0.0,1.7502349999999998,2.7391419999999997,1.7239779999999998,2.229259,2.955228,4.184803,2.430308,3.278483,1.3782370000000002,4.711793,0.957407,1.914734,0.821415,1.381443,2.084595,3.342288,1.3975440000000001,2.365599,0.5787979999999999,3.842654
40,2,96,33278,33278,33278,33278,26749,26749,26749,26749,0,0,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.0004539470697029753,0.00010588413249041232,66101,66110,66101,66110,66101,66110,66101,66110,66087,66110,66117,66117,66117,66117,66117,66117,66117,66117,66117,66117,395,397,376,406,395,397,376,406,383,392,False,False,False,False,False,False,False,False,False,False,0.915439629757935,0.9428451228756882,0.9078670592911874,0.9292926257308344,0.9218288533806187,0.9499420538730441,0.912557478750138,0.9462409809358764,0.0,0.0,0.000242,0.000106,0.000242,0.000106,0.000242,0.000106,0.000242,0.000106,0.000454,0.000106,1.560175,2.0733650000000003,1.472796,1.63598,2.620609,2.77555,2.081387,2.67774,0.9710989999999999,4.129354,1.094378,1.563375,0.9737979999999999,1.152857,2.1017639999999997,2.270244,1.496421,2.195465,0.502047,3.615185
40,2,101,38451,38451,38451,38451,37021,37021,37021,37021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999739929,0.9999999999739929,0.9999999999739929,0.9999999999739929,0.9999999999729883,0.9999999999729883,0.9999999999729883,0.9999999999729883,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.033397,0.035927,0.026025,0.050378,0.046737,0.057823,0.035769,0.047827,0.001257,0.074685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,106,39390,39390,39390,39390,38988,38988,38988,38988,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999746129,0.9999999999746129,0.9999999999746129,0.9999999999746129,0.9999999999743511,0.9999999999743511,0.9999999999743511,0.9999999999743511,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.033276,0.067087,0.041819999999999996,0.029800999999999998,0.078831,0.036251,0.057839,0.043558,0.000867,0.055622000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,111,38629,38629,38629,38629,36565,36565,36565,36565,0,0,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0035780175526482823,0.0030172654617995945,0.0046451757305545245,0.0030172654617995945,17887,17897,17887,17897,17887,17897,17887,17897,17868,17897,17951,17951,17951,17951,17951,17951,17951,17951,17951,17951,336,337,323,333,348,323,323,333,325,322,False,False,False,False,False,False,False,False,False,False,0.8815138885065232,0.8923347743691958,0.8803230733158942,0.8932149421187912,0.8955285108465602,0.906194448218072,0.8945439627814975,0.9071516477257718,0.0,0.0,0.003578,0.003017,0.003578,0.003017,0.003578,0.003017,0.003578,0.003017,0.004645000000000001,0.003017,1.8335540000000001,2.186423,1.600824,1.8875119999999999,2.82364,3.1773439999999997,2.22689,2.896199,1.063425,3.9236730000000004,1.113116,1.447651,0.891655,1.0907850000000001,2.067434,2.318538,1.429117,2.079784,0.375514,3.111032
40,2,116,32520,32520,32520,32520,29092,29092,29092,29092,0,0,0.0051274083261624425,0.004542101787902441,0.0051274083261624425,0.003490266034479847,0.0051274083261624425,0.004542101787902441,0.0051274083261624425,0.003490266034479847,0.005557066799223928,0.003490266034479847,25744,25759,25744,25786,25744,25759,25744,25786,25733,25786,25876,25876,25876,25876,25876,25876,25876,25876,25876,25876,356,341,333,321,324,341,333,321,326,342,False,False,False,False,False,False,False,False,False,False,0.7860701106769351,0.8030750307256127,0.7862238622144457,0.733056580543264,0.8132132544750029,0.8288876666840064,0.8130757596310644,0.8382373160718329,0.0,0.0,0.0051270000000000005,0.004542,0.0051270000000000005,0.00349,0.0051270000000000005,0.004542,0.0051270000000000005,0.00349,0.005557,0.00349,1.6658830000000002,1.92267,1.340555,1.923169,2.471906,2.750214,2.023909,2.263896,1.0877379999999999,3.8778300000000003,0.954308,1.2433450000000001,0.670931,1.072961,1.7015779999999998,2.029857,1.2899120000000002,1.6189930000000001,0.35386999999999996,3.1964189999999997
40,2,121,33122,33122,33122,33122,26578,26578,26578,26578,0,0,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.000542770299525034,0.00018602632269582736,64491,64507,64491,64507,64491,64507,64491,64507,64484,64507,64519,64519,64519,64519,64519,64519,64519,64519,64519,64519,359,374,361,374,359,374,361,374,374,351,False,False,False,False,False,False,False,False,False,False,0.894994263604402,0.9358734375660929,0.8904957429838024,0.9376245395526349,0.9087967491568667,0.9493566106949598,0.9032658589471267,0.9542478741457503,0.0,0.0,0.000434,0.00018600000000000002,0.000434,0.00018600000000000002,0.000434,0.00018600000000000002,0.000434,0.00018600000000000002,0.000543,0.00018600000000000002,1.455188,1.8673650000000002,1.499479,1.645922,2.6312830000000003,2.8662490000000003,2.013328,2.599744,0.98456,3.795053,0.9443459999999999,1.349324,0.854405,1.0997940000000002,1.836486,2.326045,1.463001,1.9652889999999998,0.48385600000000006,3.251017
