NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_006,1.416476,1.364660,0.510144,0.510206,0.772448,0.074599,0.387677,0.000843,2372,2374,0.000843,71,24/10/2019,4,1,0.800000,6,40,4,34010,7348,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.771297,1.710363,0.838428,0.838534,0.789664,0.071114,0.637499,0.000843,2372,2374,0.000843,78,24/10/2019,4,1,0.800000,5,40,4,34010,7062,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.793892,1.249263,0.291552,0.331802,0.853868,0.053342,0.113814,0.000843,2372,2374,0.000843,79,24/10/2019,4,1,0.800000,3,40,4,34010,7108,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.800792,1.326518,0.336884,0.413137,0.867668,0.042434,0.138492,0.000843,2372,2374,0.000843,71,24/10/2019,4,1,0.800000,4,40,4,34010,7088,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.824145,1.335628,0.386701,0.457596,0.831590,0.043590,0.216359,0.000843,2372,2374,0.000843,71,24/10/2019,4,1,0.800000,2,40,4,34010,7088,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.832598,1.340630,0.355433,0.425067,0.859449,0.051054,0.186941,0.000843,2372,2374,0.000843,78,24/10/2019,4,1,0.800000,1,40,4,34010,6789,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.988104,1.603400,0.983974,1.152103,0.384888,0.064520,0.550803,0.002839,3875,3886,0.002839,244,24/10/2019,4,1,0.800000,4,40,2,63164,19996,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_001,2.119228,2.036742,1.615391,1.615681,0.273123,0.143688,1.286008,0.037671,584,606,0.037671,163,24/10/2019,4,1,0.800000,5,40,2,66776,36242,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.164896,1.131866,0.518160,0.518272,0.559912,0.043212,0.385034,0.000843,2372,2374,0.000843,71,24/10/2019,4,1,0.800000,8,40,4,34010,7348,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_001,2.579321,2.513480,1.912378,1.912711,0.439589,0.159854,1.456518,0.037671,584,606,0.037671,163,24/10/2019,4,1,0.800000,7,40,2,66776,36242,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,2.652498,2.232350,1.671074,1.758138,0.384772,0.084975,1.255251,0.002839,3875,3886,0.002839,230,24/10/2019,4,1,0.800000,2,40,2,63164,18318,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,2.729570,2.326467,1.503495,1.603757,0.630612,0.088521,0.918430,0.002839,3875,3886,0.002839,259,24/10/2019,4,1,0.800000,1,40,2,63164,19138,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.309501,1.013000,0.514594,0.603877,0.361168,0.047446,0.149951,0.002606,9592,9617,0.002606,255,24/10/2019,4,1,0.800000,3,40,2,59706,15076,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_001,2.861534,1.836164,0.934936,1.275192,0.438494,0.121135,0.406859,0.037671,584,606,0.037671,172,24/10/2019,4,1,0.800000,1,40,2,66776,35027,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.849749,0.765398,0.217890,0.243091,0.480851,0.036506,0.092029,0.000349,5735,5737,0.000349,101,24/10/2019,4,1,0.800000,4,40,4,32786,4712,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.964417,0.933150,0.409766,0.409821,0.517218,0.000000,0.098970,0.002606,9592,9617,0.002606,296,24/10/2019,4,1,0.800000,9,40,2,40136,10712,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.029817,0.995755,0.458268,0.458332,0.493206,0.043023,0.314350,0.000349,5735,5737,0.000349,108,24/10/2019,4,1,0.800000,5,40,4,32786,5174,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_001,3.039381,2.089123,1.170679,1.543697,0.437518,0.105623,0.571793,0.037671,584,606,0.037671,168,24/10/2019,4,1,0.800000,4,40,2,66776,35952,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_001,3.057135,2.463774,1.757512,1.927625,0.442723,0.091128,1.339929,0.037671,584,606,0.037671,154,24/10/2019,4,1,0.800000,2,40,2,66776,36026,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.934117,0.890620,0.131112,0.131148,0.746615,0.000000,0.026948,0.000349,5735,5737,0.000349,113,24/10/2019,4,1,0.800000,9,40,4,21296,3741,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.253675,1.139970,0.314165,0.348205,0.751158,0.035301,0.130123,0.000349,5735,5737,0.000349,108,24/10/2019,4,1,0.800000,1,40,4,32786,4482,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_001,3.219848,3.150776,2.555448,2.555741,0.428335,0.162782,2.168517,0.037671,584,606,0.037671,174,24/10/2019,4,1,0.800000,6,40,2,66776,36326,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.286109,1.151903,0.348663,0.393278,0.700003,0.049110,0.141837,0.000349,5735,5737,0.000349,111,24/10/2019,4,1,0.800000,3,40,4,32786,4716,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,2.075684,1.991441,0.981135,0.981268,0.851796,0.000000,0.853990,0.000843,2372,2374,0.000843,81,24/10/2019,4,1,0.800000,10,40,4,392513,47147,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,3.227375,3.170974,2.532580,2.532740,0.492154,0.142137,2.034343,0.002839,3875,3886,0.002839,259,24/10/2019,4,1,0.800000,5,40,2,63164,21074,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.350353,1.289901,0.659965,0.660027,0.558842,0.069189,0.521424,0.000349,5735,5737,0.000349,99,24/10/2019,4,1,0.800000,6,40,4,32786,5356,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.448319,1.383769,0.599938,0.600039,0.713710,0.063354,0.396455,0.000349,5735,5737,0.000349,111,24/10/2019,4,1,0.800000,7,40,4,32786,4990,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,3.356929,3.276794,2.537344,2.537534,0.610504,0.127991,1.903477,0.002839,3875,3886,0.002839,245,24/10/2019,4,1,0.800000,7,40,2,63164,21124,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.575866,1.443171,0.746803,0.783446,0.631269,0.024176,0.533881,0.000349,5735,5737,0.000349,99,24/10/2019,4,1,0.800000,2,40,4,32786,4738,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.893794,1.738818,1.036959,1.115216,0.536722,0.077266,0.557776,0.002606,9592,9617,0.002606,256,24/10/2019,4,1,0.800000,4,40,2,59706,14822,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,2.149788,1.893060,1.333519,1.460200,0.378472,0.047570,0.768328,0.002606,9592,9617,0.002606,285,24/10/2019,4,1,0.800000,1,40,2,59706,14027,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,3.453551,3.385236,2.667458,2.667634,0.588894,0.121569,2.115102,0.002839,3875,3886,0.002839,244,24/10/2019,4,1,0.800000,8,40,2,63164,21190,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.575024,1.501823,0.681413,0.681537,0.762681,0.056136,0.491187,0.000349,5735,5737,0.000349,101,24/10/2019,4,1,0.800000,8,40,4,32786,5686,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.567240,1.527393,0.954010,0.954133,0.515913,0.000000,0.806549,0.000349,5735,5737,0.000349,103,24/10/2019,4,1,0.800000,10,40,4,398502,36781,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,2.251914,2.202941,1.514837,1.514980,0.586417,0.091745,1.071864,0.002606,9592,9617,0.002606,255,24/10/2019,4,1,0.800000,7,40,2,59706,17336,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_001,4.238072,4.148391,3.450961,3.451307,0.461212,0.000000,3.139719,0.037671,584,606,0.037671,168,24/10/2019,4,1,0.800000,10,40,2,813151,252485,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.256185,1.208005,0.584452,0.584501,0.619686,0.000000,0.110952,0.002273,38269,38356,0.002273,370,24/10/2019,4,1,0.800000,9,40,2,41084,7465,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.801910,1.656109,0.987543,1.051525,0.548597,0.052045,0.486562,0.002116,38275,38356,0.002116,322,24/10/2019,4,1,0.800000,4,40,2,58764,10972,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.428610,1.320424,0.186921,0.203808,1.069545,0.043380,0.089567,0.000698,21482,21497,0.000698,102,24/10/2019,4,1,0.800000,4,40,4,33630,3906,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.583025,1.554549,0.586064,0.586146,0.927235,0.038095,0.461046,0.000698,21482,21497,0.000698,91,24/10/2019,4,1,0.800000,6,40,4,33630,5488,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.607374,1.552627,0.581168,0.581240,0.916220,0.047568,0.479447,0.000838,21479,21497,0.000838,73,24/10/2019,4,1,0.800000,5,40,4,33630,5798,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,3.171797,3.131255,2.690322,2.690454,0.372318,0.067439,2.168584,0.002606,9592,9617,0.002606,285,24/10/2019,4,1,0.800000,5,40,2,59706,17258,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.574525,1.533408,0.593516,0.593613,0.912593,0.024206,0.464645,0.000698,21482,21497,0.000698,102,24/10/2019,4,1,0.800000,8,40,4,33630,5378,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.506068,1.428987,0.049896,0.049930,1.375301,0.000000,0.010630,0.000838,21479,21497,0.000838,72,24/10/2019,4,1,0.800000,9,40,4,21724,2222,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.921015,1.773716,0.251769,0.292145,1.436490,0.039910,0.115145,0.000838,21479,21497,0.000838,73,24/10/2019,4,1,0.800000,1,40,4,33630,3858,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.808787,1.683651,0.137261,0.164440,1.479457,0.035557,0.042914,0.000838,21479,21497,0.000838,82,24/10/2019,4,1,0.800000,3,40,4,33630,4248,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,3.583712,3.354418,2.610826,2.738103,0.544845,0.068106,1.934130,0.002606,9592,9617,0.002606,258,24/10/2019,4,1,0.800000,2,40,2,59706,14648,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,3.167780,3.107788,2.437848,2.438016,0.580565,0.080245,1.852267,0.002606,9592,9617,0.002606,256,24/10/2019,4,1,0.800000,8,40,2,59706,17290,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.808607,2.651626,1.678328,1.751979,0.831811,0.066593,1.014100,0.002169,38273,38356,0.002169,346,24/10/2019,4,1,0.800000,1,40,2,58764,10283,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,5.113605,5.008649,4.283449,4.283667,0.589980,0.131168,3.735527,0.002839,3875,3886,0.002839,230,24/10/2019,4,1,0.800000,6,40,2,63164,19580,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.491190,2.306460,1.347423,1.405777,0.826010,0.064379,0.524541,0.002169,38273,38356,0.002169,351,24/10/2019,4,1,0.800000,3,40,2,58764,11122,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.955000,1.894554,0.455946,0.456044,1.373689,0.060087,0.346951,0.000838,21479,21497,0.000838,82,24/10/2019,4,1,0.800000,7,40,4,33630,5826,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.298331,2.191610,0.648241,0.688199,1.450543,0.046784,0.497623,0.000698,21482,21497,0.000698,91,24/10/2019,4,1,0.800000,2,40,4,33630,3920,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,0.886266,0.805886,0.164313,0.171778,0.612472,0.019191,0.067744,0.000044,22792,22793,0.000044,104,24/10/2019,4,1,0.800000,3,40,4,28070,1784,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,5.690898,5.567320,4.775075,4.775549,0.621590,0.000000,4.230070,0.002839,3875,3886,0.002839,231,24/10/2019,4,1,0.800000,10,40,2,771815,129646,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,0.985298,0.938632,0.298543,0.304414,0.604175,0.028286,0.155299,0.000000,22793,22793,0.000000,141,24/10/2019,4,1,0.800000,4,40,4,28070,1612,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,0.960646,0.927342,0.122417,0.122467,0.796744,0.000000,0.021861,0.000044,22792,22793,0.000044,123,24/10/2019,4,1,0.800000,9,40,4,19712,819,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.420907,2.312805,1.277070,1.282352,0.977268,0.048113,0.457602,0.000000,41048,41048,0.000000,394,24/10/2019,4,1,0.800000,3,40,2,43306,2240,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.336009,1.254292,0.362799,0.374621,0.832680,0.043624,0.200465,0.000044,22792,22793,0.000044,125,24/10/2019,4,1,0.800000,1,40,4,28070,1345,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,3.643108,3.478065,2.482981,2.543240,0.860411,0.069432,1.813126,0.002116,38275,38356,0.002116,326,24/10/2019,4,1,0.800000,2,40,2,58764,10970,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.725432,2.620286,1.643640,1.668252,0.921448,0.028752,0.749709,0.000000,41048,41048,0.000000,417,24/10/2019,4,1,0.800000,4,40,2,43306,1786,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.317025,1.280383,0.687222,0.687273,0.550547,0.039681,0.524457,0.000000,22793,22793,0.000000,141,24/10/2019,4,1,0.800000,8,40,4,28070,3778,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,0.317099,0.296855,0.101549,0.101628,0.189402,0.000000,0.040030,0.060976,82,87,0.060976,118,24/10/2019,4,1,0.800000,9,40,2,42529,31309,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.870227,2.778868,1.291359,1.291517,1.360295,0.000000,1.088668,0.000698,21482,21497,0.000698,81,24/10/2019,4,1,0.800000,10,40,4,406274,28136,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,3.570188,3.492868,2.811294,2.811434,0.604637,0.075831,2.144590,0.002169,38273,38356,0.002169,346,24/10/2019,4,1,0.800000,5,40,2,58764,15808,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,4.670436,4.614970,3.945771,3.945936,0.575021,0.091347,3.358175,0.002606,9592,9617,0.002606,258,24/10/2019,4,1,0.800000,6,40,2,59706,17230,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.867046,2.713460,1.694079,1.696412,0.964669,0.048810,0.732509,0.000000,41048,41048,0.000000,393,24/10/2019,4,1,0.800000,1,40,2,43306,1389,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.848859,2.780329,1.881275,1.892105,0.849200,0.032901,1.139973,0.000000,41048,41048,0.000000,358,24/10/2019,4,1,0.800000,2,40,2,43306,2240,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.604890,1.500362,0.575119,0.592974,0.874443,0.020019,0.429850,0.000000,22793,22793,0.000000,104,24/10/2019,4,1,0.800000,2,40,4,28070,1298,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.522376,1.471389,0.696060,0.696108,0.730186,0.040569,0.545775,0.000044,22792,22793,0.000044,104,24/10/2019,4,1,0.800000,7,40,4,28070,3088,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,3.700371,3.629980,2.723114,2.723262,0.834008,0.066562,1.963262,0.002169,38273,38356,0.002169,351,24/10/2019,4,1,0.800000,7,40,2,58764,15738,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.603673,1.530639,0.751455,0.751513,0.734498,0.036665,0.572520,0.000044,22792,22793,0.000044,125,24/10/2019,4,1,0.800000,5,40,4,28070,3030,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,3.799047,3.701874,2.926612,2.926616,0.689940,0.079209,2.210963,0.002116,38275,38356,0.002116,322,24/10/2019,4,1,0.800000,8,40,2,58764,15616,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,0.346010,0.324377,0.030678,0.030719,0.284242,0.000000,0.009193,0.000000,88,88,0.000000,49,24/10/2019,4,1,0.800000,9,40,4,22409,13293,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.881326,1.825226,0.810923,0.810977,0.969424,0.033004,0.641099,0.000000,22793,22793,0.000000,104,24/10/2019,4,1,0.800000,6,40,4,28070,3236,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.724134,2.568423,1.660789,1.660862,0.901896,0.000000,0.238557,0.000049,41046,41048,0.000049,508,24/10/2019,4,1,0.800000,9,40,2,36792,1978,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.045445,0.771900,0.222051,0.305903,0.398844,0.062974,0.067117,0.000000,88,88,0.000000,61,24/10/2019,4,1,0.800000,1,40,4,37956,18474,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,3.504500,3.443801,2.376024,2.376043,0.999288,0.064133,1.653385,0.000000,41048,41048,0.000000,347,24/10/2019,4,1,0.800000,5,40,2,43306,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,0.701665,0.672941,0.326816,0.326834,0.290851,0.048079,0.250222,0.000000,88,88,0.000000,57,24/10/2019,4,1,0.800000,7,40,4,37956,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,0.803390,0.782529,0.419195,0.419214,0.296281,0.060938,0.330748,0.000000,88,88,0.000000,57,24/10/2019,4,1,0.800000,5,40,4,37956,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,0.974806,0.926439,0.494490,0.494628,0.373893,0.051300,0.375457,0.000000,88,88,0.000000,55,24/10/2019,4,1,0.800000,6,40,4,37956,19060,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.542376,1.496628,1.079403,1.079785,0.281956,0.132232,0.751370,0.060976,82,87,0.060976,123,24/10/2019,4,1,0.800000,7,40,2,72086,44260,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,5.598341,5.530775,4.981321,4.981582,0.408309,0.000000,4.449971,0.002606,9592,9617,0.002606,257,24/10/2019,4,1,0.800000,10,40,2,785193,91970,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.069982,1.025147,0.530543,0.530712,0.422589,0.063765,0.370080,0.000000,88,88,0.000000,54,24/10/2019,4,1,0.800000,8,40,4,37956,19060,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.517862,2.458456,1.551999,1.552125,0.846442,0.000000,1.297204,0.000000,22793,22793,0.000000,110,24/10/2019,4,1,0.800000,10,40,4,369418,20250,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,3.480069,3.430949,2.820186,2.820207,0.569881,0.037530,1.769649,0.000000,41048,41048,0.000000,394,24/10/2019,4,1,0.800000,7,40,2,43306,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.155451,1.106264,0.713220,0.713320,0.306162,0.000000,0.614162,0.000000,88,88,0.000000,61,24/10/2019,4,1,0.800000,10,40,4,418873,23022,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,2.270470,2.199590,1.800954,1.801296,0.284587,0.111179,1.440720,0.060976,82,87,0.060976,126,24/10/2019,4,1,0.800000,5,40,2,72086,44260,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.795127,1.739106,1.335414,1.335717,0.266134,0.133588,1.052377,0.060976,82,87,0.060976,114,24/10/2019,4,1,0.800000,8,40,2,72086,44162,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,3.477796,3.413161,2.785991,2.786044,0.578506,0.041514,1.871292,0.000000,41048,41048,0.000000,417,24/10/2019,4,1,0.800000,8,40,2,43306,5510,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_031,0.750343,0.721919,0.243111,0.243188,0.469377,0.000000,0.076708,0.016262,3751,3812,0.016262,223,24/10/2019,4,1,0.800000,9,40,2,45835,20582,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,2.629380,1.514164,0.821362,1.145182,0.270065,0.093626,0.316607,0.060976,82,87,0.060976,123,24/10/2019,4,1,0.800000,3,40,2,72086,44238,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.620887,0.912228,0.364970,0.429863,0.409819,0.066971,0.172653,0.000000,88,88,0.000000,53,24/10/2019,4,1,0.800000,2,40,4,37956,18946,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
