n,m,Id,first_size_graph_AFFS,first_size_graph_AFFC,first_size_graph_AFBS,first_size_graph_AFBC,first_size_graph_AFZFS,first_size_graph_AFZFC,first_size_graph_AFZBS,first_size_graph_AFZBC,first_size_graph_TI,first_size_graph_ATI,gap_AFFS,gap_AFFC,gap_AFBS,gap_AFBC,gap_AFZFS,gap_AFZFC,gap_AFZBS,gap_AFZBC,gap_TI,gap_ATI,global_lower_bound_AFFS,global_lower_bound_AFFC,global_lower_bound_AFBS,global_lower_bound_AFBC,global_lower_bound_AFZFS,global_lower_bound_AFZFC,global_lower_bound_AFZBS,global_lower_bound_AFZBC,global_lower_bound_TI,global_lower_bound_ATI,global_upper_bound_AFFS,global_upper_bound_AFFC,global_upper_bound_AFBS,global_upper_bound_AFBC,global_upper_bound_AFZFS,global_upper_bound_AFZFC,global_upper_bound_AFZBS,global_upper_bound_AFZBC,global_upper_bound_TI,global_upper_bound_ATI,nb_generated_col_AFFS,nb_generated_col_AFFC,nb_generated_col_AFBS,nb_generated_col_AFBC,nb_generated_col_AFZFS,nb_generated_col_AFZFC,nb_generated_col_AFZBS,nb_generated_col_AFZBC,nb_generated_col_TI,nb_generated_col_ATI,opt_AFFS,opt_AFFC,opt_AFBS,opt_AFBC,opt_AFZFS,opt_AFZFC,opt_AFZBS,opt_AFZBC,opt_TI,opt_ATI,reduction_AFFS,reduction_AFFC,reduction_AFBS,reduction_AFBC,reduction_AFZFS,reduction_AFZFC,reduction_AFZBS,reduction_AFZBC,reduction_TI,reduction_ATI,tot_cputime_AFFS,tot_cputime_AFFC,tot_cputime_AFBS,tot_cputime_AFBC,tot_cputime_AFZFS,tot_cputime_AFZFC,tot_cputime_AFZBS,tot_cputime_AFZBC,tot_cputime_TI,tot_cputime_ATI,tot_lb_AFFS,tot_lb_AFFC,tot_lb_AFBS,tot_lb_AFBC,tot_lb_AFZFS,tot_lb_AFZFC,tot_lb_AFZBS,tot_lb_AFZBC,tot_lb_TI,tot_lb_ATI
40,2,51,84988,84988,84988,84988,84988,84988,84988,84988,49253,962913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999882337,0.9999999999882337,0.9999999999882337,0.9999999999882337,0.9999999999882337,0.9999999999882337,0.9999999999882337,0.9999999999882337,0.9999999999796967,0.9999999999989615,0.091022,0.10019199999999999,0.121705,0.06579199999999999,0.11707999999999999,0.091223,0.136882,0.129558,0.01235,0.260792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,56,69578,69578,69578,69578,69578,69578,69578,69578,39184,766588,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,0.011867088513709743,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,192,184,198,166,197,176,198,166,175,179,False,False,False,False,False,False,False,False,False,False,0.5334732242873685,0.5038086751486992,0.48627439707254777,0.5007904797421485,0.5174624162735713,0.4943229181566829,0.49987064876110454,0.4943804075929981,0.45383319721177434,0.6853355387761283,2.444664,3.284437,2.038029,1.754273,2.8588299999999998,3.0693080000000004,1.703339,2.396236,0.782526,4.307239,1.6449630000000002,2.4384639999999997,1.062292,1.0401129999999998,2.42583,2.4253259999999996,1.265586,1.914887,0.22217199999999998,3.777286
40,2,61,69640,69640,69640,69640,69640,69640,69640,69640,39679,776261,0.017887186737016572,0.017166622407604085,0.017887186737016572,0.016716787531649756,0.017887186737016572,0.017166622407604085,0.017887186737016572,0.016716787531649756,0.01833805809856657,0.016716787531649756,11293,11301,11293,11306,11293,11301,11293,11306,11288,11306,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,315,304,331,302,311,304,331,302,308,303,False,False,False,False,False,False,False,False,False,False,0.7065766800587798,0.700574382528711,0.6960941987263629,0.682969557715638,0.6795807007369389,0.6846065479511114,0.682280298669123,0.6863871338212754,0.6760503036700509,0.8902096073345303,3.264468,3.6796050000000005,2.387582,3.424383,5.9700370000000005,7.435212,5.217249,3.4160190000000004,1.90829,7.966332,1.742663,2.65274,1.114425,1.8734950000000001,4.5208900000000005,6.516078,3.977468,2.364636,0.750817,6.550524
40,2,66,69664,69664,69664,69664,69664,69664,69664,69664,41541,812570,0.004441534036260702,0.004241389124895704,0.004441534036260702,0.004241389124895704,0.004441534036260702,0.004241389124895704,0.004441534036260702,0.004241389124895704,0.005013816481493371,0.004241389124895704,35123,35130,35123,35130,35123,35130,35123,35130,35103,35130,35279,35279,35279,35279,35279,35279,35279,35279,35279,35279,311,294,311,297,311,294,311,297,311,269,False,False,False,False,False,False,False,False,False,False,0.7674408589692318,0.7667949012292319,0.7557131373341223,0.7663929719687875,0.7010220486807961,0.7113573725207948,0.7015101056399072,0.7106396416985726,0.7261500685894381,0.9063772967240897,2.606935,3.6878919999999997,2.4571009999999998,2.931531,6.761378999999999,4.874887,3.4811940000000003,4.921972,1.293741,7.571228,1.547105,2.526207,0.9689190000000001,1.4969629999999998,5.4202699999999995,3.706662,2.581279,3.4698269999999996,0.483897,6.121108
40,2,71,52622,52622,52622,52622,52622,52622,52622,52622,36143,707268,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00039638662291190065,0.00035464691762706853,0.00041725778177057957,0.00035464691762706853,47933,47935,47933,47935,47933,47935,47933,47935,47932,47935,47952,47952,47952,47952,47952,47952,47952,47952,47952,47952,431,393,411,393,447,395,411,393,452,398,False,False,False,False,False,False,False,False,False,False,0.8977613925563878,0.8917943065468474,0.8805442590384146,0.8907301128636173,0.8261943673591616,0.8347079168250027,0.8185929839075179,0.8240279730754432,0.902747419945695,0.9392535785572947,3.268641,2.9236240000000002,2.464628,2.7540240000000002,4.438172,5.201416,4.412125,3.835636,1.452914,8.632099,2.2181040000000003,2.094782,1.502964,1.7594310000000002,3.755593,4.161626999999999,3.386137,2.772264,0.868107,7.789421000000001
40,2,76,71458,71458,71458,71458,71458,71458,71458,71458,39984,782229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999860059,0.9999999999860059,0.9999999999860059,0.9999999999860059,0.9999999999860059,0.9999999999860059,0.9999999999860059,0.9999999999860059,0.99999999997499,0.9999999999987216,0.097166,0.10170499999999999,0.06347699999999999,0.060645000000000004,0.11410799999999999,0.115499,0.071631,0.06665700000000001,0.00435,0.288983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,81,70856,70856,70856,70856,70856,70856,70856,70856,37739,738390,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,0.34589799676501115,451,451,451,451,451,451,451,451,451,451,607,607,607,607,607,607,607,607,607,607,215,244,206,221,190,220,206,221,204,231,False,False,False,False,False,False,False,False,False,False,0.61157841254641,0.6028000451535114,0.5994693462713184,0.6033081178643545,0.5984532008496324,0.5992435361776104,0.5999491927204479,0.6033081178643545,0.546675852551825,0.7877503758165905,1.9179810000000002,3.1495,2.064461,2.905261,3.4653680000000002,3.9694800000000003,2.413277,2.981941,1.26844,7.240652000000001,0.908783,1.9680349999999998,1.0584149999999999,1.480441,2.255668,2.9372529999999997,1.473596,2.065287,0.257309,5.941742
40,2,86,72334,72334,72334,72334,72334,72334,72334,72334,39218,767169,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.009512683562228499,0.008839226136025308,0.011369336212390342,0.008839226136025308,5992,5996,5992,5996,5992,5996,5992,5996,5981,5996,6049,6049,6049,6049,6049,6049,6049,6049,6049,6049,344,343,368,343,316,355,368,343,334,337,False,False,False,False,False,False,False,False,False,False,0.8798766831520465,0.8829319545319915,0.8721762932939949,0.8733652224282722,0.8566649155188893,0.8595128155382046,0.8600934553479679,0.8607293941872325,0.8574124126457898,0.9336104561042826,2.64221,3.9087989999999997,2.72146,3.3801010000000002,6.7963059999999995,10.265527,6.942641,6.069822,1.719354,6.811819,1.60201,2.844495,1.181406,2.259627,5.158508,8.637686,5.404289,4.665613,0.460458,5.439593
40,2,91,72090,72090,72090,72090,72090,72090,72090,72090,41538,812450,0.00030690144615532996,0.0,0.00030690144615532996,0.0,0.00030690144615532996,0.0,0.00030690144615532996,0.0,0.000921269816543983,0.0,26067,26075,26067,26075,26067,26075,26067,26075,26051,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,26075,417,435,424,540,422,435,424,540,389,501,False,True,False,True,False,True,False,True,False,True,0.9735469551813908,0.9875710916772429,0.9613261201142833,0.9871272020947827,0.9446247745742181,0.9594118462899236,0.9418782077827456,0.9773893743795619,0.9305455245575005,0.94753154040132,6.025636,5.036886,3.218093,4.316648000000001,6.609232,7.455367,5.929384,6.533405999999999,2.247982,13.524975,4.579721,4.071607,1.672409,2.94335,5.211521,6.5089879999999996,4.39905,5.341021,0.8409129999999999,11.875114
40,2,96,66470,66470,66470,66470,66470,66470,66470,66470,42188,825207,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.000242053826683098,0.00010588413249041232,0.0004539470697029753,0.00010588413249041232,66101,66110,66101,66110,66101,66110,66101,66110,66087,66110,66117,66117,66117,66117,66117,66117,66117,66117,66117,66117,399,412,404,396,399,412,404,396,418,387,False,False,False,False,False,False,False,False,False,False,0.9267489092684408,0.9364826237259444,0.9112983300600076,0.9280276816469382,0.8612005415847571,0.8825635624961252,0.8751015495580698,0.8979088310380938,0.8828576846287367,0.9433039225298098,2.6517720000000002,5.155644000000001,2.655895,3.0028099999999998,5.197212,8.317391,4.4782519999999995,6.247062000000001,1.85578,9.545439,1.783021,4.523547,2.014278,2.133858,4.363251,7.512223,3.6543900000000002,5.335682,1.247426,8.766255000000001
40,2,101,80596,80596,80596,80596,80596,80596,80596,80596,44577,871690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.9999999999875925,0.9999999999875925,0.9999999999875925,0.9999999999875925,0.9999999999875925,0.9999999999875925,0.9999999999875925,0.9999999999875925,0.999999999977567,0.9999999999988528,0.11558800000000001,0.123748,0.14652,0.11018599999999999,0.140714,0.10854200000000001,0.117157,0.07669,0.010468,0.350904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,106,80834,80834,80834,80834,80834,80834,80834,80834,43432,849260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,0.999999999987629,0.999999999987629,0.999999999987629,0.999999999987629,0.999999999987629,0.999999999987629,0.999999999987629,0.999999999987629,0.9999999999769755,0.9999999999988225,0.120729,0.11733099999999999,0.115683,0.099703,0.077334,0.09955900000000001,0.12699100000000002,0.147449,0.005017,0.198121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,111,80400,80400,80400,80400,80400,80400,80400,80400,43820,856990,0.003634127248331585,0.0030172654617995945,0.003634127248331585,0.0030172654617995945,0.003634127248331585,0.0030172654617995945,0.003634127248331585,0.0030172654617995945,0.0046451757305545245,0.0030172654617995945,17886,17897,17886,17897,17886,17897,17886,17897,17868,17897,17951,17951,17951,17951,17951,17951,17951,17951,17951,17951,356,360,359,359,353,347,359,359,361,355,False,False,False,False,False,False,False,False,False,False,0.8946517412824049,0.8975621890435628,0.8829104477502127,0.8983830845659406,0.8804477611830791,0.8929353233719785,0.8808457711333229,0.895398009939112,0.8586490186933216,0.9365056768446114,3.542755,5.564529,2.28018,3.9182349999999997,8.737927,10.327878,8.284908999999999,4.663537,2.1808240000000003,9.315182,2.189778,4.647117,1.4394,2.587485,7.487421,9.05969,6.9419770000000005,3.836918,1.0226030000000002,8.359706
40,2,116,66966,66966,66966,66966,66966,66966,66966,66966,38919,761441,0.0051274083261624425,0.00434715106181216,0.0051274083261624425,0.003490266034479847,0.0051274083261624425,0.004230216942511656,0.0051274083261624425,0.003490266034479847,0.005557066799223928,0.003490266034479847,25744,25764,25744,25786,25744,25767,25744,25786,25733,25786,25876,25876,25876,25876,25876,25876,25876,25876,25876,25876,388,364,375,372,388,341,375,372,376,378,False,False,False,False,False,False,False,False,False,False,0.8048561956693717,0.8079921153897801,0.7974793178508874,0.7456022459047039,0.7720933010666295,0.783979930102082,0.7774691634444724,0.7960158886480302,0.774120609451062,0.9254124745043603,3.6960550000000003,4.235029,3.265764,2.548521,7.2531039999999996,7.542967999999999,3.895643,7.2455300000000005,1.325785,9.456,2.552923,3.283493,2.162554,1.739343,6.075311,6.391526,3.0706919999999998,6.027908,0.656833,8.112029
40,2,121,68512,68512,68512,68512,68512,68512,68512,68512,43936,859293,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.0004341691088005816,0.00018602632269582736,0.000542770299525034,0.00018602632269582736,64491,64507,64491,64507,64491,64507,64491,64507,64484,64507,64519,64519,64519,64519,64519,64519,64519,64519,64519,64519,406,390,404,386,406,390,404,386,419,389,False,False,False,False,False,False,False,False,False,False,0.9065419196504768,0.9370913124571304,0.8916686127847434,0.9352814105421637,0.8464502568769494,0.8858886034433985,0.8433267164753135,0.887552545526513,0.8892252366876997,0.9436024731948898,2.661625,3.217135,2.8252509999999997,3.0996759999999997,5.969566,6.300207,5.905566,5.022218,2.101069,8.907347,1.988795,2.5256950000000002,1.8488040000000001,2.304247,5.1790650000000005,5.537992,4.921692,4.298836,1.4687629999999998,7.674689
40,4,1,35676,35676,35676,35676,35676,35676,35676,35676,21855,408398,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,0.002283104970705366,438,438,438,438,438,438,438,438,438,438,439,439,439,439,439,439,439,439,439,439,37,38,37,38,37,38,37,38,44,39,False,False,False,False,False,False,False,False,False,False,0.5665993945350768,0.5604327839286795,0.5552191949614526,0.5604327839286795,0.5843704451007856,0.5562282766970449,0.5843704451007856,0.5562282766970449,0.4940745824527991,0.7692300158160196,1.107725,0.991215,0.9027069999999999,1.3346559999999998,1.3236780000000001,1.607249,0.9620879999999999,1.033217,0.66332,1.72522,0.233185,0.22974099999999997,0.174148,0.347708,0.381125,0.708082,0.314634,0.396453,0.042319,0.784562
40,4,6,34010,34010,34010,34010,34010,34010,34010,34010,20971,392513,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,0.0008431703168500407,2372,2372,2372,2372,2372,2372,2372,2372,2372,2372,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,78,71,79,71,78,71,79,71,73,81,False,False,False,False,False,False,False,False,False,False,0.8003822404939611,0.791590708591838,0.7910026462572478,0.791590708591838,0.7923551896268052,0.7839458982421657,0.7931196706617725,0.7839458982421657,0.7202803871670268,0.8798842331314379,1.34063,1.335628,1.249263,1.326518,1.710363,1.36466,0.906959,1.131866,0.620997,1.991441,0.355433,0.386701,0.291552,0.336884,0.8384280000000001,0.5101439999999999,0.32642899999999997,0.5181600000000001,0.061492,0.9811350000000001
40,4,11,32786,32786,32786,32786,32786,32786,32786,32786,21296,398502,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,0.00034873583199871697,5735,5735,5735,5735,5735,5735,5735,5735,5735,5735,5737,5737,5737,5737,5737,5737,5737,5737,5737,5737,108,99,111,101,108,99,111,101,113,103,False,False,False,False,False,False,False,False,False,False,0.863295308947011,0.855487098125557,0.8561581162430257,0.8562801195371109,0.8421887390702681,0.8366375891893907,0.8478008905981882,0.82657231742736,0.8243332080754915,0.9077018434012685,1.1399700000000001,1.443171,1.1519030000000001,0.7653979999999999,0.995755,1.289901,1.383769,1.501823,0.8906200000000001,1.527393,0.314165,0.746803,0.348663,0.21789,0.458268,0.6599649999999999,0.599938,0.681413,0.13111199999999998,0.95401
