n,m,NameInstance,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,total_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,scoring_value,use_cpu_time
40,2,wt040_011,16.98579433,16.98655,1.02461,1.0065,1.02419,15.82454,0.13131,1.00253,0.20181,0.002606339,9592,9617,0.002606339,9617,9592,239,239,53120,11103,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_011,24.23137303,24.23243,0.51112,0.48268,0.511,23.70934,0.00298,0.48196,0.00816,0.002606339,9592,9617,0.002606339,9617,9592,250,250,39736,10553,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_016,23.47294172,23.47397,2.16752,2.14971,2.16739,21.16555,0.13273,2.14732,0.26525,0.002037724,38278,38356,0.002037724,38356,38278,334,334,795428,59335,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_016,20.24724308,20.24814,1.85418,1.83612,1.85406,18.26401,0.1241,1.83354,0.51152,0.002221003,38271,38356,0.002221003,38356,38271,317,317,57228,10824,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_016,19.94548418,19.94637,1.8066,1.78895,1.8065,18.00995,0.12324,1.78633,0.67054,0.002063903,38277,38356,0.002063903,38356,38277,369,369,57228,10346,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_016,26.41617312,26.41733,1.18818,1.16016,1.18807,25.22071,0.00312,1.15925,0.01971,0.002273381,38269,38356,0.002273381,38356,38269,370,370,40684,7383,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_021,21.42670817,21.42764,1.8605,1.83534,1.85274,19.44926,0.11252,1.83309,0.25611,0,41048,41048,0,41048,41048,386,386,711775,37347,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_021,16.32336248,16.32409,2.14299,2.12333,2.14058,14.08621,0.08956,2.12167,0.8198,0,41048,41048,0,41048,41048,461,461,40900,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_021,15.90156601,15.90227,1.62239,1.60298,1.6203,14.18477,0.08941,1.60122,0.51945,0,41048,41048,0,41048,41048,499,499,40900,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_021,25.21985331,25.22096,0.80899,0.78164,0.8082,24.40028,0.0031,0.78098,0.01015,0,41048,41048,0,41048,41048,390,390,36392,3214,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_026,12.27714753,12.27768,1.98781,1.97031,1.9877,10.13889,0.142,1.968,0.0746,0.060975609,82,87,0.060975609,87,82,149,149,823626,313618,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_026,10.99789467,10.99838,0.85914,0.83938,0.85649,10.00071,0.13265,0.83858,0.13541,0,87,87,0,87,87,142,142,59514,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_026,11.10096218,11.10145,0.6577,0.63659,0.65445,10.3067,0.13106,0.63579,0.12824,0,87,87,0,87,87,152,152,59514,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_026,14.99985656,15.00051,0.15325,0.13609,0.15318,14.83668,0.00227,0.13579,0.00148,0.060975609,82,87,0.060975609,87,82,130,130,42129,32974,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_031,20.11536056,20.11624,2.3089,2.29139,2.30879,17.65258,0.14812,2.28885,0.11732,0.014369345,3758,3812,0.014369345,3812,3758,234,234,888093,190952,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_031,19.58325065,19.58412,1.45902,1.44168,1.45891,17.97623,0.14291,1.43754,0.20832,0.01463934,3757,3812,0.01463934,3812,3757,224,224,68310,22254,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_031,18.86097589,18.86181,1.26952,1.25184,1.2694,17.42789,0.15839,1.24692,0.20087,0.014369345,3758,3812,0.014369345,3812,3758,254,254,68310,20211,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_031,20.44134811,20.44224,0.51932,0.49196,0.51923,19.91345,0.00358,0.49133,0.0089,0.01626233,3751,3812,0.01626233,3812,3751,234,234,45435,19951,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_036,26.01411537,26.01525,2.31288,2.2951,2.31276,23.56534,0.13103,2.2927,0.11451,0.004783343,10662,10713,0.004783343,10713,10662,312,312,784353,61317,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_036,25.618467,25.61961,1.70915,1.69091,1.70903,23.7744,0.13076,1.68818,0.2223,0.005160443,10658,10713,0.005160443,10713,10658,324,324,63192,10174,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_036,25.3397756,25.3409,1.45374,1.43575,1.45363,23.73981,0.14209,1.43228,0.23261,0.004971857,10660,10713,0.004971857,10713,10660,329,329,63192,9942,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_036,27.67218445,27.67339,0.9436,0.91748,0.94349,26.72132,0.00297,0.91665,0.00974,0.005160443,10658,10713,0.005160443,10713,10658,339,339,40115,7251,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_041,33.92278515,33.92426,3.71052,3.69267,3.71039,30.07648,0.13156,3.68973,0.38085,3.25E-05,30801,30802,3.25E-05,30802,30801,432,432,803579,42688,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_041,23.68527471,23.68633,3.03801,3.0202,3.03789,20.5113,0.13116,3.01546,0.88675,0.000129879,30798,30802,0.000129879,30802,30798,411,411,61714,1482,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_041,23.31802128,23.31906,2.41096,2.38909,2.4068,20.77039,0.13095,2.38626,0.90465,0,30802,30802,0,30802,30802,512,512,61714,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_041,23.32003645,23.32106,1.02043,1.00293,1.02032,22.29021,0.00226,1.00204,0.00679,0.000129879,30798,30802,0.000129879,30802,30798,479,479,41102,2312,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_046,18.95099224,18.95182,1.71205,1.68822,1.70625,17.1217,0.10985,1.68621,0.17433,0,34146,34146,0,34146,34146,399,399,582721,30558,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_046,17.6195751,17.62036,2.06246,2.04377,2.06055,15.46296,0.08882,2.04177,0.62054,0,34146,34146,0,34146,34146,530,530,34756,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_046,16.85793137,16.85868,1.56234,1.5433,1.55997,15.20939,0.08107,1.54126,0.35814,0,34146,34146,0,34146,34146,594,594,34756,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_046,20.60551643,20.60642,1.00146,0.98378,1.00077,19.5952,0.00155,0.98293,0.00503,0,34146,34146,0,34146,34146,512,512,29777,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_051,0.319759246,0.31977,0.15312,0.11106,0.12834,0.00063,0.16046,0.10668,0.09201,0,0,0,0,0,0,1,1,954703,50136,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_051,0.224137031,0.22414,0.05945,0.03831,0.05556,0.0007,0.15822,0.03826,0.03344,0,0,0,0,0,0,1,1,69618,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_051,0.223954003,0.22396,0.05174,0.0311,0.04812,0.00073,0.16476,0.03105,0.02827,0,0,0,0,0,0,1,1,69618,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_051,0.04503778,0.04504,0.03266,0.00518,0.03196,0.00101,0.00347,0.00503,0.00424,0,0,0,0,0,0,1,1,48853,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_056,21.03806058,21.03898,1.96383,1.94678,1.96371,18.94121,0.12537,1.94466,0.09406,0.005503145,1272,1279,0.005503145,1279,1272,201,201,758378,238720,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_056,17.29989549,17.30066,1.42261,1.40483,1.42234,15.72555,0.14575,1.39774,0.28696,0.005503145,1272,1279,0.005503145,1279,1272,195,195,62972,27444,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_056,17.13608482,17.13684,1.10102,1.08348,1.10089,15.88614,0.1437,1.07668,0.2545,0.005503145,1272,1279,0.005503145,1279,1272,213,213,62972,27457,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_056,17.57117198,17.57194,0.26715,0.2497,0.26708,17.29441,0.00221,0.2493,0.00389,0.005503145,1272,1279,0.005503145,1279,1272,215,215,38784,20336,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_061,29.63926803,29.64056,2.33613,2.31871,2.33601,27.17107,0.12509,2.31604,0.25182,0.016097647,11306,11488,0.016097647,11488,11306,313,313,768051,82668,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_061,27.50931481,27.51054,2.33251,2.31411,2.33239,25.01565,0.15618,2.30749,0.38317,0.017267334,11293,11488,0.017267334,11488,11293,310,310,69558,20025,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_061,26.19574803,26.19691,1.49184,1.47404,1.49172,24.55126,0.14699,1.46969,0.28826,0.016457264,11302,11488,0.016457264,11488,11302,344,344,69558,19623,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_061,26.95783908,26.95902,0.67998,0.66195,0.67988,26.26849,0.00227,0.66133,0.00587,0.017717931,11288,11488,0.017717931,11488,11288,323,323,39279,12338,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_066,36.53741777,36.53901,3.42957,3.40183,3.42944,32.91505,0.186,3.39913,0.33395,0.004241389,35130,35279,0.004241389,35279,35130,334,334,804360,74215,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_066,25.41325305,25.41438,3.906,3.88867,3.90587,21.32867,0.17368,3.88395,1.36964,0.004870685,35108,35279,0.004870685,35279,35108,373,373,68952,17076,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_066,24.29089291,24.29197,2.81059,2.79279,2.81047,21.28243,0.19298,2.7894,1.4585,0.004241389,35130,35279,0.004241389,35279,35130,335,335,68952,15907,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_066,26.17029163,26.17144,0.73975,0.72204,0.73968,25.42124,0.00225,0.72141,0.00636,0.005013816,35103,35279,0.005013816,35279,35103,343,343,41141,11203,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_071,31.46474355,31.46612,3.09192,3.06523,3.09179,28.20448,0.16151,3.06268,0.34863,0.000354647,47935,47952,0.000354647,47952,47935,403,403,699058,41417,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_071,20.79683916,20.79776,2.30311,2.28639,2.30299,18.36724,0.12042,2.28375,0.49633,0.000396387,47933,47952,0.000396387,47952,47933,487,487,50128,4027,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_071,20.17309411,20.17399,1.79871,1.78196,1.79861,18.248,0.12032,1.77989,0.58022,0.000354647,47935,47952,0.000354647,47952,47935,444,444,50128,4098,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_071,30.03821185,30.03952,1.13545,1.11822,1.13536,28.8936,0.00189,1.11745,0.00933,0.000417258,47932,47952,0.000417258,47952,47932,476,476,35743,3293,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_076,0.239547137,0.23955,0.10595,0.08039,0.09771,0.0006,0.12785,0.07848,0.06595,0,0,0,0,0,0,1,1,774019,40623,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_076,0.191996682,0.192,0.05157,0.03139,0.04845,0.00065,0.1336,0.03134,0.02714,0,0,0,0,0,0,1,1,62410,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_076,0.188179027,0.18819,0.04648,0.02677,0.04387,0.00065,0.13497,0.02672,0.02442,0,0,0,0,0,0,1,1,62410,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_076,0.028813209,0.02881,0.02052,0.00267,0.02002,0.00066,0.00198,0.00257,0.00214,0,0,0,0,0,0,1,1,39584,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_081,36.03350991,36.03508,2.71024,2.68281,2.71011,33.14886,0.16919,2.6805,0.11893,0.266075387,451,571,0.266075387,571,451,207,207,730180,134016,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_081,27.69294805,27.69418,1.72357,1.70593,1.72348,25.82946,0.13457,1.69979,0.19019,0.270509977,451,573,0.270509977,573,451,254,254,66352,24493,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_081,24.5917698,24.59286,1.41114,1.39355,1.41102,23.02119,0.15301,1.38677,0.15287,0.266075387,451,571,0.266075387,571,451,268,268,66352,24395,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_081,30.15196067,30.15328,0.32417,0.30635,0.3241,29.81854,0.002,0.30599,0.00294,0.266075387,451,571,0.266075387,571,451,167,167,37339,15489,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_086,42.28305538,42.2849,4.11866,4.09145,4.11852,37.97977,0.17937,4.08871,0.17382,0.008672448,5996,6048,0.008672448,6048,5996,352,352,758959,48604,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_086,28.09921803,28.10047,2.45892,2.44134,2.4588,25.48856,0.14703,2.43711,0.31201,0.009345794,5992,6048,0.009345794,6048,5992,416,416,71928,7289,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_086,27.11102022,27.11222,1.48237,1.46503,1.48225,25.48053,0.14232,1.46224,0.2166,0.008672448,5996,6048,0.008672448,6048,5996,364,364,71928,8169,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_086,27.21222222,27.21341,0.77676,0.75912,0.77668,26.42816,0.00211,0.75849,0.00494,0.01120214,5981,6048,0.01120214,6048,5981,360,360,38818,5096,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_091,26.0700415,26.07118,2.84172,2.81509,2.8324,23.09051,0.13052,2.81244,0.19724,0,26075,26075,0,26075,26075,468,468,804240,42218,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,ArcTimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_091,25.08945451,25.09057,2.59298,2.57195,2.58936,22.31079,0.18069,2.56901,0.3811,0,26075,26075,0,26075,26075,576,576,71306,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackward,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_091,24.67422441,24.67532,2.17051,2.14996,2.16673,22.32975,0.16909,2.14744,0.69395,0,26075,26075,0,26075,26075,545,545,71306,0,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,BddBackwardCycle,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
40,2,wt040_091,26.55053136,26.55169,0.84275,0.82472,0.84268,25.69843,0.00228,0.82404,0.01396,0.00092127,26051,26075,0.00092127,26075,26051,376,376,41138,2785,0,0,0,0,0,110,0,0,0,0,25/08/2022,10000,WentgnesStab,0.8,TimeIndexed,14,0.7,FALSE,FALSE,FALSE,WeightedProduct,0,FALSE
