NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_006,0.818751,0.771043,0.103762,0.139552,0.611964,0.018778,0.026900,0.000843,2372,2374,0.000843,67,22/10/2019,4,1,0.800000,3,40,4,30540,4752,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,0.910492,0.789345,0.137473,0.171911,0.592560,0.021659,0.059207,0.000843,2372,2374,0.000843,75,22/10/2019,4,1,0.800000,4,40,4,30540,4858,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,0.908248,0.851539,0.222585,0.222618,0.602311,0.026468,0.153062,0.000843,2372,2374,0.000843,68,22/10/2019,4,1,0.800000,5,40,4,30540,4684,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,0.919580,0.845150,0.196160,0.196195,0.615081,0.029937,0.128676,0.000843,2372,2374,0.000843,67,22/10/2019,4,1,0.800000,7,40,4,30540,4690,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,0.992126,0.923198,0.306238,0.306274,0.584910,0.028974,0.239290,0.000843,2372,2374,0.000843,74,22/10/2019,4,1,0.800000,6,40,4,30540,4984,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,0.710168,0.643137,0.055037,0.055049,0.583439,0.000000,0.011793,0.000843,2372,2374,0.000843,81,22/10/2019,4,1,0.800000,9,40,4,20971,5874,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,0.951170,0.886395,0.246630,0.246668,0.607705,0.028200,0.176298,0.000843,2372,2374,0.000843,75,22/10/2019,4,1,0.800000,8,40,4,30540,5138,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,3.143866,3.055154,2.504111,2.504275,0.412278,0.000000,2.155359,0.002839,3875,3886,0.002839,236,22/10/2019,4,1,0.800000,10,40,2,771815,118508,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_006,1.428769,1.221085,0.566207,0.566311,0.596075,0.000000,0.461800,0.000843,2372,2374,0.000843,68,22/10/2019,4,1,0.800000,10,40,4,392513,47147,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.476064,1.357147,0.854956,0.919349,0.400755,0.034254,0.488314,0.002606,9592,9617,0.002606,268,22/10/2019,4,1,0.800000,1,40,2,54582,9562,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.330430,1.171754,0.681332,0.729656,0.398934,0.040256,0.299647,0.002606,9592,9617,0.002606,289,22/10/2019,4,1,0.800000,3,40,2,54582,10090,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.356531,1.267351,0.784806,0.843501,0.390617,0.032680,0.439501,0.002606,9592,9617,0.002606,245,22/10/2019,4,1,0.800000,4,40,2,54582,10060,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,2.001274,1.723745,1.237668,1.279386,0.401417,0.040907,0.860259,0.002606,9592,9617,0.002606,273,22/10/2019,4,1,0.800000,2,40,2,54582,10246,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.963150,1.908666,1.418826,1.418892,0.429938,0.057093,1.074365,0.002606,9592,9617,0.002606,268,22/10/2019,4,1,0.800000,5,40,2,54582,13000,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.844151,0.699529,0.305582,0.305608,0.385833,0.000000,0.089664,0.002606,9592,9617,0.002606,300,22/10/2019,4,1,0.800000,9,40,2,40136,10552,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.801649,1.727113,1.269111,1.269175,0.409656,0.048074,0.888098,0.002606,9592,9617,0.002606,289,22/10/2019,4,1,0.800000,7,40,2,54582,12462,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.850859,0.792556,0.231646,0.241204,0.522957,0.025363,0.125405,0.000349,5735,5737,0.000349,102,22/10/2019,4,1,0.800000,1,40,4,30106,2973,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.824518,1.801975,1.340849,1.340919,0.409975,0.050506,1.035159,0.002606,9592,9617,0.002606,245,22/10/2019,4,1,0.800000,8,40,2,54582,12600,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,2.329201,2.198981,1.742350,1.742413,0.408270,0.048017,1.387363,0.002606,9592,9617,0.002606,273,22/10/2019,4,1,0.800000,6,40,2,54582,12952,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.952447,0.865465,0.296394,0.310824,0.535792,0.018220,0.187244,0.000349,5735,5737,0.000349,101,22/10/2019,4,1,0.800000,2,40,4,30106,3220,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.792822,0.746752,0.135965,0.153487,0.572380,0.020714,0.036695,0.000349,5735,5737,0.000349,105,22/10/2019,4,1,0.800000,3,40,4,30106,3252,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.861200,0.809719,0.187147,0.200148,0.586710,0.019091,0.091027,0.000349,5735,5737,0.000349,99,22/10/2019,4,1,0.800000,4,40,4,30106,3258,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.904286,0.885097,0.326328,0.326356,0.529653,0.025795,0.231169,0.000349,5735,5737,0.000349,102,22/10/2019,4,1,0.800000,5,40,4,30106,3778,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.113873,0.952440,0.393112,0.393146,0.536391,0.019228,0.293175,0.000349,5735,5737,0.000349,101,22/10/2019,4,1,0.800000,6,40,4,30106,3962,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.105636,0.840022,0.276674,0.276712,0.536025,0.024209,0.179854,0.000349,5735,5737,0.000349,105,22/10/2019,4,1,0.800000,7,40,4,30106,3834,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,0.723954,0.628760,0.090540,0.090552,0.533250,0.000000,0.017106,0.000349,5735,5737,0.000349,118,22/10/2019,4,1,0.800000,9,40,4,21296,3733,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.225465,0.898001,0.313801,0.313835,0.553801,0.027059,0.221106,0.000349,5735,5737,0.000349,99,22/10/2019,4,1,0.800000,8,40,4,30106,3864,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,3.566796,3.329652,2.823007,2.823136,0.384404,0.000000,2.442161,0.002606,9592,9617,0.002606,256,22/10/2019,4,1,0.800000,10,40,2,785193,91846,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_011,1.517566,1.309931,0.695673,0.695785,0.553502,0.000000,0.565696,0.000349,5735,5737,0.000349,94,22/10/2019,4,1,0.800000,10,40,4,398502,36756,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.141339,1.783320,1.096101,1.152997,0.600412,0.029535,0.619043,0.002169,38273,38356,0.002169,327,22/10/2019,4,1,0.800000,1,40,2,58120,10315,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.717804,1.506749,0.848737,0.894570,0.574353,0.035221,0.350727,0.002169,38273,38356,0.002169,327,22/10/2019,4,1,0.800000,3,40,2,58120,11138,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.424005,2.226142,1.589351,1.635900,0.558295,0.028918,1.089420,0.002169,38273,38356,0.002169,329,22/10/2019,4,1,0.800000,2,40,2,58120,11054,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.951878,1.702773,1.026896,1.092391,0.580158,0.026341,0.552369,0.002169,38273,38356,0.002169,311,22/10/2019,4,1,0.800000,4,40,2,58120,11066,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.691277,2.393672,1.795455,1.795550,0.564461,0.033620,1.337830,0.002169,38273,38356,0.002169,327,22/10/2019,4,1,0.800000,5,40,2,58120,15736,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.159445,1.107563,0.538645,0.538667,0.559912,0.000000,0.110248,0.002273,38269,38356,0.002273,365,22/10/2019,4,1,0.800000,9,40,2,41084,7520,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,3.130251,2.933647,2.272916,2.273031,0.613802,0.043398,1.778317,0.002169,38273,38356,0.002169,329,22/10/2019,4,1,0.800000,6,40,2,58120,15728,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.615348,2.223141,1.595445,1.595543,0.572831,0.051363,1.052184,0.002169,38273,38356,0.002169,327,22/10/2019,4,1,0.800000,7,40,2,58120,15802,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.686226,2.523535,1.871125,1.871227,0.604884,0.047174,1.387430,0.002169,38273,38356,0.002169,311,22/10/2019,4,1,0.800000,8,40,2,58120,15646,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.693768,1.492781,0.173621,0.185144,1.289553,0.012665,0.087986,0.000745,21481,21497,0.000745,74,22/10/2019,4,1,0.800000,1,40,4,33248,3634,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.775714,1.579152,0.286492,0.306453,1.236148,0.029849,0.185644,0.000605,21484,21497,0.000605,82,22/10/2019,4,1,0.800000,2,40,4,33248,3674,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.776014,1.489516,0.103918,0.128787,1.325257,0.031201,0.035994,0.000745,21481,21497,0.000745,63,22/10/2019,4,1,0.800000,3,40,4,33248,4036,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.812846,1.665518,0.191102,0.212414,1.423816,0.025665,0.102087,0.000605,21484,21497,0.000605,82,22/10/2019,4,1,0.800000,4,40,4,33248,3724,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.840692,1.756782,0.273510,0.273556,1.442546,0.037272,0.194561,0.000745,21481,21497,0.000745,74,22/10/2019,4,1,0.800000,5,40,4,33248,5376,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.904345,1.751687,0.428304,0.428352,1.283592,0.033695,0.339643,0.000605,21484,21497,0.000605,82,22/10/2019,4,1,0.800000,6,40,4,33248,5394,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.806379,1.613910,0.233221,0.233271,1.340279,0.037271,0.162156,0.000745,21481,21497,0.000745,63,22/10/2019,4,1,0.800000,7,40,4,33248,5594,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,4.869741,4.706959,4.021269,4.021391,0.553670,0.000000,3.394060,0.002038,38278,38356,0.002038,320,22/10/2019,4,1,0.800000,10,40,2,803638,59937,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.901979,1.778724,0.357290,0.357336,1.388252,0.030988,0.268265,0.000605,21484,21497,0.000605,82,22/10/2019,4,1,0.800000,8,40,4,33248,5186,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,1.658816,1.492746,0.077296,0.077315,1.410944,0.000000,0.016100,0.000838,21479,21497,0.000838,72,22/10/2019,4,1,0.800000,9,40,4,21724,2222,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_016,2.545909,2.163206,0.759869,0.760066,1.343493,0.000000,0.628430,0.000698,21482,21497,0.000698,81,22/10/2019,4,1,0.800000,10,40,4,406274,28136,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.175908,1.985610,1.080094,1.099970,0.855932,0.024774,0.280048,0.000000,41048,41048,0.000000,394,22/10/2019,4,1,0.800000,3,40,2,43306,2240,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.487660,2.263951,1.331301,1.336427,0.893935,0.029290,0.535589,0.000000,41048,41048,0.000000,393,22/10/2019,4,1,0.800000,1,40,2,43306,1389,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.763665,2.504800,1.606388,1.622775,0.855001,0.022470,0.895318,0.000000,41048,41048,0.000000,358,22/10/2019,4,1,0.800000,2,40,2,43306,2240,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.630957,2.268205,1.365472,1.376856,0.855038,0.034466,0.544330,0.000000,41048,41048,0.000000,417,22/10/2019,4,1,0.800000,4,40,2,43306,1786,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.653679,2.574420,1.662689,1.662702,0.865248,0.041413,0.989431,0.000000,41048,41048,0.000000,347,22/10/2019,4,1,0.800000,5,40,2,43306,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.235037,1.057436,0.240646,0.255535,0.776922,0.019715,0.126273,0.000044,22792,22793,0.000044,125,22/10/2019,4,1,0.800000,1,40,4,28070,1345,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.354396,2.156175,1.332958,1.332984,0.817401,0.000000,0.150867,0.000049,41046,41048,0.000049,508,22/10/2019,4,1,0.800000,9,40,2,36792,1978,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,3.238462,3.088045,2.188786,2.188839,0.866027,0.031651,1.440507,0.000000,41048,41048,0.000000,370,22/10/2019,4,1,0.800000,6,40,2,43306,6098,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.943199,2.576502,1.682747,1.682759,0.846139,0.043036,0.874648,0.000000,41048,41048,0.000000,394,22/10/2019,4,1,0.800000,7,40,2,43306,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,3.341386,2.981604,2.119739,2.119781,0.814334,0.043397,1.305665,0.000000,41048,41048,0.000000,417,22/10/2019,4,1,0.800000,8,40,2,43306,5510,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.124147,1.008606,0.166744,0.166746,0.817157,0.018640,0.056004,0.000044,22792,22793,0.000044,104,22/10/2019,4,1,0.800000,3,40,4,28070,1784,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.414185,1.089199,0.273316,0.283877,0.783127,0.018905,0.170696,0.000000,22793,22793,0.000000,104,22/10/2019,4,1,0.800000,2,40,4,28070,1298,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.253923,1.129134,0.273576,0.284468,0.816380,0.022752,0.129093,0.000000,22793,22793,0.000000,141,22/10/2019,4,1,0.800000,4,40,4,28070,1612,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.290272,1.185186,0.363913,0.363943,0.789965,0.025943,0.249661,0.000044,22792,22793,0.000044,125,22/10/2019,4,1,0.800000,5,40,4,28070,3030,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.214343,1.170623,0.389834,0.389868,0.748026,0.027157,0.273183,0.000000,22793,22793,0.000000,104,22/10/2019,4,1,0.800000,6,40,4,28070,3236,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.007339,0.929777,0.127916,0.127930,0.796440,0.000000,0.020113,0.000044,22792,22793,0.000044,123,22/10/2019,4,1,0.800000,9,40,4,19712,819,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.419209,1.160066,0.311925,0.311959,0.825177,0.020366,0.198887,0.000044,22792,22793,0.000044,104,22/10/2019,4,1,0.800000,7,40,4,28070,3088,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,1.419450,1.290060,0.501266,0.501304,0.755009,0.031198,0.351809,0.000000,22793,22793,0.000000,141,22/10/2019,4,1,0.800000,8,40,4,28070,3778,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.375838,1.052100,0.575162,0.732033,0.256060,0.060497,0.269255,0.060976,82,87,0.060976,118,22/10/2019,4,1,0.800000,1,40,2,67370,29859,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,2.228015,1.672982,0.837713,0.837794,0.766894,0.000000,0.694804,0.000000,22793,22793,0.000000,110,22/10/2019,4,1,0.800000,10,40,4,369418,20250,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_021,6.051450,5.494255,4.578675,4.578800,0.798486,0.000000,3.779278,0.000000,41048,41048,0.000000,381,22/10/2019,4,1,0.800000,10,40,2,719985,37757,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.808496,1.111837,0.576600,0.778308,0.260883,0.072257,0.265384,0.060976,82,87,0.060976,120,22/10/2019,4,1,0.800000,4,40,2,67370,31462,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,2.147453,1.379807,0.834974,1.071327,0.252549,0.055743,0.511971,0.060976,82,87,0.060976,118,22/10/2019,4,1,0.800000,2,40,2,67370,31462,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.955962,1.039026,0.510358,0.712107,0.260261,0.063091,0.149290,0.060976,82,87,0.060976,126,22/10/2019,4,1,0.800000,3,40,2,67370,31640,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.358425,1.235401,0.885234,0.885397,0.265923,0.083244,0.690087,0.060976,82,87,0.060976,129,22/10/2019,4,1,0.800000,5,40,2,67370,30796,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,0.445100,0.355479,0.098592,0.098622,0.246311,0.000000,0.044732,0.060976,82,87,0.060976,116,22/10/2019,4,1,0.800000,9,40,2,42529,30314,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.777132,1.475375,1.162581,1.162774,0.252030,0.059509,0.957352,0.060976,82,87,0.060976,115,22/10/2019,4,1,0.800000,6,40,2,67370,31550,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.227329,1.095790,0.761406,0.761594,0.256200,0.074906,0.567115,0.060976,82,87,0.060976,126,22/10/2019,4,1,0.800000,7,40,2,67370,31668,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.027376,0.792853,0.268829,0.336635,0.415824,0.035798,0.093035,0.000000,88,88,0.000000,59,22/10/2019,4,1,0.800000,1,40,4,34858,14447,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt040_026,1.402042,1.294501,0.922886,0.923064,0.277883,0.089368,0.738308,0.060976,82,87,0.060976,120,22/10/2019,4,1,0.800000,8,40,2,67370,31550,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
